County	Collections	Data_Period_Business_Key
Jones	129286.0	2018M10
Jones	198542.0	2018M11
Jones	243224.0	2018M12
Jones	237053.0	2019M01
Jones	226772.0	2019M02
Jones	231520.0	2019M03
Jones	324439.0	2019M04
Jones	246968.0	2019M05
Jones	221413.0	2019M06
Jones	283603.0	2019M07
Jones	199031.0	2019M08
Jones	201034.0	2019M09
Jones	199392.0	2019M10
Jones	213283.0	2019M11
Jones	177552.0	2019M12
Jones	217544.0	2020M01
Jones	197178.0	2020M02
Lee	3258976.0	2018M10
Lee	3236838.0	2018M11
Lee	3462606.0	2018M12
Lee	3855033.0	2019M01
Lee	2956367.0	2019M02
Lee	2817026.0	2019M03
Lee	3668520.0	2019M04
Lee	3472976.0	2019M05
Lee	3505703.0	2019M06
Lee	3607703.0	2019M07
Lee	3020332.0	2019M08
Lee	3429421.0	2019M09
Lee	3338280.0	2019M10
Lee	3350200.0	2019M11
Lee	3257124.0	2019M12
Lee	4011783.0	2020M01
Lee	3077666.0	2020M02
Lenoir	2076908.0	2018M10
Lenoir	2437155.0	2018M11
Lenoir	2457719.0	2018M12
Lenoir	2694680.0	2019M01
Lenoir	2117523.0	2019M02
Lenoir	2279801.0	2019M03
Lenoir	2646489.0	2019M04
Lenoir	2497231.0	2019M05
Lenoir	2533545.0	2019M06
Lenoir	2475568.0	2019M07
Lenoir	2323387.0	2019M08
Lenoir	2390990.0	2019M09
Lenoir	2340509.0	2019M10
Lenoir	2478522.0	2019M11
Lenoir	2425130.0	2019M12
Lenoir	2626437.0	2020M01
Lenoir	2264208.0	2020M02
Lincoln	3277032.0	2018M10
Lincoln	3591651.0	2018M11
Lincoln	3794934.0	2018M12
Lincoln	3899246.0	2019M01
Lincoln	3128621.0	2019M02
Lincoln	3262326.0	2019M03
Lincoln	4160307.0	2019M04
Lincoln	4139192.0	2019M05
Lincoln	4157019.0	2019M06
Lincoln	4242062.0	2019M07
Lincoln	3838141.0	2019M08
Lincoln	3994101.0	2019M09
Lincoln	3959173.0	2019M10
Lincoln	3872703.0	2019M11
Lincoln	3984006.0	2019M12
Lincoln	4451375.0	2020M01
Lincoln	3542994.0	2020M02
Macon	2397286.0	2018M10
Macon	2403686.0	2018M11
Macon	2152599.0	2018M12
Macon	2101908.0	2019M01
Macon	1646254.0	2019M02
Macon	1594577.0	2019M03
Macon	2071753.0	2019M04
Macon	2291412.0	2019M05
Macon	2404733.0	2019M06
Macon	2637862.0	2019M07
Macon	2750971.0	2019M08
Macon	2652935.0	2019M09
Macon	2592987.0	2019M10
Macon	2594108.0	2019M11
Macon	2298990.0	2019M12
Macon	2364039.0	2020M01
Macon	1832662.0	2020M02
Madison	539153.0	2018M10
Madison	494677.0	2018M11
Madison	450440.0	2018M12
Madison	520943.0	2019M01
Madison	444874.0	2019M02
Madison	391977.0	2019M03
Madison	502489.0	2019M04
Madison	471097.0	2019M05
Madison	469968.0	2019M06
Madison	554376.0	2019M07
Madison	531348.0	2019M08
Madison	507024.0	2019M09
Madison	677881.0	2019M10
Madison	544323.0	2019M11
Madison	502730.0	2019M12
Madison	638920.0	2020M01
Madison	453124.0	2020M02
Martin	809174.0	2018M10
Martin	843863.0	2018M11
Martin	895912.0	2018M12
Martin	922270.0	2019M01
Martin	744304.0	2019M02
Martin	770592.0	2019M03
Martin	945063.0	2019M04
Martin	842111.0	2019M05
Martin	820076.0	2019M06
Martin	863470.0	2019M07
Martin	815467.0	2019M08
Martin	844985.0	2019M09
Martin	839020.0	2019M10
Martin	869829.0	2019M11
Martin	863368.0	2019M12
Martin	968516.0	2020M01
Martin	746790.0	2020M02
McDowell	1537958.0	2018M10
McDowell	1533798.0	2018M11
McDowell	1478314.0	2018M12
McDowell	1576096.0	2019M01
McDowell	1406299.0	2019M02
McDowell	1360583.0	2019M03
McDowell	1682647.0	2019M04
McDowell	1715870.0	2019M05
McDowell	1793440.0	2019M06
McDowell	1758688.0	2019M07
McDowell	1633904.0	2019M08
McDowell	1649390.0	2019M09
McDowell	1708318.0	2019M10
McDowell	1744289.0	2019M11
McDowell	1643232.0	2019M12
McDowell	1884613.0	2020M01
McDowell	1471903.0	2020M02
Mecklenburg	91191685.0	2018M10
Mecklenburg	94633075.0	2018M11
Mecklenburg	93445565.0	2018M12
Mecklenburg	106250954.0	2019M01
Mecklenburg	85092961.0	2019M02
Mecklenburg	83866981.0	2019M03
Mecklenburg	101752359.0	2019M04
Mecklenburg	98050222.0	2019M05
Mecklenburg	98233506.0	2019M06
Mecklenburg	101350491.0	2019M07
Mecklenburg	97181210.0	2019M08
Mecklenburg	97291200.0	2019M09
Mecklenburg	97747091.0	2019M10
Mecklenburg	97956687.0	2019M11
Mecklenburg	96054441.0	2019M12
Mecklenburg	117190264.0	2020M01
Mecklenburg	92117267.0	2020M02
Mitchell	602864.0	2018M10
Mitchell	634661.0	2018M11
Mitchell	627251.0	2018M12
Mitchell	675604.0	2019M01
Mitchell	538849.0	2019M02
Mitchell	477055.0	2019M03
Mitchell	565159.0	2019M04
Mitchell	558624.0	2019M05
Mitchell	586722.0	2019M06
Mitchell	635871.0	2019M07
Mitchell	628760.0	2019M08
Mitchell	630250.0	2019M09
Mitchell	644055.0	2019M10
Mitchell	595595.0	2019M11
Mitchell	587226.0	2019M12
Mitchell	652349.0	2020M01
Mitchell	598352.0	2020M02
Montgomery	794988.0	2018M10
Montgomery	837058.0	2018M11
Montgomery	878992.0	2018M12
Montgomery	947008.0	2019M01
Montgomery	731765.0	2019M02
Montgomery	737719.0	2019M03
Montgomery	895216.0	2019M04
Montgomery	914491.0	2019M05
Montgomery	966067.0	2019M06
Montgomery	968676.0	2019M07
Montgomery	925511.0	2019M08
Montgomery	869603.0	2019M09
Montgomery	880515.0	2019M10
Montgomery	852188.0	2019M11
Montgomery	846112.0	2019M12
Montgomery	1005739.0	2020M01
Montgomery	813344.0	2020M02
Moore	5023869.0	2018M10
Moore	5660785.0	2018M11
Moore	5363535.0	2018M12
Moore	5899379.0	2019M01
Moore	4707769.0	2019M02
Moore	4740288.0	2019M03
Moore	5806413.0	2019M04
Moore	6146934.0	2019M05
Moore	6325696.0	2019M06
Moore	6245815.0	2019M07
Moore	5795717.0	2019M08
Moore	6280923.0	2019M09
Moore	6058160.0	2019M10
Moore	6328107.0	2019M11
Moore	6076008.0	2019M12
Moore	6929587.0	2020M01
Moore	5350274.0	2020M02
Nash	4264890.0	2018M10
Nash	4338698.0	2018M11
Nash	4657177.0	2018M12
Nash	5061083.0	2019M01
Nash	3948575.0	2019M02
Nash	4186792.0	2019M03
Nash	4953206.0	2019M04
Nash	4454512.0	2019M05
Nash	4697303.0	2019M06
Nash	4648136.0	2019M07
Nash	4366865.0	2019M08
Nash	4438526.0	2019M09
Nash	4405217.0	2019M10
Nash	4331766.0	2019M11
Nash	4482613.0	2019M12
Nash	5145855.0	2020M01
Nash	4158786.0	2020M02
New Hanover	15972273.0	2018M10
New Hanover	20567564.0	2018M11
New Hanover	21004487.0	2018M12
New Hanover	22033187.0	2019M01
New Hanover	18515303.0	2019M02
New Hanover	17953737.0	2019M03
New Hanover	21814955.0	2019M04
New Hanover	21553390.0	2019M05
New Hanover	22399517.0	2019M06
New Hanover	22873642.0	2019M07
New Hanover	22866925.0	2019M08
New Hanover	22124147.0	2019M09
New Hanover	19582064.0	2019M10
New Hanover	20679062.0	2019M11
New Hanover	19944469.0	2019M12
New Hanover	22907738.0	2020M01
New Hanover	18534443.0	2020M02
Northampton	419821.0	2018M10
Northampton	400710.0	2018M11
Northampton	420391.0	2018M12
Northampton	906026.0	2019M01
Northampton	411320.0	2019M02
Northampton	388683.0	2019M03
Northampton	444235.0	2019M04
Northampton	458277.0	2019M05
Northampton	443452.0	2019M06
Northampton	440203.0	2019M07
Northampton	413356.0	2019M08
Northampton	442331.0	2019M09
Northampton	427009.0	2019M10
Northampton	446119.0	2019M11
Northampton	401692.0	2019M12
Northampton	396807.0	2020M01
Northampton	369944.0	2020M02
Onslow	7750147.0	2018M10
Onslow	9787655.0	2018M11
Onslow	9974686.0	2018M12
Onslow	10571143.0	2019M01
Onslow	8774329.0	2019M02
Onslow	8849545.0	2019M03
Onslow	10668337.0	2019M04
Onslow	9958256.0	2019M05
Onslow	10087775.0	2019M06
Onslow	10460432.0	2019M07
Onslow	10172586.0	2019M08
Onslow	10113692.0	2019M09
Onslow	9524524.0	2019M10
Onslow	9175397.0	2019M11
Onslow	9221846.0	2019M12
Onslow	10509836.0	2020M01
Onslow	8388651.0	2020M02
Orange	7367589.0	2018M10
Orange	7919414.0	2018M11
Orange	7460431.0	2018M12
Orange	7995325.0	2019M01
Orange	6957714.0	2019M02
Orange	6907946.0	2019M03
Orange	7851282.0	2019M04
Orange	8268899.0	2019M05
Orange	7906622.0	2019M06
Orange	8376776.0	2019M07
Orange	7454319.0	2019M08
Orange	8000641.0	2019M09
Orange	9507665.0	2019M10
Orange	8052959.0	2019M11
Orange	7953442.0	2019M12
Orange	8271280.0	2020M01
Orange	7587630.0	2020M02
Pamlico	352836.0	2018M10
Pamlico	448133.0	2018M11
Pamlico	399086.0	2018M12
Pamlico	404483.0	2019M01
Pamlico	359303.0	2019M02
Pamlico	378938.0	2019M03
Pamlico	452240.0	2019M04
Pamlico	439666.0	2019M05
Pamlico	476964.0	2019M06
Pamlico	473460.0	2019M07
Pamlico	445340.0	2019M08
Pamlico	424037.0	2019M09
Pamlico	382244.0	2019M10
Pamlico	381592.0	2019M11
Pamlico	396182.0	2019M12
Pamlico	413475.0	2020M01
Pamlico	352656.0	2020M02
Pasquotank	1926429.0	2018M10
Pasquotank	2026087.0	2018M11
Pasquotank	2096762.0	2018M12
Pasquotank	2327946.0	2019M01
Pasquotank	1802389.0	2019M02
Pasquotank	1857123.0	2019M03
Pasquotank	2416905.0	2019M04
Pasquotank	2246449.0	2019M05
Pasquotank	2278021.0	2019M06
Pasquotank	2411810.0	2019M07
Pasquotank	2171181.0	2019M08
Pasquotank	2315291.0	2019M09
Pasquotank	2202068.0	2019M10
Pasquotank	2228974.0	2019M11
Pasquotank	2119267.0	2019M12
Pasquotank	2560904.0	2020M01
Pasquotank	1938785.0	2020M02
Pender	1827440.0	2018M10
Pender	2005716.0	2018M11
Pender	2060463.0	2018M12
Pender	2139318.0	2019M01
Pender	1800869.0	2019M02
Pender	1790367.0	2019M03
Pender	2415070.0	2019M04
Pender	2262607.0	2019M05
Pender	2525209.0	2019M06
Pender	2878893.0	2019M07
Pender	2879835.0	2019M08
Pender	2632380.0	2019M09
Pender	2311284.0	2019M10
Pender	2181987.0	2019M11
Pender	2041145.0	2019M12
Pender	2165780.0	2020M01
Pender	1835888.0	2020M02
Perquimans	235917.0	2018M10
Perquimans	251060.0	2018M11
Perquimans	256250.0	2018M12
Perquimans	290793.0	2019M01
Perquimans	222317.0	2019M02
Perquimans	204707.0	2019M03
Perquimans	305995.0	2019M04
Perquimans	262334.0	2019M05
Perquimans	257215.0	2019M06
Perquimans	306879.0	2019M07
Perquimans	271700.0	2019M08
Perquimans	265035.0	2019M09
Perquimans	333391.0	2019M10
Perquimans	260917.0	2019M11
Perquimans	328869.0	2019M12
Perquimans	309507.0	2020M01
Perquimans	284726.0	2020M02
Person	1411478.0	2018M10
Person	1419936.0	2018M11
Person	1438962.0	2018M12
Person	1603087.0	2019M01
Person	1311993.0	2019M02
Person	1275949.0	2019M03
Person	1540054.0	2019M04
Person	1443841.0	2019M05
Person	1446073.0	2019M06
Person	1436071.0	2019M07
Person	1439777.0	2019M08
Person	1392923.0	2019M09
Person	1363028.0	2019M10
Person	1400732.0	2019M11
Person	1349602.0	2019M12
Person	1600342.0	2020M01
Person	1222455.0	2020M02
Pitt	9174487.0	2018M10
Pitt	10044245.0	2018M11
Pitt	10182233.0	2018M12
Pitt	10819951.0	2019M01
Pitt	8718966.0	2019M02
Pitt	8885213.0	2019M03
Pitt	10642047.0	2019M04
Pitt	9991012.0	2019M05
Pitt	9952964.0	2019M06
Pitt	10150019.0	2019M07
Pitt	10571771.0	2019M08
Pitt	10332395.0	2019M09
Pitt	10242901.0	2019M10
Pitt	10400135.0	2019M11
Pitt	10699307.0	2019M12
Pitt	11665762.0	2020M01
Pitt	9763391.0	2020M02
Polk	1496217.0	2018M10
Polk	709842.0	2018M11
Polk	576400.0	2018M12
Polk	629231.0	2019M01
Polk	614733.0	2019M02
Polk	532701.0	2019M03
Polk	632090.0	2019M04
Polk	623725.0	2019M05
Polk	683501.0	2019M06
Polk	721519.0	2019M07
Polk	675257.0	2019M08
Polk	615311.0	2019M09
Polk	656623.0	2019M10
Polk	701297.0	2019M11
Polk	609366.0	2019M12
Polk	662397.0	2020M01
Polk	571556.0	2020M02
Randolph	4566938.0	2018M10
Randolph	4973106.0	2018M11
Randolph	4936551.0	2018M12
Randolph	5362782.0	2019M01
Randolph	4363256.0	2019M02
Randolph	4451619.0	2019M03
Randolph	5403890.0	2019M04
Randolph	5346259.0	2019M05
Randolph	5314885.0	2019M06
Randolph	5276184.0	2019M07
Randolph	4885359.0	2019M08
Randolph	5152283.0	2019M09
Randolph	5151140.0	2019M10
Randolph	5144086.0	2019M11
Randolph	4987671.0	2019M12
Randolph	5712722.0	2020M01
Randolph	4660790.0	2020M02
Richmond	1432197.0	2018M10
Richmond	1549076.0	2018M11
Richmond	1555387.0	2018M12
Richmond	1885844.0	2019M01
Richmond	1365112.0	2019M02
Richmond	1450228.0	2019M03
Richmond	1885117.0	2019M04
Richmond	1652787.0	2019M05
Richmond	2025664.0	2019M06
Richmond	1744859.0	2019M07
Richmond	1468807.0	2019M08
Richmond	1595469.0	2019M09
Richmond	1556800.0	2019M10
Richmond	1553724.0	2019M11
Richmond	1562602.0	2019M12
Richmond	1794169.0	2020M01
Richmond	1513842.0	2020M02
Robeson	4159273.0	2018M10
Robeson	4418695.0	2018M11
Robeson	4782694.0	2018M12
Robeson	5189606.0	2019M01
Robeson	4205752.0	2019M02
Robeson	4492499.0	2019M03
Robeson	5265206.0	2019M04
Robeson	4769387.0	2019M05
Robeson	4828224.0	2019M06
Robeson	4718762.0	2019M07
Robeson	4492351.0	2019M08
Robeson	4616960.0	2019M09
Robeson	4477189.0	2019M10
Robeson	4280351.0	2019M11
Robeson	4270595.0	2019M12
Robeson	5148029.0	2020M01
Robeson	3972428.0	2020M02
Rockingham	2891046.0	2018M10
Rockingham	2926395.0	2018M11
Rockingham	3036493.0	2018M12
Rockingham	3206545.0	2019M01
Rockingham	2863556.0	2019M02
Rockingham	2778970.0	2019M03
Rockingham	3275696.0	2019M04
Rockingham	3269912.0	2019M05
Rockingham	3158712.0	2019M06
Rockingham	3160237.0	2019M07
Rockingham	3021098.0	2019M08
Rockingham	3005817.0	2019M09
Rockingham	3153997.0	2019M10
Rockingham	2980374.0	2019M11
Rockingham	3120896.0	2019M12
Rockingham	3468778.0	2020M01
Rockingham	2739024.0	2020M02
Rowan	5864412.0	2018M10
Rowan	5591675.0	2018M11
Rowan	5745209.0	2018M12
Rowan	6994790.0	2019M01
Rowan	5359521.0	2019M02
Rowan	4992185.0	2019M03
Rowan	6335813.0	2019M04
Rowan	5848567.0	2019M05
Rowan	5961417.0	2019M06
Rowan	5755365.0	2019M07
Rowan	5768710.0	2019M08
Rowan	5940878.0	2019M09
Rowan	6049210.0	2019M10
Rowan	5791440.0	2019M11
Rowan	5846167.0	2019M12
Rowan	6627104.0	2020M01
Rowan	5664617.0	2020M02
Rutherford	2710761.0	2018M10
Rutherford	2836523.0	2018M11
Rutherford	2612221.0	2018M12
Rutherford	2777301.0	2019M01
Rutherford	2123351.0	2019M02
Rutherford	2279645.0	2019M03
Rutherford	2952796.0	2019M04
Rutherford	2876733.0	2019M05
Rutherford	2771916.0	2019M06
Rutherford	2790927.0	2019M07
Rutherford	2617877.0	2019M08
Rutherford	2644378.0	2019M09
Rutherford	2803216.0	2019M10
Rutherford	2820998.0	2019M11
Rutherford	2598042.0	2019M12
Rutherford	2964446.0	2020M01
Rutherford	2332400.0	2020M02
Sampson	1905847.0	2018M10
Sampson	2007016.0	2018M11
Sampson	2084930.0	2018M12
Sampson	2204935.0	2019M01
Sampson	1823821.0	2019M02
Sampson	1811586.0	2019M03
Sampson	2200846.0	2019M04
Sampson	1983415.0	2019M05
Sampson	2041727.0	2019M06
Sampson	2004875.0	2019M07
Sampson	1951509.0	2019M08
Sampson	2168430.0	2019M09
Sampson	2070188.0	2019M10
Sampson	1996050.0	2019M11
Sampson	1980532.0	2019M12
Sampson	2389652.0	2020M01
Sampson	1864284.0	2020M02
Scotland	1182876.0	2018M10
Scotland	1256022.0	2018M11
Scotland	1377289.0	2018M12
Scotland	1350671.0	2019M01
Scotland	1143203.0	2019M02
Scotland	1179448.0	2019M03
Scotland	1497215.0	2019M04
Scotland	1307962.0	2019M05
Scotland	1383039.0	2019M06
Scotland	1310039.0	2019M07
Scotland	1156253.0	2019M08
Scotland	1207070.0	2019M09
Scotland	1224368.0	2019M10
Scotland	1202030.0	2019M11
Scotland	1247047.0	2019M12
Scotland	1485063.0	2020M01
Scotland	1159918.0	2020M02
Stanly	2377470.0	2018M10
Stanly	2356824.0	2018M11
Stanly	2543569.0	2018M12
Stanly	2764482.0	2019M01
Stanly	2191468.0	2019M02
Stanly	2322225.0	2019M03
Stanly	2833795.0	2019M04
Stanly	2862840.0	2019M05
Stanly	3012770.0	2019M06
Stanly	3028360.0	2019M07
Stanly	2694603.0	2019M08
Stanly	2866280.0	2019M09
Stanly	2822359.0	2019M10
Stanly	2679670.0	2019M11
Stanly	2792923.0	2019M12
Stanly	3316460.0	2020M01
Stanly	2566440.0	2020M02
Stokes	977243.0	2018M10
Stokes	984576.0	2018M11
Stokes	1090645.0	2018M12
Stokes	1172125.0	2019M01
Stokes	929820.0	2019M02
Stokes	927351.0	2019M03
Stokes	1137492.0	2019M04
Stokes	1106781.0	2019M05
Stokes	1078924.0	2019M06
Stokes	1128733.0	2019M07
Stokes	1076657.0	2019M08
Stokes	1038279.0	2019M09
Stokes	1106884.0	2019M10
Stokes	1069409.0	2019M11
Stokes	1119227.0	2019M12
Stokes	1356568.0	2020M01
Stokes	1068623.0	2020M02
Surry	3670348.0	2018M10
Surry	3605512.0	2018M11
Surry	3928250.0	2018M12
Surry	4244421.0	2019M01
Surry	3311145.0	2019M02
Surry	3256645.0	2019M03
Surry	3958675.0	2019M04
Surry	3957398.0	2019M05
Surry	4036558.0	2019M06
Surry	3979823.0	2019M07
Surry	3860072.0	2019M08
Surry	3823846.0	2019M09
Surry	4044947.0	2019M10
Surry	3872150.0	2019M11
Surry	3867331.0	2019M12
Surry	4647900.0	2020M01
Surry	3487575.0	2020M02
Swain	597670.0	2018M10
Swain	642661.0	2018M11
Swain	562372.0	2018M12
Swain	766918.0	2019M01
Swain	358708.0	2019M02
Swain	342685.0	2019M03
Swain	500762.0	2019M04
Swain	552620.0	2019M05
Swain	580756.0	2019M06
Swain	751195.0	2019M07
Swain	818610.0	2019M08
Swain	708134.0	2019M09
Swain	747164.0	2019M10
Swain	741893.0	2019M11
Swain	710735.0	2019M12
Swain	830063.0	2020M01
Swain	481393.0	2020M02
Transylvania	1563461.0	2018M10
Transylvania	1535253.0	2018M11
Transylvania	1398977.0	2018M12
Transylvania	1411939.0	2019M01
Transylvania	1153039.0	2019M02
Transylvania	1192166.0	2019M03
Transylvania	1458463.0	2019M04
Transylvania	1525611.0	2019M05
Transylvania	1695457.0	2019M06
Transylvania	1822202.0	2019M07
Transylvania	1842773.0	2019M08
Transylvania	1713850.0	2019M09
Transylvania	1721946.0	2019M10
Transylvania	1681473.0	2019M11
Transylvania	1500320.0	2019M12
Transylvania	1670903.0	2020M01
Transylvania	1274893.0	2020M02
Tyrrell	87956.0	2018M10
Tyrrell	92502.0	2018M11
Tyrrell	82098.0	2018M12
Tyrrell	92381.0	2019M01
Tyrrell	81619.0	2019M02
Tyrrell	90769.0	2019M03
Tyrrell	86600.0	2019M04
Tyrrell	90963.0	2019M05
Tyrrell	100842.0	2019M06
Tyrrell	107721.0	2019M07
Tyrrell	94834.0	2019M08
Tyrrell	110892.0	2019M09
Tyrrell	85424.0	2019M10
Tyrrell	81693.0	2019M11
Tyrrell	92196.0	2019M12
Tyrrell	95593.0	2020M01
Tyrrell	80503.0	2020M02
Union	8666812.0	2018M10
Union	8746984.0	2018M11
Union	8641150.0	2018M12
Union	9466475.0	2019M01
Union	7671749.0	2019M02
Union	7805308.0	2019M03
Union	9301475.0	2019M04
Union	8959906.0	2019M05
Union	9292832.0	2019M06
Union	9417298.0	2019M07
Union	8755099.0	2019M08
Union	9022315.0	2019M09
Union	9382688.0	2019M10
Union	9296997.0	2019M11
Union	9043948.0	2019M12
Union	10476367.0	2020M01
Union	8327979.0	2020M02
Vance	1744059.0	2018M10
Vance	1778059.0	2018M11
Vance	1726660.0	2018M12
Vance	2008467.0	2019M01
Vance	1477352.0	2019M02
Vance	1587288.0	2019M03
Vance	1986796.0	2019M04
Vance	1871709.0	2019M05
Vance	1821708.0	2019M06
Vance	1940218.0	2019M07
Vance	1726388.0	2019M08
Vance	1748656.0	2019M09
Vance	1769842.0	2019M10
Vance	1875090.0	2019M11
Vance	1608455.0	2019M12
Vance	2093513.0	2020M01
Vance	1564119.0	2020M02
Wake	72910964.0	2018M10
Wake	78181161.0	2018M11
Wake	81302367.0	2018M12
Wake	88771719.0	2019M01
Wake	70520887.0	2019M02
Wake	69419121.0	2019M03
Wake	84462419.0	2019M04
Wake	81110965.0	2019M05
Wake	82869919.0	2019M06
Wake	84451630.0	2019M07
Wake	81061095.0	2019M08
Wake	80747689.0	2019M09
Wake	82748859.0	2019M10
Wake	84038745.0	2019M11
Wake	83896579.0	2019M12
Wake	97001266.0	2020M01
Wake	77149007.0	2020M02
Warren	323072.0	2018M10
Warren	319145.0	2018M11
Warren	321731.0	2018M12
Warren	339677.0	2019M01
Warren	282134.0	2019M02
Warren	273473.0	2019M03
Warren	371593.0	2019M04
Warren	392190.0	2019M05
Warren	379519.0	2019M06
Warren	405756.0	2019M07
Warren	439401.0	2019M08
Warren	398622.0	2019M09
Warren	360112.0	2019M10
Warren	362230.0	2019M11
Warren	349269.0	2019M12
Warren	361392.0	2020M01
Warren	329455.0	2020M02
Washington	338087.0	2018M10
Washington	339122.0	2018M11
Washington	341591.0	2018M12
Washington	386709.0	2019M01
Washington	309149.0	2019M02
Washington	305195.0	2019M03
Washington	352457.0	2019M04
Washington	345110.0	2019M05
Washington	352316.0	2019M06
Washington	383427.0	2019M07
Washington	346366.0	2019M08
Washington	380874.0	2019M09
Washington	341276.0	2019M10
Washington	343811.0	2019M11
Washington	309417.0	2019M12
Washington	383727.0	2020M01
Washington	292213.0	2020M02
Watauga	3806149.0	2018M10
Watauga	4128938.0	2018M11
Watauga	3639969.0	2018M12
Watauga	3822158.0	2019M01
Watauga	3156390.0	2019M02
Watauga	2891268.0	2019M03
Watauga	3378568.0	2019M04
Watauga	3655722.0	2019M05
Watauga	3744635.0	2019M06
Watauga	3974578.0	2019M07
Watauga	4440107.0	2019M08
Watauga	4450644.0	2019M09
Watauga	4446159.0	2019M10
Watauga	4523270.0	2019M11
Watauga	4119772.0	2019M12
Watauga	4385935.0	2020M01
Watauga	3581766.0	2020M02
Wayne	4549830.0	2018M10
Wayne	4915414.0	2018M11
Wayne	5182329.0	2018M12
Wayne	5663173.0	2019M01
Wayne	4552611.0	2019M02
Wayne	4806301.0	2019M03
Wayne	5834376.0	2019M04
Wayne	5318727.0	2019M05
Wayne	5408274.0	2019M06
Wayne	5890896.0	2019M07
Wayne	5176233.0	2019M08
Wayne	5377181.0	2019M09
Wayne	5287540.0	2019M10
Wayne	5191250.0	2019M11
Wayne	5415714.0	2019M12
Wayne	6186800.0	2020M01
Wayne	4868410.0	2020M02
Wilkes	3034328.0	2018M10
Wilkes	2680800.0	2018M11
Wilkes	2786054.0	2018M12
Wilkes	3391064.0	2019M01
Wilkes	2389957.0	2019M02
Wilkes	2496156.0	2019M03
Wilkes	3305315.0	2019M04
Wilkes	2833580.0	2019M05
Wilkes	2777988.0	2019M06
Wilkes	2981109.0	2019M07
Wilkes	2788791.0	2019M08
Wilkes	2733721.0	2019M09
Wilkes	3002245.0	2019M10
Wilkes	2891875.0	2019M11
Wilkes	2879212.0	2019M12
Wilkes	3723676.0	2020M01
Wilkes	2480193.0	2020M02
Wilson	3876139.0	2018M10
Wilson	3993459.0	2018M11
Wilson	4176954.0	2018M12
Wilson	4753900.0	2019M01
Wilson	3892819.0	2019M02
Wilson	3788036.0	2019M03
Wilson	4487536.0	2019M04
Wilson	4331213.0	2019M05
Wilson	4366922.0	2019M06
Wilson	4473752.0	2019M07
Wilson	4215429.0	2019M08
Wilson	4520541.0	2019M09
Wilson	4090038.0	2019M10
Wilson	4875864.0	2019M11
Wilson	4586614.0	2019M12
Wilson	5581765.0	2020M01
Wilson	4290614.0	2020M02
Yadkin	848685.0	2018M10
Yadkin	875413.0	2018M11
Yadkin	917872.0	2018M12
Yadkin	1006578.0	2019M01
Yadkin	833306.0	2019M02
Yadkin	764317.0	2019M03
Yadkin	991631.0	2019M04
Yadkin	952887.0	2019M05
Yadkin	935792.0	2019M06
Yadkin	955986.0	2019M07
Yadkin	920731.0	2019M08
Yadkin	931604.0	2019M09
Yadkin	1005123.0	2019M10
Yadkin	993733.0	2019M11
Yadkin	922411.0	2019M12
Yadkin	1149225.0	2020M01
Yadkin	884633.0	2020M02
Yancey	551973.0	2018M10
Yancey	550512.0	2018M11
Yancey	571828.0	2018M12
Yancey	667962.0	2019M01
Yancey	528658.0	2019M02
Yancey	521974.0	2019M03
Yancey	557061.0	2019M04
Yancey	573829.0	2019M05
Yancey	564436.0	2019M06
Yancey	646940.0	2019M07
Yancey	570825.0	2019M08
Yancey	581299.0	2019M09
Yancey	692828.0	2019M10
Yancey	596321.0	2019M11
Yancey	544455.0	2019M12
Yancey	624257.0	2020M01
Yancey	511263.0	2020M02
