,date,county,state,cases,deaths,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS
37001,2020-03-23,Alamance,North Carolina,3,0,Alamance County,NC,Burlington,37,1
37001,2020-03-24,Alamance,North Carolina,3,0,Alamance County,NC,Burlington,37,1
37001,2020-03-25,Alamance,North Carolina,3,0,Alamance County,NC,Burlington,37,1
37001,2020-03-26,Alamance,North Carolina,4,0,Alamance County,NC,Burlington,37,1
37001,2020-03-27,Alamance,North Carolina,5,0,Alamance County,NC,Burlington,37,1
37001,2020-03-28,Alamance,North Carolina,5,0,Alamance County,NC,Burlington,37,1
37001,2020-03-29,Alamance,North Carolina,6,0,Alamance County,NC,Burlington,37,1
37001,2020-03-30,Alamance,North Carolina,7,0,Alamance County,NC,Burlington,37,1
37001,2020-03-31,Alamance,North Carolina,7,0,Alamance County,NC,Burlington,37,1
37001,2020-04-01,Alamance,North Carolina,7,0,Alamance County,NC,Burlington,37,1
37001,2020-04-02,Alamance,North Carolina,13,0,Alamance County,NC,Burlington,37,1
37001,2020-04-03,Alamance,North Carolina,14,0,Alamance County,NC,Burlington,37,1
37001,2020-04-04,Alamance,North Carolina,16,0,Alamance County,NC,Burlington,37,1
37001,2020-04-05,Alamance,North Carolina,18,0,Alamance County,NC,Burlington,37,1
37001,2020-04-06,Alamance,North Carolina,18,0,Alamance County,NC,Burlington,37,1
37001,2020-04-07,Alamance,North Carolina,24,0,Alamance County,NC,Burlington,37,1
37001,2020-04-08,Alamance,North Carolina,27,0,Alamance County,NC,Burlington,37,1
37001,2020-04-09,Alamance,North Carolina,29,0,Alamance County,NC,Burlington,37,1
37001,2020-04-10,Alamance,North Carolina,33,0,Alamance County,NC,Burlington,37,1
37001,2020-04-11,Alamance,North Carolina,34,0,Alamance County,NC,Burlington,37,1
37001,2020-04-12,Alamance,North Carolina,36,0,Alamance County,NC,Burlington,37,1
37001,2020-04-13,Alamance,North Carolina,41,0,Alamance County,NC,Burlington,37,1
37001,2020-04-14,Alamance,North Carolina,41,0,Alamance County,NC,Burlington,37,1
37001,2020-04-15,Alamance,North Carolina,42,0,Alamance County,NC,Burlington,37,1
37001,2020-04-16,Alamance,North Carolina,45,0,Alamance County,NC,Burlington,37,1
37001,2020-04-17,Alamance,North Carolina,48,0,Alamance County,NC,Burlington,37,1
37001,2020-04-18,Alamance,North Carolina,47,0,Alamance County,NC,Burlington,37,1
37001,2020-04-19,Alamance,North Carolina,49,0,Alamance County,NC,Burlington,37,1
37003,2020-03-30,Alexander,North Carolina,1,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-03-31,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-01,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-02,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-03,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-04,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-05,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-06,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-07,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-08,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-09,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-10,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-11,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-12,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-13,Alexander,North Carolina,2,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-14,Alexander,North Carolina,3,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-15,Alexander,North Carolina,3,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-16,Alexander,North Carolina,3,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-17,Alexander,North Carolina,3,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-18,Alexander,North Carolina,3,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37003,2020-04-19,Alexander,North Carolina,3,0,Alexander County,NC,Hickory-Lenoir-Morganton,37,3
37005,2020-03-29,Alleghany,North Carolina,1,0,Alleghany County,NC,,37,5
37005,2020-03-30,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-03-31,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-01,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-02,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-03,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-04,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-05,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-06,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-07,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-08,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-09,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-10,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-11,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-12,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-13,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-14,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-15,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-16,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-17,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-18,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37005,2020-04-19,Alleghany,North Carolina,2,0,Alleghany County,NC,,37,5
37007,2020-03-31,Anson,North Carolina,1,0,Anson County,NC,,37,7
37007,2020-04-01,Anson,North Carolina,1,0,Anson County,NC,,37,7
37007,2020-04-02,Anson,North Carolina,1,0,Anson County,NC,,37,7
37007,2020-04-03,Anson,North Carolina,3,0,Anson County,NC,,37,7
37007,2020-04-04,Anson,North Carolina,3,0,Anson County,NC,,37,7
37007,2020-04-05,Anson,North Carolina,5,0,Anson County,NC,,37,7
37007,2020-04-06,Anson,North Carolina,5,0,Anson County,NC,,37,7
37007,2020-04-07,Anson,North Carolina,6,0,Anson County,NC,,37,7
37007,2020-04-08,Anson,North Carolina,6,0,Anson County,NC,,37,7
37007,2020-04-09,Anson,North Carolina,9,0,Anson County,NC,,37,7
37007,2020-04-10,Anson,North Carolina,9,0,Anson County,NC,,37,7
37007,2020-04-11,Anson,North Carolina,10,0,Anson County,NC,,37,7
37007,2020-04-12,Anson,North Carolina,10,0,Anson County,NC,,37,7
37007,2020-04-13,Anson,North Carolina,10,0,Anson County,NC,,37,7
37007,2020-04-14,Anson,North Carolina,11,0,Anson County,NC,,37,7
37007,2020-04-15,Anson,North Carolina,12,0,Anson County,NC,,37,7
37007,2020-04-16,Anson,North Carolina,14,0,Anson County,NC,,37,7
37007,2020-04-17,Anson,North Carolina,14,0,Anson County,NC,,37,7
37007,2020-04-18,Anson,North Carolina,15,0,Anson County,NC,,37,7
37007,2020-04-19,Anson,North Carolina,15,0,Anson County,NC,,37,7
37009,2020-04-04,Ashe,North Carolina,1,0,Ashe County,NC,,37,9
37009,2020-04-05,Ashe,North Carolina,1,0,Ashe County,NC,,37,9
37009,2020-04-06,Ashe,North Carolina,1,0,Ashe County,NC,,37,9
37009,2020-04-07,Ashe,North Carolina,2,0,Ashe County,NC,,37,9
37009,2020-04-08,Ashe,North Carolina,2,0,Ashe County,NC,,37,9
37009,2020-04-09,Ashe,North Carolina,2,0,Ashe County,NC,,37,9
37009,2020-04-10,Ashe,North Carolina,3,0,Ashe County,NC,,37,9
37009,2020-04-11,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-12,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-13,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-14,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-15,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-16,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-17,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-18,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37009,2020-04-19,Ashe,North Carolina,4,0,Ashe County,NC,,37,9
37013,2020-03-26,Beaufort,North Carolina,2,0,Beaufort County,NC,Washington,37,13
37013,2020-03-27,Beaufort,North Carolina,3,0,Beaufort County,NC,Washington,37,13
37013,2020-03-28,Beaufort,North Carolina,3,0,Beaufort County,NC,Washington,37,13
37013,2020-03-29,Beaufort,North Carolina,3,0,Beaufort County,NC,Washington,37,13
37013,2020-03-30,Beaufort,North Carolina,3,0,Beaufort County,NC,Washington,37,13
37013,2020-03-31,Beaufort,North Carolina,4,0,Beaufort County,NC,Washington,37,13
37013,2020-04-01,Beaufort,North Carolina,5,0,Beaufort County,NC,Washington,37,13
37013,2020-04-02,Beaufort,North Carolina,7,0,Beaufort County,NC,Washington,37,13
37013,2020-04-03,Beaufort,North Carolina,7,0,Beaufort County,NC,Washington,37,13
37013,2020-04-04,Beaufort,North Carolina,8,0,Beaufort County,NC,Washington,37,13
37013,2020-04-05,Beaufort,North Carolina,8,0,Beaufort County,NC,Washington,37,13
37013,2020-04-06,Beaufort,North Carolina,8,0,Beaufort County,NC,Washington,37,13
37013,2020-04-07,Beaufort,North Carolina,9,0,Beaufort County,NC,Washington,37,13
37013,2020-04-08,Beaufort,North Carolina,9,0,Beaufort County,NC,Washington,37,13
37013,2020-04-09,Beaufort,North Carolina,10,0,Beaufort County,NC,Washington,37,13
37013,2020-04-10,Beaufort,North Carolina,12,0,Beaufort County,NC,Washington,37,13
37013,2020-04-11,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-12,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-13,Beaufort,North Carolina,14,0,Beaufort County,NC,Washington,37,13
37013,2020-04-14,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-15,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-16,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-17,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-18,Beaufort,North Carolina,13,0,Beaufort County,NC,Washington,37,13
37013,2020-04-19,Beaufort,North Carolina,14,0,Beaufort County,NC,Washington,37,13
37015,2020-03-25,Bertie,North Carolina,2,0,Bertie County,NC,,37,15
37015,2020-03-26,Bertie,North Carolina,3,0,Bertie County,NC,,37,15
37015,2020-03-27,Bertie,North Carolina,3,0,Bertie County,NC,,37,15
37015,2020-03-28,Bertie,North Carolina,3,0,Bertie County,NC,,37,15
37015,2020-03-29,Bertie,North Carolina,3,0,Bertie County,NC,,37,15
37015,2020-03-30,Bertie,North Carolina,5,0,Bertie County,NC,,37,15
37015,2020-03-31,Bertie,North Carolina,6,0,Bertie County,NC,,37,15
37015,2020-04-01,Bertie,North Carolina,6,0,Bertie County,NC,,37,15
37015,2020-04-02,Bertie,North Carolina,6,1,Bertie County,NC,,37,15
37015,2020-04-03,Bertie,North Carolina,6,1,Bertie County,NC,,37,15
37015,2020-04-04,Bertie,North Carolina,7,1,Bertie County,NC,,37,15
37015,2020-04-05,Bertie,North Carolina,7,1,Bertie County,NC,,37,15
37015,2020-04-06,Bertie,North Carolina,7,1,Bertie County,NC,,37,15
37015,2020-04-07,Bertie,North Carolina,9,1,Bertie County,NC,,37,15
37015,2020-04-08,Bertie,North Carolina,10,1,Bertie County,NC,,37,15
37015,2020-04-09,Bertie,North Carolina,11,1,Bertie County,NC,,37,15
37015,2020-04-10,Bertie,North Carolina,12,1,Bertie County,NC,,37,15
37015,2020-04-11,Bertie,North Carolina,12,1,Bertie County,NC,,37,15
37015,2020-04-12,Bertie,North Carolina,12,1,Bertie County,NC,,37,15
37015,2020-04-13,Bertie,North Carolina,12,1,Bertie County,NC,,37,15
37015,2020-04-14,Bertie,North Carolina,15,1,Bertie County,NC,,37,15
37015,2020-04-15,Bertie,North Carolina,16,1,Bertie County,NC,,37,15
37015,2020-04-16,Bertie,North Carolina,17,1,Bertie County,NC,,37,15
37015,2020-04-17,Bertie,North Carolina,18,1,Bertie County,NC,,37,15
37015,2020-04-18,Bertie,North Carolina,20,1,Bertie County,NC,,37,15
37015,2020-04-19,Bertie,North Carolina,21,1,Bertie County,NC,,37,15
37017,2020-03-29,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-03,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-04,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-05,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-06,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-07,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-08,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-09,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-10,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-11,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-12,Bladen,North Carolina,2,0,Bladen County,NC,,37,17
37017,2020-04-13,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-14,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-15,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-16,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-17,Bladen,North Carolina,1,0,Bladen County,NC,,37,17
37017,2020-04-18,Bladen,North Carolina,2,0,Bladen County,NC,,37,17
37017,2020-04-19,Bladen,North Carolina,2,0,Bladen County,NC,,37,17
37019,2020-03-14,Brunswick,North Carolina,1,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-15,Brunswick,North Carolina,1,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-16,Brunswick,North Carolina,1,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-17,Brunswick,North Carolina,1,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-18,Brunswick,North Carolina,1,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-19,Brunswick,North Carolina,2,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-20,Brunswick,North Carolina,4,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-21,Brunswick,North Carolina,4,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-22,Brunswick,North Carolina,5,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-23,Brunswick,North Carolina,5,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-24,Brunswick,North Carolina,8,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-25,Brunswick,North Carolina,10,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-26,Brunswick,North Carolina,11,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-27,Brunswick,North Carolina,11,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-28,Brunswick,North Carolina,12,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-29,Brunswick,North Carolina,12,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-30,Brunswick,North Carolina,13,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-03-31,Brunswick,North Carolina,14,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-01,Brunswick,North Carolina,14,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-02,Brunswick,North Carolina,19,0,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-03,Brunswick,North Carolina,22,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-04,Brunswick,North Carolina,23,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-05,Brunswick,North Carolina,24,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-06,Brunswick,North Carolina,26,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-07,Brunswick,North Carolina,26,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-08,Brunswick,North Carolina,26,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-09,Brunswick,North Carolina,28,1,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-10,Brunswick,North Carolina,30,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-11,Brunswick,North Carolina,34,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-12,Brunswick,North Carolina,33,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-13,Brunswick,North Carolina,35,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-14,Brunswick,North Carolina,35,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-15,Brunswick,North Carolina,35,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-16,Brunswick,North Carolina,36,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-17,Brunswick,North Carolina,36,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-18,Brunswick,North Carolina,36,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37019,2020-04-19,Brunswick,North Carolina,36,2,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,19
37021,2020-03-21,Buncombe,North Carolina,1,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-22,Buncombe,North Carolina,1,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-23,Buncombe,North Carolina,1,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-24,Buncombe,North Carolina,5,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-25,Buncombe,North Carolina,12,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-26,Buncombe,North Carolina,15,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-27,Buncombe,North Carolina,15,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-28,Buncombe,North Carolina,17,0,Buncombe County,NC,Asheville,37,21
37021,2020-03-29,Buncombe,North Carolina,19,1,Buncombe County,NC,Asheville,37,21
37021,2020-03-30,Buncombe,North Carolina,20,1,Buncombe County,NC,Asheville,37,21
37021,2020-03-31,Buncombe,North Carolina,22,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-01,Buncombe,North Carolina,22,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-02,Buncombe,North Carolina,22,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-03,Buncombe,North Carolina,24,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-04,Buncombe,North Carolina,27,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-05,Buncombe,North Carolina,28,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-06,Buncombe,North Carolina,31,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-07,Buncombe,North Carolina,33,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-08,Buncombe,North Carolina,33,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-09,Buncombe,North Carolina,34,1,Buncombe County,NC,Asheville,37,21
37021,2020-04-10,Buncombe,North Carolina,36,2,Buncombe County,NC,Asheville,37,21
37021,2020-04-11,Buncombe,North Carolina,36,2,Buncombe County,NC,Asheville,37,21
37021,2020-04-12,Buncombe,North Carolina,36,2,Buncombe County,NC,Asheville,37,21
37021,2020-04-13,Buncombe,North Carolina,36,3,Buncombe County,NC,Asheville,37,21
37021,2020-04-14,Buncombe,North Carolina,37,3,Buncombe County,NC,Asheville,37,21
37021,2020-04-15,Buncombe,North Carolina,37,3,Buncombe County,NC,Asheville,37,21
37021,2020-04-16,Buncombe,North Carolina,41,3,Buncombe County,NC,Asheville,37,21
37021,2020-04-17,Buncombe,North Carolina,42,3,Buncombe County,NC,Asheville,37,21
37021,2020-04-18,Buncombe,North Carolina,45,3,Buncombe County,NC,Asheville,37,21
37021,2020-04-19,Buncombe,North Carolina,46,3,Buncombe County,NC,Asheville,37,21
37023,2020-03-25,Burke,North Carolina,2,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-03-26,Burke,North Carolina,2,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-03-27,Burke,North Carolina,2,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-03-28,Burke,North Carolina,2,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-03-29,Burke,North Carolina,4,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-03-30,Burke,North Carolina,5,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-03-31,Burke,North Carolina,5,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-01,Burke,North Carolina,5,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-02,Burke,North Carolina,9,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-03,Burke,North Carolina,10,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-04,Burke,North Carolina,13,0,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-05,Burke,North Carolina,15,1,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-06,Burke,North Carolina,25,1,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-07,Burke,North Carolina,29,2,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-08,Burke,North Carolina,29,2,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-09,Burke,North Carolina,42,2,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-10,Burke,North Carolina,44,2,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-11,Burke,North Carolina,61,2,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-12,Burke,North Carolina,60,3,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-13,Burke,North Carolina,61,3,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-14,Burke,North Carolina,59,3,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-15,Burke,North Carolina,59,4,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-16,Burke,North Carolina,59,5,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-17,Burke,North Carolina,64,5,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-18,Burke,North Carolina,66,5,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37023,2020-04-19,Burke,North Carolina,67,6,Burke County,NC,Hickory-Lenoir-Morganton,37,23
37025,2020-03-12,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-13,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-14,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-15,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-16,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-17,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-18,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-19,Cabarrus,North Carolina,1,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-20,Cabarrus,North Carolina,2,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-21,Cabarrus,North Carolina,2,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-22,Cabarrus,North Carolina,4,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-23,Cabarrus,North Carolina,6,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-24,Cabarrus,North Carolina,8,0,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-25,Cabarrus,North Carolina,12,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-26,Cabarrus,North Carolina,16,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-27,Cabarrus,North Carolina,21,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-28,Cabarrus,North Carolina,23,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-29,Cabarrus,North Carolina,29,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-30,Cabarrus,North Carolina,38,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-03-31,Cabarrus,North Carolina,47,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-04-01,Cabarrus,North Carolina,47,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-04-02,Cabarrus,North Carolina,50,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-04-03,Cabarrus,North Carolina,56,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-04-04,Cabarrus,North Carolina,65,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
37025,2020-04-05,Cabarrus,North Carolina,67,1,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,25
