	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
283	39027	ClintonCounty	Construction	2001	40113.0
284	39027	ClintonCounty	Manufacturing	2001	304943.0
285	39027	ClintonCounty	Wholesale trade	2001	38976.0
286	39027	ClintonCounty	Retail trade	2001	88815.0
287	39027	ClintonCounty	Transportation and warehousing	2001	
288	39027	ClintonCounty	Information	2001	33217.0
289	39027	ClintonCounty	Finance and insurance	2001	64683.0
290	39027	ClintonCounty	Real estate and rental and leasing	2001	128435.0
291	39027	ClintonCounty	Professional and business services	2001	40004.0
292	39027	ClintonCounty	Management of companies and enterprises	2001	10619.0
293	39027	ClintonCounty	Administrative and support and waste management and remediation services	2001	15105.0
294	39027	ClintonCounty	Educational services	2001	
295	39027	ClintonCounty	Health care and social assistance	2001	
296	39027	ClintonCounty	Arts, entertainment, and recreation	2001	2791.0
297	39027	ClintonCounty	Accommodation and food services	2001	22059.0
298	39027	ClintonCounty	Other services (except government and government enterprises)	2001	26859.0
299	39027	ClintonCounty	Government and government enterprises	2001	154676.0
300	39029	ColumbianaCounty	Agriculture, forestry, fishing and hunting	2001	8504.0
301	39029	ColumbianaCounty	Mining, quarrying, and oil and gas extraction	2001	16479.0
302	39029	ColumbianaCounty	Utilities	2001	7982.0
303	39029	ColumbianaCounty	Construction	2001	92822.0
304	39029	ColumbianaCounty	Manufacturing	2001	452291.0
305	39029	ColumbianaCounty	Wholesale trade	2001	75850.0
306	39029	ColumbianaCounty	Retail trade	2001	175520.0
307	39029	ColumbianaCounty	Transportation and warehousing	2001	110847.0
308	39029	ColumbianaCounty	Information	2001	24056.0
309	39029	ColumbianaCounty	Finance and insurance	2001	110758.0
310	39029	ColumbianaCounty	Real estate and rental and leasing	2001	232648.0
311	39029	ColumbianaCounty	Professional and business services	2001	125083.0
312	39029	ColumbianaCounty	Management of companies and enterprises	2001	
313	39029	ColumbianaCounty	Administrative and support and waste management and remediation services	2001	57362.0
314	39029	ColumbianaCounty	Educational services	2001	3105.0
315	39029	ColumbianaCounty	Health care and social assistance	2001	181447.0
316	39029	ColumbianaCounty	Arts, entertainment, and recreation	2001	7819.0
317	39029	ColumbianaCounty	Accommodation and food services	2001	44019.0
318	39029	ColumbianaCounty	Other services (except government and government enterprises)	2001	67866.0
319	39029	ColumbianaCounty	Government and government enterprises	2001	270728.0
320	39031	CoshoctonCounty	Agriculture, forestry, fishing and hunting	2001	10048.0
321	39031	CoshoctonCounty	Mining, quarrying, and oil and gas extraction	2001	22557.0
322	39031	CoshoctonCounty	Utilities	2001	365266.0
323	39031	CoshoctonCounty	Construction	2001	26069.0
324	39031	CoshoctonCounty	Manufacturing	2001	278301.0
325	39031	CoshoctonCounty	Wholesale trade	2001	12017.0
326	39031	CoshoctonCounty	Retail trade	2001	44708.0
327	39031	CoshoctonCounty	Transportation and warehousing	2001	31158.0
328	39031	CoshoctonCounty	Information	2001	9995.0
329	39031	CoshoctonCounty	Finance and insurance	2001	35439.0
330	39031	CoshoctonCounty	Real estate and rental and leasing	2001	74791.0
331	39031	CoshoctonCounty	Professional and business services	2001	59552.0
332	39031	CoshoctonCounty	Management of companies and enterprises	2001	18894.0
333	39031	CoshoctonCounty	Administrative and support and waste management and remediation services	2001	18005.0
334	39031	CoshoctonCounty	Educational services	2001	960.0
335	39031	CoshoctonCounty	Health care and social assistance	2001	62842.0
336	39031	CoshoctonCounty	Arts, entertainment, and recreation	2001	9472.0
337	39031	CoshoctonCounty	Accommodation and food services	2001	11208.0
338	39031	CoshoctonCounty	Other services (except government and government enterprises)	2001	24126.0
339	39031	CoshoctonCounty	Government and government enterprises	2001	80543.0
340	39033	CrawfordCounty	Agriculture, forestry, fishing and hunting	2001	47429.0
341	39033	CrawfordCounty	Mining, quarrying, and oil and gas extraction	2001	3254.0
342	39033	CrawfordCounty	Utilities	2001	1731.0
343	39033	CrawfordCounty	Construction	2001	42328.0
344	39033	CrawfordCounty	Manufacturing	2001	411106.0
345	39033	CrawfordCounty	Wholesale trade	2001	49756.0
346	39033	CrawfordCounty	Retail trade	2001	66566.0
347	39033	CrawfordCounty	Transportation and warehousing	2001	
348	39033	CrawfordCounty	Information	2001	8774.0
349	39033	CrawfordCounty	Finance and insurance	2001	72291.0
350	39033	CrawfordCounty	Real estate and rental and leasing	2001	105982.0
351	39033	CrawfordCounty	Professional and business services	2001	
352	39033	CrawfordCounty	Management of companies and enterprises	2001	
353	39033	CrawfordCounty	Administrative and support and waste management and remediation services	2001	
354	39033	CrawfordCounty	Educational services	2001	
355	39033	CrawfordCounty	Health care and social assistance	2001	
356	39033	CrawfordCounty	Arts, entertainment, and recreation	2001	2134.0
357	39033	CrawfordCounty	Accommodation and food services	2001	18494.0
358	39033	CrawfordCounty	Other services (except government and government enterprises)	2001	26608.0
359	39033	CrawfordCounty	Government and government enterprises	2001	108689.0
360	39035	CuyahogaCounty	Agriculture, forestry, fishing and hunting	2001	22892.0
361	39035	CuyahogaCounty	Mining, quarrying, and oil and gas extraction	2001	41984.0
362	39035	CuyahogaCounty	Utilities	2001	197570.0
363	39035	CuyahogaCounty	Construction	2001	1846627.0
364	39035	CuyahogaCounty	Manufacturing	2001	9739745.0
365	39035	CuyahogaCounty	Wholesale trade	2001	4318577.0
366	39035	CuyahogaCounty	Retail trade	2001	3944800.0
367	39035	CuyahogaCounty	Transportation and warehousing	2001	1588523.0
368	39035	CuyahogaCounty	Information	2001	2360744.0
369	39035	CuyahogaCounty	Finance and insurance	2001	6837149.0
370	39035	CuyahogaCounty	Real estate and rental and leasing	2001	8436568.0
371	39035	CuyahogaCounty	Professional and business services	2001	7544215.0
372	39035	CuyahogaCounty	Management of companies and enterprises	2001	1196530.0
373	39035	CuyahogaCounty	Administrative and support and waste management and remediation services	2001	1791334.0
374	39035	CuyahogaCounty	Educational services	2001	841441.0
375	39035	CuyahogaCounty	Health care and social assistance	2001	5029525.0
376	39035	CuyahogaCounty	Arts, entertainment, and recreation	2001	769829.0
377	39035	CuyahogaCounty	Accommodation and food services	2001	1417095.0
378	39035	CuyahogaCounty	Other services (except government and government enterprises)	2001	1504750.0
379	39035	CuyahogaCounty	Government and government enterprises	2001	6792092.0
380	39037	DarkeCounty	Agriculture, forestry, fishing and hunting	2001	70769.0
381	39037	DarkeCounty	Mining, quarrying, and oil and gas extraction	2001	607.0
382	39037	DarkeCounty	Utilities	2001	7661.0
383	39037	DarkeCounty	Construction	2001	88685.0
384	39037	DarkeCounty	Manufacturing	2001	358181.0
385	39037	DarkeCounty	Wholesale trade	2001	61578.0
386	39037	DarkeCounty	Retail trade	2001	87794.0
387	39037	DarkeCounty	Transportation and warehousing	2001	
388	39037	DarkeCounty	Information	2001	17884.0
389	39037	DarkeCounty	Finance and insurance	2001	84131.0
390	39037	DarkeCounty	Real estate and rental and leasing	2001	129262.0
391	39037	DarkeCounty	Professional and business services	2001	
392	39037	DarkeCounty	Management of companies and enterprises	2001	
393	39037	DarkeCounty	Administrative and support and waste management and remediation services	2001	15293.0
394	39037	DarkeCounty	Educational services	2001	
395	39037	DarkeCounty	Health care and social assistance	2001	
396	39037	DarkeCounty	Arts, entertainment, and recreation	2001	3384.0
397	39037	DarkeCounty	Accommodation and food services	2001	19876.0
398	39037	DarkeCounty	Other services (except government and government enterprises)	2001	39448.0
399	39037	DarkeCounty	Government and government enterprises	2001	110817.0
400	39039	DefianceCounty	Agriculture, forestry, fishing and hunting	2001	
401	39039	DefianceCounty	Mining, quarrying, and oil and gas extraction	2001	0.0
402	39039	DefianceCounty	Utilities	2001	4608.0
403	39039	DefianceCounty	Construction	2001	
404	39039	DefianceCounty	Manufacturing	2001	530533.0
405	39039	DefianceCounty	Wholesale trade	2001	35886.0
406	39039	DefianceCounty	Retail trade	2001	112915.0
407	39039	DefianceCounty	Transportation and warehousing	2001	
408	39039	DefianceCounty	Information	2001	32352.0
409	39039	DefianceCounty	Finance and insurance	2001	68937.0
410	39039	DefianceCounty	Real estate and rental and leasing	2001	85228.0
411	39039	DefianceCounty	Professional and business services	2001	54096.0
412	39039	DefianceCounty	Management of companies and enterprises	2001	23300.0
413	39039	DefianceCounty	Administrative and support and waste management and remediation services	2001	13064.0
414	39039	DefianceCounty	Educational services	2001	
415	39039	DefianceCounty	Health care and social assistance	2001	
416	39039	DefianceCounty	Arts, entertainment, and recreation	2001	4053.0
417	39039	DefianceCounty	Accommodation and food services	2001	22154.0
418	39039	DefianceCounty	Other services (except government and government enterprises)	2001	30134.0
419	39039	DefianceCounty	Government and government enterprises	2001	101014.0
420	39041	DelawareCounty	Agriculture, forestry, fishing and hunting	2001	
421	39041	DelawareCounty	Mining, quarrying, and oil and gas extraction	2001	10752.0
422	39041	DelawareCounty	Utilities	2001	6219.0
423	39041	DelawareCounty	Construction	2001	239446.0
424	39041	DelawareCounty	Manufacturing	2001	417117.0
425	39041	DelawareCounty	Wholesale trade	2001	186718.0
426	39041	DelawareCounty	Retail trade	2001	298427.0
427	39041	DelawareCounty	Transportation and warehousing	2001	
428	39041	DelawareCounty	Information	2001	39184.0
429	39041	DelawareCounty	Finance and insurance	2001	395417.0
430	39041	DelawareCounty	Real estate and rental and leasing	2001	348069.0
431	39041	DelawareCounty	Professional and business services	2001	422940.0
432	39041	DelawareCounty	Management of companies and enterprises	2001	73907.0
433	39041	DelawareCounty	Administrative and support and waste management and remediation services	2001	65106.0
434	39041	DelawareCounty	Educational services	2001	38327.0
435	39041	DelawareCounty	Health care and social assistance	2001	130675.0
436	39041	DelawareCounty	Arts, entertainment, and recreation	2001	54552.0
437	39041	DelawareCounty	Accommodation and food services	2001	78817.0
438	39041	DelawareCounty	Other services (except government and government enterprises)	2001	93188.0
439	39041	DelawareCounty	Government and government enterprises	2001	290969.0
440	39043	ErieCounty	Agriculture, forestry, fishing and hunting	2001	7306.0
441	39043	ErieCounty	Mining, quarrying, and oil and gas extraction	2001	16657.0
442	39043	ErieCounty	Utilities	2001	6533.0
443	39043	ErieCounty	Construction	2001	92247.0
444	39043	ErieCounty	Manufacturing	2001	953308.0
445	39043	ErieCounty	Wholesale trade	2001	130004.0
446	39043	ErieCounty	Retail trade	2001	172618.0
447	39043	ErieCounty	Transportation and warehousing	2001	
448	39043	ErieCounty	Information	2001	29344.0
449	39043	ErieCounty	Finance and insurance	2001	95193.0
450	39043	ErieCounty	Real estate and rental and leasing	2001	251839.0
