,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
129," ""37127""","Nash, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,27752,27417,28850,30866,31807,28388,38900,34606,31476,27166,30883,31774,31523,33464,36398,38991,41230,43092
130," ""37129""","New Hanover, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,298986,257292,267877,301163,355871,427678,493688,441208,381784,395119,406976,258609,282378,310611,326608,370766,378265,518523
131," ""37129""","New Hanover, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,84245,59378,59985,74767,95485,102021,101025,85828,67713,58627,56425,60203,65780,73790,83705,95981,110796,128509
132," ""37131""","Northampton, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,9551,9625,11094,10609,9252,7993,11692,9565,10724,9589,9339,11330,9749,10276,12609,13384,16293,11614
133," ""37131""","Northampton, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,1581,(D),(D),(D),(D),(D),(D),(D),(D),952,1020,787,604,346,263,322,(D),(D)
134," ""37133""","Onslow, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,85749,82584,81824,91393,103384,116356,125218,122606,122053,129278,119141,122814,122914,124698,112928,102623,100147,109263
135," ""37133""","Onslow, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,24838,23712,23338,27338,30717,31461,36028,33794,36431,41549,39147,37046,34351,30190,24643,25079,26220,30857
136," ""37135""","Orange, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,76866,72113,72746,76618,91339,95659,96738,102453,82055,71415,67073,64232,72282,82264,94344,108050,119079,137573
137," ""37135""","Orange, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,36301,31797,29327,31951,33900,35967,32449,29742,25232,20052,18041,18389,22624,25760,28092,30649,28979,31893
138," ""37137""","Pamlico, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,6752,7223,7652,8340,8318,10633,10969,8403,7057,7024,7748,8521,7295,7087,7045,7377,8333,8189
139," ""37137""","Pamlico, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,981,(D),(D),(D),(D),1184,1436,(D),1011,1021,1316,1584,1272,1220,972,934,1035,992
140," ""37139""","Pasquotank, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,18727,19027,19713,22658,28208,32782,31934,29207,22129,19610,16750,19478,19691,20164,22253,26287,26719,26066
141," ""37139""","Pasquotank, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,6390,6731,6860,7535,9305,11137,8406,7387,4841,3895,3034,3925,4096,4450,4694,4847,4724,5126
142," ""37141""","Pender, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,17495,17864,22443,31252,37529,40156,36509,32584,25793,27203,27300,32366,37767,43914,47490,51002,52303,57080
143," ""37141""","Pender, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,6863,6015,7327,10415,9241,10575,8728,8721,6727,6980,6330,4483,4941,6022,7162,8632,8549,9935
144," ""37143""","Perquimans, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,2427,2488,2819,3555,4078,5545,6796,5707,4563,4190,3626,3914,2881,3374,3607,4642,4005,5729
145," ""37143""","Perquimans, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,922,1032,1324,1748,2221,(D),3173,2560,(D),(D),(D),(D),(D),(D),(D),800,745,2457
146," ""37145""","Person, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,18677,18068,19825,20722,20461,25715,25647,24933,27926,23821,21765,25889,25597,27035,32275,35114,35300,38509
147," ""37145""","Person, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,3816,3380,3746,3354,4281,10409,10624,10664,10453,9128,9004,10515,9837,11802,14757,15547,15600,17749
148," ""37147""","Pitt, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,140560,110205,114110,126247,146890,162160,175528,160369,133780,123603,105248,112146,111700,123840,176710,181627,178118,209959
149," ""37147""","Pitt, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,45305,36781,36536,32442,39912,42962,43918,40611,35027,32017,22841,23888,24201,30832,76339,82816,71253,87017
150," ""37149""","Polk, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,13979,12186,12669,15312,14176,13829,16122,16516,11662,10184,6069,5500,5667,7903,12111,16017,9328,9001
151," ""37149""","Polk, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,3016,2809,2950,2785,3301,3056,3845,4356,2351,1831,1948,1630,1951,(D),6988,10721,(D),(D)
152," ""37151""","Randolph, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,123873,99758,127121,137578,150744,155559,156718,147627,129880,132913,83621,91066,93527,98347,111955,117678,127309,130197
153," ""37151""","Randolph, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,22257,20555,19524,(D),(D),(D),(D),(D),(D),(D),(D),(D),11696,12088,11992,13790,14804,15236
154," ""37153""","Richmond, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,55808,43715,22873,18931,19005,22493,23192,24676,25426,63992,26089,23333,25770,39104,45942,42836,34799,32235
155," ""37153""","Richmond, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,4227,2848,2758,3025,2833,2941,2861,2654,2255,45126,7613,3445,3343,11498,13653,8401,5866,6316
156," ""37155""","Robeson, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,63152,63402,64510,67162,71375,76310,84873,74075,62696,58961,53714,53493,50103,56661,62792,66594,67838,72721
157," ""37155""","Robeson, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,14277,12957,15491,14036,15433,17280,22523,21523,15860,12906,10298,9153,10839,12731,14178,13976,13893,16681
158," ""37157""","Rockingham, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,75045,59859,58842,63171,78894,80678,83114,70094,57256,53695,52451,51921,57416,62365,71280,76861,69576,72090
159," ""37157""","Rockingham, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,9534,9267,9065,9366,12210,13195,14291,13384,8581,8898,7952,9137,10782,8782,9291,10249,12419,14464
160," ""37159""","Rowan, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,85944,79079,82276,82882,94438,98767,114228,133941,103950,91972,100573,99467,102276,112555,123140,135523,153035,174884
161," ""37159""","Rowan, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,13569,13152,12195,12582,13881,11080,14094,16264,13871,11631,12808,10300,12609,14107,13077,14264,15241,14787
162," ""37161""","Rutherford, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,44210,41942,39596,43997,45870,49952,51070,48462,32853,28208,25868,28872,27930,34456,38319,53782,53051,66876
163," ""37161""","Rutherford, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,14774,14535,15808,16607,17577,17359,15872,13826,7939,7139,4813,9254,5824,5835,4616,4405,4917,7381
164," ""37163""","Sampson, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,26640,30554,28124,33904,37787,32114,34943,37143,33117,33651,31520,30438,30767,30357,31111,38734,49437,56723
165," ""37163""","Sampson, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,2911,3249,4538,5711,5178,5019,4799,3431,2801,2446,2416,2248,2153,2334,3649,3237,3894,4406
166," ""37165""","Scotland, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,19754,17027,21868,16204,21574,24376,24068,25115,19715,17085,15856,14694,14914,18383,18102,17778,18214,18537
167," ""37165""","Scotland, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,5149,1974,(D),2334,8532,(D),9322,13109,7632,(D),(D),3893,(D),(D),(D),(D),(D),(D)
168," ""37167""","Stanly, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,40958,37826,37779,43316,51599,48668,56589,53931,49929,41007,37950,40521,47795,51047,55872,60800,66542,72330
169," ""37167""","Stanly, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,10618,7284,6671,7774,14592,9728,10855,7917,11010,7731,5766,5863,6274,6753,7800,8234,10871,11977
170," ""37169""","Stokes, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,29422,27557,21535,24038,27481,28297,25763,23573,21818,18055,19265,18512,18193,19251,21557,25300,30801,34189
171," ""37169""","Stokes, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,8585,8008,2824,2758,3140,3637,3877,2431,2093,2435,4138,3285,2291,2723,2216,3101,4371,5447
172," ""37171""","Surry, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,152772,143780,144425,159649,165818,176667,167961,174138,165544,151646,152644,163822,160575,170746,155940,181172,219769,255907
173," ""37171""","Surry, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,24938,25185,26258,27720,28308,28297,22773,23121,19140,16911,14659,15015,13654,15793,17200,20209,21860,23550
174," ""37173""","Swain, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,(D),(D),(D),(D),7594,8735,(D),11359,11888,13839,(D),(D),(D),(D),10355,(D),(D),10821
175," ""37173""","Swain, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,1197,(D),1320,1599,2122,1945,(D),2692,4472,4024,5494,4191,3969,4819,5005,4858,4653,5257
176," ""37175""","Transylvania, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,27637,26666,23706,25289,28376,30820,35298,33750,23219,17804,17098,15676,15155,17871,21609,23853,26780,27480
177," ""37175""","Transylvania, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,7847,8427,8394,8868,9806,10651,12217,11370,7493,5191,4538,3832,3987,5186,4888,5988,7323,7759
178," ""37177""","Tyrrell, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,494,(D),(D),544,533,654,582,1023,(D),(D),(D),1475,1543,1656,1691,1790,2017,2274
179," ""37177""","Tyrrell, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,263,399,379,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
180," ""37179""","Union, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,354637,332564,328302,352882,394839,448810,484445,423344,313809,275683,267652,281844,306981,347170,398181,452904,493994,515412
181," ""37179""","Union, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,55411,49287,45753,50025,56206,63642,72043,69188,60964,47597,46541,40377,49035,61587,74346,87937,89489,100972
182," ""37181""","Vance, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,20076,20087,20637,22055,23565,26981,27174,24171,18685,18071,17847,17430,19674,18352,18272,20613,19492,20883
183," ""37181""","Vance, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,10804,11102,11211,11774,13587,15606,15168,12640,9361,8419,7855,7357,9248,7837,6549,6441,6226,6763
184," ""37183""","Wake, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,1361719,1275024,1262452,1390902,1514232,1727963,1866182,1795731,1442485,1397817,1449698,1561557,1625742,1797403,1987111,2166388,2422243,2710751
185," ""37183""","Wake, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,416750,378136,382504,392649,435256,482038,531812,503225,390222,371274,375013,422739,468262,522342,584564,644931,731160,832022
186," ""37185""","Warren, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,6132,4926,8903,12359,9266,7575,5417,5014,4892,3970,3067,3354,3935,3832,2902,3393,3156,3397
187," ""37185""","Warren, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,1969,1976,4971,7975,4957,2893,1881,2301,1803,1130,746,748,695,776,(D),(D),(D),(D)
188," ""37187""","Washington, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,3081,1933,1658,1867,2366,2488,2342,1652,1398,1205,1493,1508,1218,1271,(D),1329,1266,(D)
189," ""37187""","Washington, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,(D),(D),(D),(D),(D),926,784,(D),479,304,281,228,156,203,(D),(D),(D),(D)
190," ""37189""","Watauga, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,38140,41411,42813,47668,52844,63983,72967,70862,51848,42897,39835,39529,42377,45263,47883,47912,52033,55310
191," ""37189""","Watauga, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,21395,24004,24513,26432,28774,36697,39718,37530,25620,18840,16087,14897,14936,14502,14312,15208,16724,18562
192," ""37191""","Wayne, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,108952,120428,78734,83293,89838,96197,104367,99221,86885,85287,133420,183871,131479,79927,86893,88239,97874,111813
193," ""37191""","Wayne, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,43310,(D),36935,38131,40260,46352,49479,47261,41333,39861,84725,134405,78955,32056,32548,28994,30456,34887
194," ""37193""","Wilkes, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,31849,31566,30690,34208,38634,38645,40769,60089,49925,47771,45929,24426,21379,24304,27333,31275,31973,34029
195," ""37193""","Wilkes, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,5888,6887,6739,6914,8385,7284,7666,6671,4829,4184,3799,3052,2867,2844,3505,4213,4669,5083
196," ""37195""","Wilson, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,141563,137690,134456,148270,160208,173525,191009,187244,152113,158441,153403,145774,149495,148293,158908,168467,184816,192942
197," ""37195""","Wilson, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,7669,8111,12057,9654,9673,10709,11290,10945,9668,10606,8668,8059,7997,8449,11354,7850,9071,9331
198," ""37197""","Yadkin, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,24810,24142,21375,25267,27472,29961,34058,31884,28316,25096,28880,27662,31955,31688,32883,35744,37543,42252
199," ""37197""","Yadkin, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,5309,5695,5016,4982,5248,5695,6097,5628,4602,4189,4503,5020,5681,4097,3942,3885,3362,3776
200," ""37199""","Yancey, NC",5.0,CAINC6N,400.0,23,   Construction,Thousands of dollars,11701,11921,11635,15109,18188,21678,23904,22130,19024,17600,16444,16044,15447,18443,17145,18253,17127,18532
201," ""37199""","Yancey, NC",5.0,CAINC6N,401.0,236,    Construction of buildings,Thousands of dollars,6523,5986,9131,10776,12983,10866,(D),(D),(D),4614,3754,4185,(D),4604,3329,3286,3809,4288
