,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
130," ""37129""","New Hanover, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,153717,162393,168618,179727,201899,211621,236242,237855,227695,233719,242095,270401,277682,301975,315174,343557,365958,379237
131," ""37129""","New Hanover, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,31620,30572,30880,31466,32816,34940,38423,40804,37066,39594,42539,45825,46291,52678,53560,56408,56324,56587
132," ""37131""","Northampton, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1813,(D),(D),(D),(D),(D),(D)
133," ""37131""","Northampton, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),430,(D),(D),(D),(D),(D),(D)
134," ""37133""","Onslow, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,64644,64044,65141,77653,84891,89661,98741,106058,110174,116014,119662,133557,136746,150470,160066,165240,164604,172132
135," ""37133""","Onslow, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,4562,4780,5003,5443,5993,6534,7017,8174,8561,9166,10285,10783,9435,10632,11295,11764,11244,11651
136," ""37135""","Orange, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,78013,83778,93851,99040,99926,102829,109017,114151,107337,114602,120037,128931,133037,145989,148591,156230,162084,165696
137," ""37135""","Orange, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,9334,13911,20598,21050,22244,21701,22409,23228,18000,16885,19363,18389,19182,20683,18795,20486,24309,24079
138," ""37137""","Pamlico, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,2235,2276,2122,2457,2577,3074,3848,3844,4010,3558,3039,4247,3907,3942,4138,4071,3985,3543
139," ""37137""","Pamlico, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),(D),(D),(D),0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
140," ""37139""","Pasquotank, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,16633,16299,18849,20796,22861,25255,26125,25935,(D),25378,23413,(D),(D),27699,29694,30803,31567,33060
141," ""37139""","Pasquotank, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1380,1353,1458,1687,1692,1768,2304,2804,(D),2331,2124,(D),(D),2245,2835,2910,2995,3385
142," ""37141""","Pender, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,11356,11066,10721,11420,11479,11669,12667,13032,12995,14618,15497,18807,20610,23670,26308,27705,31084,32447
143," ""37141""","Pender, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1521,1421,1377,1608,1842,1864,1725,1842,1838,1920,2038,2055,2167,2338,2433,2426,2564,2438
144," ""37143""","Perquimans, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,1771,2101,2228,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
145," ""37143""","Perquimans, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,(D),(D),(D),(D)
146," ""37145""","Person, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,9743,10496,11769,11758,12858,13054,14104,14642,14208,13350,13007,14049,13417,15079,16188,16802,17003,18698
147," ""37145""","Person, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,772,789,696,735,792,745,829,861,882,917,915,1106,903,927,915,848,906,1017
148," ""37147""","Pitt, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,81481,82378,83868,93191,96958,100560,106988,110372,109784,119377,123691,134496,140589,147853,159240,166891,169058,174534
149," ""37147""","Pitt, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,8551,8723,8085,7847,7916,8163,7815,9484,8731,9461,10106,10931,10813,11381,11284,10565,10357,11047
150," ""37149""","Polk, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,5397,4878,5001,4955,4960,5231,5927,5862,5870,7013,7334,7983,7705,7912,8466,9369,9422,10218
151," ""37149""","Polk, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1060,997,848,(D),769,923,891,902,707,638,684,929,825,871,995,955,991,1180
152," ""37151""","Randolph, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,34358,39799,41197,43924,46872,46418,49364,49754,51059,51630,48418,51465,56154,59451,63212,65036,68162,70384
153," ""37151""","Randolph, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,3355,2731,2154,2855,4680,3192,3444,3732,3295,3100,3092,3478,3761,4303,4534,4237,4449,4146
154," ""37153""","Richmond, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,10829,11699,10483,11535,12084,12262,14613,15581,15244,15859,16921,16814,16009,16593,17139,17240,18238,18608
155," ""37153""","Richmond, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1381,1395,1402,1484,1571,1436,1566,1314,1208,1301,1485,1673,1717,1659,1618,1342,1479,1944
156," ""37155""","Robeson, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,34656,35600,37348,39419,39749,42174,49301,47665,46954,49509,48919,52039,52809,57225,61863,64652,69042,71353
157," ""37155""","Robeson, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,5010,5075,4839,4797,4707,4495,7849,4895,4877,4787,4833,5183,5482,5392,5780,7165,7561,7646
158," ""37157""","Rockingham, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,25946,25912,27683,28383,28923,31998,34774,33232,35579,35381,36871,39288,37224,38251,40292,42605,42180,42386
159," ""37157""","Rockingham, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,2034,1884,1858,1579,1736,2596,2577,2625,2415,2455,2546,2938,1843,1928,1967,1889,2000,2027
160," ""37159""","Rowan, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,43420,46121,46138,48342,49724,48789,51409,52575,56199,56037,56298,58809,62332,69710,71129,75221,80710,85774
161," ""37159""","Rowan, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,4642,4711,4114,3684,3543,3721,3966,3813,3534,3413,3404,3476,3920,3796,2876,3717,4990,5243
162," ""37161""","Rutherford, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,15647,16618,18083,21836,23903,25482,26264,27185,26794,29480,32026,30655,31806,33807,34112,36972,37799,39709
163," ""37161""","Rutherford, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,2060,2221,2472,2960,3742,4380,3549,3219,2691,6875,7640,8239,8151,8507,8452,8869,9240,11033
164," ""37163""","Sampson, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,11604,12056,13298,14712,14693,15883,16779,16190,15911,16238,17751,18668,19388,19563,20262,20956,20532,20496
165," ""37163""","Sampson, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,590,584,646,671,774,841,851,710,657,654,679,693,716,754,854,904,814,824
166," ""37165""","Scotland, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,12343,10913,11377,12692,16175,16070,17101,17946,18466,17529,17840,18231,17958,17989,19782,20203,19398,20575
167," ""37165""","Scotland, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,2376,2359,2439,2495,2755,2790,2835,2919,2782,2758,2789,3043,2934,3208,3165,3246,3401,3557
168," ""37167""","Stanly, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,18047,19525,20779,21131,21702,23059,24327,23496,24463,25777,26311,30011,32117,32022,33394,34585,34531,36622
169," ""37167""","Stanly, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,663,711,899,1121,940,869,1095,1013,779,705,854,940,841,962,1036,993,871,1062
170," ""37169""","Stokes, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,7960,9245,9337,9562,9726,9288,10579,10734,10718,10227,10102,11224,11124,13039,12855,12922,14474,17540
171," ""37169""","Stokes, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),524,473,645,656,918,806,(D),(D),(D),(D),(D),(D),(D),(D),(D)
172," ""37171""","Surry, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,24348,23428,25732,29822,30754,33301,35053,36447,36180,36394,38927,41778,43787,45101,48516,52335,52676,51351
173," ""37171""","Surry, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1189,1309,1105,1204,1164,1166,2050,2716,2805,2816,3164,3591,3541,4010,4243,4408,4530,4832
174," ""37173""","Swain, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,18115,19527,20293,20570,20761,22177,21174,21109,22535,24848,15785,14537,17938,19734,20855,21930,22099,25329
175," ""37173""","Swain, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,8481,8275,8588,8289,8233,8145,6825,6604,5978,6783,6274,6980,8063,8085,8120,7830,8298,10580
176," ""37175""","Transylvania, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,19857,20303,20537,21804,23196,24919,27499,27538,24932,23187,24837,26491,28064,29317,29712,33872,37693,36058
177," ""37175""","Transylvania, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,10550,10518,10012,11261,11072,10633,12155,12658,10822,9963,10950,10580,10407,11326,11640,12691,12664,15375
178," ""37177""","Tyrrell, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),364,389,609,626,677,791,735,675,(D),(D),468
179," ""37177""","Tyrrell, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
180," ""37179""","Union, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,31707,34390,38601,43149,45851,50752,55116,55797,54327,57332,63091,71539,72969,78174,87896,93527,98890,108544
181," ""37179""","Union, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,2681,2370,2333,2525,2504,2756,3078,3407,2940,2904,2971,3721,3352,3501,4036,4585,4802,4718
182," ""37181""","Vance, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,16732,15895,17085,19597,20198,19755,20873,20652,20760,20851,20703,21758,22692,24144,25282,25017,24367,25525
183," ""37181""","Vance, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1899,1733,1605,1497,1646,1823,2087,1880,1780,1518,1186,1114,1840,2174,2205,2160,2160,2286
184," ""37183""","Wake, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,525707,515865,551649,574199,609882,660504,727496,738458,719242,746102,806685,900328,944984,1033780,1113484,1188877,1254261,1308695
185," ""37183""","Wake, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,96187,80615,74269,84695,83042,85362,99366,96609,90350,95470,111072,118413,116722,125123,130389,136279,150167,151158
186," ""37185""","Warren, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,(D),(D),2036,(D),2005,2177,2581,(D),2756,2776,3068,4658,4750,(D),(D),4954,5143,5343
187," ""37185""","Warren, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),961,912,1043,1161,1151,(D),(D),1303,1420,1540
188," ""37187""","Washington, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,3857,4092,(D),(D),3657,3659,4903,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
189," ""37187""","Washington, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,327,482,(D),(D),488,430,502,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
190," ""37189""","Watauga, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,48128,49668,49185,56022,56978,60731,66430,66206,61522,59867,62042,71827,73611,79562,85096,89942,95961,100272
191," ""37189""","Watauga, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,16900,18638,15581,18626,18260,19183,20520,21579,18708,18156,19882,21869,21818,22742,23292,24671,25849,26892
192," ""37191""","Wayne, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,37280,40205,42262,45169,43047,43246,49170,53100,54370,53656,56993,62629,64830,63499,67314,69255,73879,78757
193," ""37191""","Wayne, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,2639,3110,2778,3287,2960,2849,2486,4200,3556,3517,4130,4209,3969,4474,5357,5529,6079,5864
194," ""37193""","Wilkes, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,21385,20157,22193,21154,21699,23645,24325,25168,24450,25313,27723,29974,31660,34173,35861,37931,36071,35406
195," ""37193""","Wilkes, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,2959,2314,2014,1870,1891,2686,2726,3112,2125,2052,2473,2617,3148,3153,3160,2587,2832,3053
196," ""37195""","Wilson, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,39696,39411,34774,36595,37094,39270,42119,43414,43268,46090,47814,51270,51423,53331,56372,60431,60258,63031
197," ""37195""","Wilson, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,9603,9588,2613,3151,3233,3145,3791,3875,3793,3992,4226,4574,4636,4739,4977,5164,5209,4989
198," ""37197""","Yadkin, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,12691,12295,13272,16026,16940,(D),14553,14778,14596,14199,14724,15103,15134,15660,16376,16902,16637,16557
199," ""37197""","Yadkin, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,1811,1780,1717,1819,1760,(D),1832,1855,1744,1719,1571,1493,1699,1870,1865,1888,1937,2032
200," ""37199""","Yancey, NC",5.0,CAINC6N,1800.0,72,   Accommodation and food services,Thousands of dollars,(D),(D),(D),4087,3944,4272,(D),(D),(D),(D),5223,5266,5943,6525,6294,6052,5910,5968
201," ""37199""","Yancey, NC",5.0,CAINC6N,1801.0,721,    Accommodation,Thousands of dollars,(D),(D),(D),631,611,673,(D),(D),(D),(D),560,602,726,(D),656,548,(D),(D)
