GeoArea_FIPS	GeoArea_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
39173	WoodCounty	Accommodation and food services	2010	131443
39173	WoodCounty	Other services (except government and government enterprises)	2010	112001
39173	WoodCounty	Government and government enterprises	2010	837413
39175	WyandotCounty	Agriculture, forestry, fishing and hunting	2010	66612
39175	WyandotCounty	Mining, quarrying, and oil and gas extraction	2010	22778
39175	WyandotCounty	Utilities	2010	1479
39175	WyandotCounty	Construction	2010	47494
39175	WyandotCounty	Manufacturing	2010	182945
39175	WyandotCounty	Wholesale trade	2010	39293
39175	WyandotCounty	Retail trade	2010	43182
39175	WyandotCounty	Transportation and warehousing	2010	
39175	WyandotCounty	Information	2010	
39175	WyandotCounty	Finance and insurance	2010	42546
39175	WyandotCounty	Real estate and rental and leasing	2010	80744
39175	WyandotCounty	Professional and business services	2010	17638
39175	WyandotCounty	Management of companies and enterprises	2010	
39175	WyandotCounty	Administrative and support and waste management and remediation services	2010	8965
39175	WyandotCounty	Educational services	2010	
39175	WyandotCounty	Health care and social assistance	2010	
39175	WyandotCounty	Arts, entertainment, and recreation	2010	993
39175	WyandotCounty	Accommodation and food services	2010	10663
39175	WyandotCounty	Other services (except government and government enterprises)	2010	18567
39175	WyandotCounty	Government and government enterprises	2010	86095
39000	Ohio	Agriculture, forestry, fishing and hunting	2011	4435564
39000	Ohio	Mining, quarrying, and oil and gas extraction	2011	3499623
39000	Ohio	Utilities	2011	10137319
39000	Ohio	Construction	2011	15576923
39000	Ohio	Manufacturing	2011	91072326
39000	Ohio	Wholesale trade	2011	32246669
39000	Ohio	Retail trade	2011	31057672
39000	Ohio	Transportation and warehousing	2011	15645679
39000	Ohio	Information	2011	21356485
39000	Ohio	Finance and insurance	2011	38490914
39000	Ohio	Real estate and rental and leasing	2011	58593275
39000	Ohio	Professional and business services	2011	60292442
39000	Ohio	Management of companies and enterprises	2011	15206326
39000	Ohio	Administrative and support and waste management and remediation services	2011	16096435
39000	Ohio	Educational services	2011	5817723
39000	Ohio	Health care and social assistance	2011	45958941
39000	Ohio	Arts, entertainment, and recreation	2011	5132341
39000	Ohio	Accommodation and food services	2011	11338718
39000	Ohio	Other services (except government and government enterprises)	2011	10811201
39000	Ohio	Government and government enterprises	2011	61891160
39001	AdamsCounty	Agriculture, forestry, fishing and hunting	2011	
39001	AdamsCounty	Mining, quarrying, and oil and gas extraction	2011	8352
39001	AdamsCounty	Utilities	2011	1029569
39001	AdamsCounty	Construction	2011	
39001	AdamsCounty	Manufacturing	2011	101107
39001	AdamsCounty	Wholesale trade	2011	20083
39001	AdamsCounty	Retail trade	2011	53318
39001	AdamsCounty	Transportation and warehousing	2011	13492
39001	AdamsCounty	Information	2011	
39001	AdamsCounty	Finance and insurance	2011	27570
39001	AdamsCounty	Real estate and rental and leasing	2011	84621
39001	AdamsCounty	Professional and business services	2011	15810
39001	AdamsCounty	Management of companies and enterprises	2011	
39001	AdamsCounty	Administrative and support and waste management and remediation services	2011	
39001	AdamsCounty	Educational services	2011	
39001	AdamsCounty	Health care and social assistance	2011	
39001	AdamsCounty	Arts, entertainment, and recreation	2011	1230
39001	AdamsCounty	Accommodation and food services	2011	14698
39001	AdamsCounty	Other services (except government and government enterprises)	2011	
39001	AdamsCounty	Government and government enterprises	2011	97128
39003	AllenCounty	Agriculture, forestry, fishing and hunting	2011	72848
39003	AllenCounty	Mining, quarrying, and oil and gas extraction	2011	5941
39003	AllenCounty	Utilities	2011	15864
39003	AllenCounty	Construction	2011	125610
39003	AllenCounty	Manufacturing	2011	3831083
39003	AllenCounty	Wholesale trade	2011	276848
39003	AllenCounty	Retail trade	2011	332860
39003	AllenCounty	Transportation and warehousing	2011	127191
39003	AllenCounty	Information	2011	147536
39003	AllenCounty	Finance and insurance	2011	179630
39003	AllenCounty	Real estate and rental and leasing	2011	433598
39003	AllenCounty	Professional and business services	2011	274977
39003	AllenCounty	Management of companies and enterprises	2011	58374
39003	AllenCounty	Administrative and support and waste management and remediation services	2011	135389
39003	AllenCounty	Educational services	2011	63422
39003	AllenCounty	Health care and social assistance	2011	684859
39003	AllenCounty	Arts, entertainment, and recreation	2011	14326
39003	AllenCounty	Accommodation and food services	2011	110288
39003	AllenCounty	Other services (except government and government enterprises)	2011	100797
39003	AllenCounty	Government and government enterprises	2011	484794
39005	AshlandCounty	Agriculture, forestry, fishing and hunting	2011	32716
39005	AshlandCounty	Mining, quarrying, and oil and gas extraction	2011	8827
39005	AshlandCounty	Utilities	2011	
39005	AshlandCounty	Construction	2011	56626
39005	AshlandCounty	Manufacturing	2011	295788
39005	AshlandCounty	Wholesale trade	2011	
39005	AshlandCounty	Retail trade	2011	93494
39005	AshlandCounty	Transportation and warehousing	2011	56293
39005	AshlandCounty	Information	2011	45492
39005	AshlandCounty	Finance and insurance	2011	58024
39005	AshlandCounty	Real estate and rental and leasing	2011	194968
39005	AshlandCounty	Professional and business services	2011	121290
39005	AshlandCounty	Management of companies and enterprises	2011	
39005	AshlandCounty	Administrative and support and waste management and remediation services	2011	
39005	AshlandCounty	Educational services	2011	
39005	AshlandCounty	Health care and social assistance	2011	
39005	AshlandCounty	Arts, entertainment, and recreation	2011	4727
39005	AshlandCounty	Accommodation and food services	2011	32405
39005	AshlandCounty	Other services (except government and government enterprises)	2011	41073
39005	AshlandCounty	Government and government enterprises	2011	182100
39007	AshtabulaCounty	Agriculture, forestry, fishing and hunting	2011	38365
39007	AshtabulaCounty	Mining, quarrying, and oil and gas extraction	2011	30720
39007	AshtabulaCounty	Utilities	2011	90024
39007	AshtabulaCounty	Construction	2011	129436
39007	AshtabulaCounty	Manufacturing	2011	745553
39007	AshtabulaCounty	Wholesale trade	2011	68990
39007	AshtabulaCounty	Retail trade	2011	192261
39007	AshtabulaCounty	Transportation and warehousing	2011	124216
39007	AshtabulaCounty	Information	2011	45868
39007	AshtabulaCounty	Finance and insurance	2011	96439
39007	AshtabulaCounty	Real estate and rental and leasing	2011	375858
39007	AshtabulaCounty	Professional and business services	2011	153333
39007	AshtabulaCounty	Management of companies and enterprises	2011	36709
39007	AshtabulaCounty	Administrative and support and waste management and remediation services	2011	76280
39007	AshtabulaCounty	Educational services	2011	9192
39007	AshtabulaCounty	Health care and social assistance	2011	263359
39007	AshtabulaCounty	Arts, entertainment, and recreation	2011	9061
39007	AshtabulaCounty	Accommodation and food services	2011	65461
39007	AshtabulaCounty	Other services (except government and government enterprises)	2011	63088
39007	AshtabulaCounty	Government and government enterprises	2011	327378
39009	AthensCounty	Agriculture, forestry, fishing and hunting	2011	997
39009	AthensCounty	Mining, quarrying, and oil and gas extraction	2011	30615
39009	AthensCounty	Utilities	2011	7481
39009	AthensCounty	Construction	2011	
39009	AthensCounty	Manufacturing	2011	
39009	AthensCounty	Wholesale trade	2011	27433
39009	AthensCounty	Retail trade	2011	151689
39009	AthensCounty	Transportation and warehousing	2011	16707
39009	AthensCounty	Information	2011	42105
39009	AthensCounty	Finance and insurance	2011	66297
39009	AthensCounty	Real estate and rental and leasing	2011	269433
39009	AthensCounty	Professional and business services	2011	107385
39009	AthensCounty	Management of companies and enterprises	2011	52465
39009	AthensCounty	Administrative and support and waste management and remediation services	2011	12192
39009	AthensCounty	Educational services	2011	2484
39009	AthensCounty	Health care and social assistance	2011	154375
39009	AthensCounty	Arts, entertainment, and recreation	2011	2827
39009	AthensCounty	Accommodation and food services	2011	54160
39009	AthensCounty	Other services (except government and government enterprises)	2011	40113
39009	AthensCounty	Government and government enterprises	2011	721348
39011	AuglaizeCounty	Agriculture, forestry, fishing and hunting	2011	102671
39011	AuglaizeCounty	Mining, quarrying, and oil and gas extraction	2011	1429
39011	AuglaizeCounty	Utilities	2011	3461
39011	AuglaizeCounty	Construction	2011	60329
39011	AuglaizeCounty	Manufacturing	2011	733469
39011	AuglaizeCounty	Wholesale trade	2011	70500
39011	AuglaizeCounty	Retail trade	2011	89521
39011	AuglaizeCounty	Transportation and warehousing	2011	
39011	AuglaizeCounty	Information	2011	56624
39011	AuglaizeCounty	Finance and insurance	2011	65342
39011	AuglaizeCounty	Real estate and rental and leasing	2011	179128
39011	AuglaizeCounty	Professional and business services	2011	
39011	AuglaizeCounty	Management of companies and enterprises	2011	
39011	AuglaizeCounty	Administrative and support and waste management and remediation services	2011	17112
39011	AuglaizeCounty	Educational services	2011	3172
39011	AuglaizeCounty	Health care and social assistance	2011	102064
39011	AuglaizeCounty	Arts, entertainment, and recreation	2011	6338
39011	AuglaizeCounty	Accommodation and food services	2011	26323
39011	AuglaizeCounty	Other services (except government and government enterprises)	2011	41544
39011	AuglaizeCounty	Government and government enterprises	2011	155945
39013	BelmontCounty	Agriculture, forestry, fishing and hunting	2011	659
39013	BelmontCounty	Mining, quarrying, and oil and gas extraction	2011	469415
39013	BelmontCounty	Utilities	2011	19589
39013	BelmontCounty	Construction	2011	80776
39013	BelmontCounty	Manufacturing	2011	111778
39013	BelmontCounty	Wholesale trade	2011	69159
39013	BelmontCounty	Retail trade	2011	198943
39013	BelmontCounty	Transportation and warehousing	2011	87302
39013	BelmontCounty	Information	2011	49068
39013	BelmontCounty	Finance and insurance	2011	136281
39013	BelmontCounty	Real estate and rental and leasing	2011	299968
39013	BelmontCounty	Professional and business services	2011	98632
39013	BelmontCounty	Management of companies and enterprises	2011	
39013	BelmontCounty	Administrative and support and waste management and remediation services	2011	29525
39013	BelmontCounty	Educational services	2011	6193
39013	BelmontCounty	Health care and social assistance	2011	195169
39013	BelmontCounty	Arts, entertainment, and recreation	2011	3755
39013	BelmontCounty	Accommodation and food services	2011	59691
39013	BelmontCounty	Other services (except government and government enterprises)	2011	50892
39013	BelmontCounty	Government and government enterprises	2011	258329
39015	BrownCounty	Agriculture, forestry, fishing and hunting	2011	
39015	BrownCounty	Mining, quarrying, and oil and gas extraction	2011	6412
39015	BrownCounty	Utilities	2011	54591
39015	BrownCounty	Construction	2011	
39015	BrownCounty	Manufacturing	2011	53393
39015	BrownCounty	Wholesale trade	2011	
39015	BrownCounty	Retail trade	2011	52482
39015	BrownCounty	Transportation and warehousing	2011	
39015	BrownCounty	Information	2011	10456
39015	BrownCounty	Finance and insurance	2011	43321
39015	BrownCounty	Real estate and rental and leasing	2011	135430
39015	BrownCounty	Professional and business services	2011	65648
39015	BrownCounty	Management of companies and enterprises	2011	33340
39015	BrownCounty	Administrative and support and waste management and remediation services	2011	17036
39015	BrownCounty	Educational services	2011	
39015	BrownCounty	Health care and social assistance	2011	
39015	BrownCounty	Arts, entertainment, and recreation	2011	2540
39015	BrownCounty	Accommodation and food services	2011	17806
39015	BrownCounty	Other services (except government and government enterprises)	2011	28741
39015	BrownCounty	Government and government enterprises	2011	142461
39017	ButlerCounty	Agriculture, forestry, fishing and hunting	2011	9000
39017	ButlerCounty	Mining, quarrying, and oil and gas extraction	2011	29635
39017	ButlerCounty	Utilities	2011	47132
39017	ButlerCounty	Construction	2011	556360
39017	ButlerCounty	Manufacturing	2011	2918524
39017	ButlerCounty	Wholesale trade	2011	1813601
39017	ButlerCounty	Retail trade	2011	1067998
39017	ButlerCounty	Transportation and warehousing	2011	572433
39017	ButlerCounty	Information	2011	251118
39017	ButlerCounty	Finance and insurance	2011	1573919
39017	ButlerCounty	Real estate and rental and leasing	2011	1515112
39017	ButlerCounty	Professional and business services	2011	873905
39017	ButlerCounty	Management of companies and enterprises	2011	94268
39017	ButlerCounty	Administrative and support and waste management and remediation services	2011	428155
39017	ButlerCounty	Educational services	2011	66417
39017	ButlerCounty	Health care and social assistance	2011	998090
39017	ButlerCounty	Arts, entertainment, and recreation	2011	63358
39017	ButlerCounty	Accommodation and food services	2011	323986
39017	ButlerCounty	Other services (except government and government enterprises)	2011	314496
39017	ButlerCounty	Government and government enterprises	2011	1523894
39019	CarrollCounty	Agriculture, forestry, fishing and hunting	2011	23191
39019	CarrollCounty	Mining, quarrying, and oil and gas extraction	2011	48099
39019	CarrollCounty	Utilities	2011	4140
39019	CarrollCounty	Construction	2011	38433
39019	CarrollCounty	Manufacturing	2011	755140
39019	CarrollCounty	Wholesale trade	2011	13035
39019	CarrollCounty	Retail trade	2011	44590
39019	CarrollCounty	Transportation and warehousing	2011	27950
39019	CarrollCounty	Information	2011	8345
39019	CarrollCounty	Finance and insurance	2011	18629
39019	CarrollCounty	Real estate and rental and leasing	2011	99809
39019	CarrollCounty	Professional and business services	2011	13778
39019	CarrollCounty	Management of companies and enterprises	2011	0
39019	CarrollCounty	Administrative and support and waste management and remediation services	2011	6401
39019	CarrollCounty	Educational services	2011	
39019	CarrollCounty	Health care and social assistance	2011	
39019	CarrollCounty	Arts, entertainment, and recreation	2011	2479
39019	CarrollCounty	Accommodation and food services	2011	10538
39019	CarrollCounty	Other services (except government and government enterprises)	2011	19853
39019	CarrollCounty	Government and government enterprises	2011	63546
39021	ChampaignCounty	Agriculture, forestry, fishing and hunting	2011	62036
39021	ChampaignCounty	Mining, quarrying, and oil and gas extraction	2011	1601
39021	ChampaignCounty	Utilities	2011	6
39021	ChampaignCounty	Construction	2011	27275
39021	ChampaignCounty	Manufacturing	2011	260284
39021	ChampaignCounty	Wholesale trade	2011	40440
39021	ChampaignCounty	Retail trade	2011	53599
39021	ChampaignCounty	Transportation and warehousing	2011	
39021	ChampaignCounty	Information	2011	20311
39021	ChampaignCounty	Finance and insurance	2011	50567
39021	ChampaignCounty	Real estate and rental and leasing	2011	141927
39021	ChampaignCounty	Professional and business services	2011	
39021	ChampaignCounty	Management of companies and enterprises	2011	
39021	ChampaignCounty	Administrative and support and waste management and remediation services	2011	
39021	ChampaignCounty	Educational services	2011	
39021	ChampaignCounty	Health care and social assistance	2011	
39021	ChampaignCounty	Arts, entertainment, and recreation	2011	3832
39021	ChampaignCounty	Accommodation and food services	2011	19112
39021	ChampaignCounty	Other services (except government and government enterprises)	2011	23092
39021	ChampaignCounty	Government and government enterprises	2011	129733
39023	ClarkCounty	Agriculture, forestry, fishing and hunting	2011	
39023	ClarkCounty	Mining, quarrying, and oil and gas extraction	2011	8368
39023	ClarkCounty	Utilities	2011	
39023	ClarkCounty	Construction	2011	94532
39023	ClarkCounty	Manufacturing	2011	585083
39023	ClarkCounty	Wholesale trade	2011	
39023	ClarkCounty	Retail trade	2011	289767
39023	ClarkCounty	Transportation and warehousing	2011	259365
39023	ClarkCounty	Information	2011	48918
39023	ClarkCounty	Finance and insurance	2011	330240
39023	ClarkCounty	Real estate and rental and leasing	2011	623621
39023	ClarkCounty	Professional and business services	2011	287742
39023	ClarkCounty	Management of companies and enterprises	2011	107106
39023	ClarkCounty	Administrative and support and waste management and remediation services	2011	89572
39023	ClarkCounty	Educational services	2011	59445
39023	ClarkCounty	Health care and social assistance	2011	435316
39023	ClarkCounty	Arts, entertainment, and recreation	2011	13241
39023	ClarkCounty	Accommodation and food services	2011	109764
39023	ClarkCounty	Other services (except government and government enterprises)	2011	132161
39023	ClarkCounty	Government and government enterprises	2011	502582
39025	ClermontCounty	Agriculture, forestry, fishing and hunting	2011	20227
39025	ClermontCounty	Mining, quarrying, and oil and gas extraction	2011	608
39025	ClermontCounty	Utilities	2011	655275
39025	ClermontCounty	Construction	2011	276318
39025	ClermontCounty	Manufacturing	2011	580102
39025	ClermontCounty	Wholesale trade	2011	422993
39025	ClermontCounty	Retail trade	2011	505658
39025	ClermontCounty	Transportation and warehousing	2011	522822
39025	ClermontCounty	Information	2011	308890
39025	ClermontCounty	Finance and insurance	2011	521142
39025	ClermontCounty	Real estate and rental and leasing	2011	794544
39025	ClermontCounty	Professional and business services	2011	461122
39025	ClermontCounty	Management of companies and enterprises	2011	65803
39025	ClermontCounty	Administrative and support and waste management and remediation services	2011	150539
39025	ClermontCounty	Educational services	2011	21893
39025	ClermontCounty	Health care and social assistance	2011	310262
39025	ClermontCounty	Arts, entertainment, and recreation	2011	30559
39025	ClermontCounty	Accommodation and food services	2011	155918
39025	ClermontCounty	Other services (except government and government enterprises)	2011	153445
39025	ClermontCounty	Government and government enterprises	2011	583542
39027	ClintonCounty	Agriculture, forestry, fishing and hunting	2011	80768
39027	ClintonCounty	Mining, quarrying, and oil and gas extraction	2011	935
39027	ClintonCounty	Utilities	2011	883
39027	ClintonCounty	Construction	2011	41285
39027	ClintonCounty	Manufacturing	2011	363922
39027	ClintonCounty	Wholesale trade	2011	
39027	ClintonCounty	Retail trade	2011	93804
39027	ClintonCounty	Transportation and warehousing	2011	208701
39027	ClintonCounty	Information	2011	43923
39027	ClintonCounty	Finance and insurance	2011	76571
39027	ClintonCounty	Real estate and rental and leasing	2011	205173
39027	ClintonCounty	Professional and business services	2011	239984
39027	ClintonCounty	Management of companies and enterprises	2011	50024
39027	ClintonCounty	Administrative and support and waste management and remediation services	2011	170600
39027	ClintonCounty	Educational services	2011	
39027	ClintonCounty	Health care and social assistance	2011	
39027	ClintonCounty	Arts, entertainment, and recreation	2011	3761
39027	ClintonCounty	Accommodation and food services	2011	30510
39027	ClintonCounty	Other services (except government and government enterprises)	2011	32852
39027	ClintonCounty	Government and government enterprises	2011	173497
39029	ColumbianaCounty	Agriculture, forestry, fishing and hunting	2011	44889
39029	ColumbianaCounty	Mining, quarrying, and oil and gas extraction	2011	33852
39029	ColumbianaCounty	Utilities	2011	16219
39029	ColumbianaCounty	Construction	2011	94922
39029	ColumbianaCounty	Manufacturing	2011	508882
39029	ColumbianaCounty	Wholesale trade	2011	119656
39029	ColumbianaCounty	Retail trade	2011	227340
39029	ColumbianaCounty	Transportation and warehousing	2011	128587
39029	ColumbianaCounty	Information	2011	18966
39029	ColumbianaCounty	Finance and insurance	2011	113061
39029	ColumbianaCounty	Real estate and rental and leasing	2011	391442
39029	ColumbianaCounty	Professional and business services	2011	156515
39029	ColumbianaCounty	Management of companies and enterprises	2011	42565
39029	ColumbianaCounty	Administrative and support and waste management and remediation services	2011	73949
39029	ColumbianaCounty	Educational services	2011	13604
39029	ColumbianaCounty	Health care and social assistance	2011	255553
39029	ColumbianaCounty	Arts, entertainment, and recreation	2011	8624
39029	ColumbianaCounty	Accommodation and food services	2011	50846
39029	ColumbianaCounty	Other services (except government and government enterprises)	2011	81747
39029	ColumbianaCounty	Government and government enterprises	2011	366920
39031	CoshoctonCounty	Agriculture, forestry, fishing and hunting	2011	38520
39031	CoshoctonCounty	Mining, quarrying, and oil and gas extraction	2011	53976
39031	CoshoctonCounty	Utilities	2011	448727
39031	CoshoctonCounty	Construction	2011	28160
39031	CoshoctonCounty	Manufacturing	2011	345165
39031	CoshoctonCounty	Wholesale trade	2011	16430
39031	CoshoctonCounty	Retail trade	2011	57839
39031	CoshoctonCounty	Transportation and warehousing	2011	33982
39031	CoshoctonCounty	Information	2011	12139
39031	CoshoctonCounty	Finance and insurance	2011	42301
39031	CoshoctonCounty	Real estate and rental and leasing	2011	125539
39031	CoshoctonCounty	Professional and business services	2011	75412
39031	CoshoctonCounty	Management of companies and enterprises	2011	
39031	CoshoctonCounty	Administrative and support and waste management and remediation services	2011	24414
39031	CoshoctonCounty	Educational services	2011	1865
39031	CoshoctonCounty	Health care and social assistance	2011	82155
39031	CoshoctonCounty	Arts, entertainment, and recreation	2011	4118
39031	CoshoctonCounty	Accommodation and food services	2011	15118
39031	CoshoctonCounty	Other services (except government and government enterprises)	2011	27173
39031	CoshoctonCounty	Government and government enterprises	2011	104432
39033	CrawfordCounty	Agriculture, forestry, fishing and hunting	2011	72299
39033	CrawfordCounty	Mining, quarrying, and oil and gas extraction	2011	4256
39033	CrawfordCounty	Utilities	2011	3217
39033	CrawfordCounty	Construction	2011	33976
39033	CrawfordCounty	Manufacturing	2011	325015
39033	CrawfordCounty	Wholesale trade	2011	56313
39033	CrawfordCounty	Retail trade	2011	72473
39033	CrawfordCounty	Transportation and warehousing	2011	
39033	CrawfordCounty	Information	2011	7322
39033	CrawfordCounty	Finance and insurance	2011	100443
39033	CrawfordCounty	Real estate and rental and leasing	2011	186351
39033	CrawfordCounty	Professional and business services	2011	
39033	CrawfordCounty	Management of companies and enterprises	2011	
39033	CrawfordCounty	Administrative and support and waste management and remediation services	2011	
39033	CrawfordCounty	Educational services	2011	
39033	CrawfordCounty	Health care and social assistance	2011	
39033	CrawfordCounty	Arts, entertainment, and recreation	2011	3043
39033	CrawfordCounty	Accommodation and food services	2011	22881
39033	CrawfordCounty	Other services (except government and government enterprises)	2011	27271
39033	CrawfordCounty	Government and government enterprises	2011	135857
39035	CuyahogaCounty	Agriculture, forestry, fishing and hunting	2011	10961
39035	CuyahogaCounty	Mining, quarrying, and oil and gas extraction	2011	128424
39035	CuyahogaCounty	Utilities	2011	213154
39035	CuyahogaCounty	Construction	2011	1464405
39035	CuyahogaCounty	Manufacturing	2011	9402261
39035	CuyahogaCounty	Wholesale trade	2011	6002930
39035	CuyahogaCounty	Retail trade	2011	3534992
39035	CuyahogaCounty	Transportation and warehousing	2011	1921787
39035	CuyahogaCounty	Information	2011	3262623
39035	CuyahogaCounty	Finance and insurance	2011	7656094
39035	CuyahogaCounty	Real estate and rental and leasing	2011	9866851
39035	CuyahogaCounty	Professional and business services	2011	11099646
39035	CuyahogaCounty	Management of companies and enterprises	2011	2304962
39035	CuyahogaCounty	Administrative and support and waste management and remediation services	2011	2589212
39035	CuyahogaCounty	Educational services	2011	1371424
39035	CuyahogaCounty	Health care and social assistance	2011	8203680
39035	CuyahogaCounty	Arts, entertainment, and recreation	2011	944329
39035	CuyahogaCounty	Accommodation and food services	2011	1518885
39035	CuyahogaCounty	Other services (except government and government enterprises)	2011	1550166
39035	CuyahogaCounty	Government and government enterprises	2011	8705290
39037	DarkeCounty	Agriculture, forestry, fishing and hunting	2011	179534
39037	DarkeCounty	Mining, quarrying, and oil and gas extraction	2011	638
39037	DarkeCounty	Utilities	2011	7653
39037	DarkeCounty	Construction	2011	91533
39037	DarkeCounty	Manufacturing	2011	312980
39037	DarkeCounty	Wholesale trade	2011	70580
39037	DarkeCounty	Retail trade	2011	95508
39037	DarkeCounty	Transportation and warehousing	2011	85409
39037	DarkeCounty	Information	2011	11723
39037	DarkeCounty	Finance and insurance	2011	103476
39037	DarkeCounty	Real estate and rental and leasing	2011	195689
39037	DarkeCounty	Professional and business services	2011	102450
39037	DarkeCounty	Management of companies and enterprises	2011	
39037	DarkeCounty	Administrative and support and waste management and remediation services	2011	24973
39037	DarkeCounty	Educational services	2011	1855
39037	DarkeCounty	Health care and social assistance	2011	120898
39037	DarkeCounty	Arts, entertainment, and recreation	2011	6172
39037	DarkeCounty	Accommodation and food services	2011	21047
39037	DarkeCounty	Other services (except government and government enterprises)	2011	39912
39037	DarkeCounty	Government and government enterprises	2011	148972
39039	DefianceCounty	Agriculture, forestry, fishing and hunting	2011	56536
39039	DefianceCounty	Mining, quarrying, and oil and gas extraction	2011	0
39039	DefianceCounty	Utilities	2011	3489
39039	DefianceCounty	Construction	2011	36441
39039	DefianceCounty	Manufacturing	2011	519157
39039	DefianceCounty	Wholesale trade	2011	50954
39039	DefianceCounty	Retail trade	2011	125471
39039	DefianceCounty	Transportation and warehousing	2011	46139
39039	DefianceCounty	Information	2011	39883
39039	DefianceCounty	Finance and insurance	2011	87490
39039	DefianceCounty	Real estate and rental and leasing	2011	138823
39039	DefianceCounty	Professional and business services	2011	80284
39039	DefianceCounty	Management of companies and enterprises	2011	40071
39039	DefianceCounty	Administrative and support and waste management and remediation services	2011	19807
39039	DefianceCounty	Educational services	2011	
39039	DefianceCounty	Health care and social assistance	2011	
39039	DefianceCounty	Arts, entertainment, and recreation	2011	3571
39039	DefianceCounty	Accommodation and food services	2011	28617
39039	DefianceCounty	Other services (except government and government enterprises)	2011	32749
39039	DefianceCounty	Government and government enterprises	2011	139091
39041	DelawareCounty	Agriculture, forestry, fishing and hunting	2011	63438
39041	DelawareCounty	Mining, quarrying, and oil and gas extraction	2011	8479
39041	DelawareCounty	Utilities	2011	16509
39041	DelawareCounty	Construction	2011	207242
39041	DelawareCounty	Manufacturing	2011	736457
39041	DelawareCounty	Wholesale trade	2011	444384
39041	DelawareCounty	Retail trade	2011	550476
39041	DelawareCounty	Transportation and warehousing	2011	259098
39041	DelawareCounty	Information	2011	279009
39041	DelawareCounty	Finance and insurance	2011	913412
39041	DelawareCounty	Real estate and rental and leasing	2011	573693
39041	DelawareCounty	Professional and business services	2011	2092726
39041	DelawareCounty	Management of companies and enterprises	2011	94751
39041	DelawareCounty	Administrative and support and waste management and remediation services	2011	210889
39041	DelawareCounty	Educational services	2011	83822
39041	DelawareCounty	Health care and social assistance	2011	390331
39041	DelawareCounty	Arts, entertainment, and recreation	2011	113039
39041	DelawareCounty	Accommodation and food services	2011	262556
39041	DelawareCounty	Other services (except government and government enterprises)	2011	172908
39041	DelawareCounty	Government and government enterprises	2011	614089
39043	ErieCounty	Agriculture, forestry, fishing and hunting	2011	
39043	ErieCounty	Mining, quarrying, and oil and gas extraction	2011	13959
39043	ErieCounty	Utilities	2011	9499
39043	ErieCounty	Construction	2011	87089
39043	ErieCounty	Manufacturing	2011	1124901
39043	ErieCounty	Wholesale trade	2011	126713
39043	ErieCounty	Retail trade	2011	213715
39043	ErieCounty	Transportation and warehousing	2011	
39043	ErieCounty	Information	2011	48153
39043	ErieCounty	Finance and insurance	2011	118739
39043	ErieCounty	Real estate and rental and leasing	2011	364736
39043	ErieCounty	Professional and business services	2011	150160
39043	ErieCounty	Management of companies and enterprises	2011	42656
39043	ErieCounty	Administrative and support and waste management and remediation services	2011	55594
39043	ErieCounty	Educational services	2011	12712
39043	ErieCounty	Health care and social assistance	2011	315308
39043	ErieCounty	Arts, entertainment, and recreation	2011	1532424
39043	ErieCounty	Accommodation and food services	2011	163197
39043	ErieCounty	Other services (except government and government enterprises)	2011	55941
39043	ErieCounty	Government and government enterprises	2011	401553
39045	FairfieldCounty	Agriculture, forestry, fishing and hunting	2011	38886
39045	FairfieldCounty	Mining, quarrying, and oil and gas extraction	2011	12027
39045	FairfieldCounty	Utilities	2011	15771
39045	FairfieldCounty	Construction	2011	171457
39045	FairfieldCounty	Manufacturing	2011	408022
39045	FairfieldCounty	Wholesale trade	2011	117135
39045	FairfieldCounty	Retail trade	2011	300187
39045	FairfieldCounty	Transportation and warehousing	2011	72899
39045	FairfieldCounty	Information	2011	49446
39045	FairfieldCounty	Finance and insurance	2011	158658
39045	FairfieldCounty	Real estate and rental and leasing	2011	492923
39045	FairfieldCounty	Professional and business services	2011	334534
39045	FairfieldCounty	Management of companies and enterprises	2011	51737
39045	FairfieldCounty	Administrative and support and waste management and remediation services	2011	183554
39045	FairfieldCounty	Educational services	2011	14967
39045	FairfieldCounty	Health care and social assistance	2011	386835
39045	FairfieldCounty	Arts, entertainment, and recreation	2011	19055
39045	FairfieldCounty	Accommodation and food services	2011	113239
39045	FairfieldCounty	Other services (except government and government enterprises)	2011	120564
39045	FairfieldCounty	Government and government enterprises	2011	491256
39047	FayetteCounty	Agriculture, forestry, fishing and hunting	2011	71420
39047	FayetteCounty	Mining, quarrying, and oil and gas extraction	2011	0
39047	FayetteCounty	Utilities	2011	1242
39047	FayetteCounty	Construction	2011	27669
39047	FayetteCounty	Manufacturing	2011	171031
39047	FayetteCounty	Wholesale trade	2011	
39047	FayetteCounty	Retail trade	2011	112215
39047	FayetteCounty	Transportation and warehousing	2011	73349
39047	FayetteCounty	Information	2011	8461
39047	FayetteCounty	Finance and insurance	2011	48141
39047	FayetteCounty	Real estate and rental and leasing	2011	120678
39047	FayetteCounty	Professional and business services	2011	
39047	FayetteCounty	Management of companies and enterprises	2011	
39047	FayetteCounty	Administrative and support and waste management and remediation services	2011	11100
39047	FayetteCounty	Educational services	2011	
39047	FayetteCounty	Health care and social assistance	2011	
39047	FayetteCounty	Arts, entertainment, and recreation	2011	4261
39047	FayetteCounty	Accommodation and food services	2011	25152
