GeoArea_FIPS	GeoArea_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
39031	CoshoctonCounty	Management of companies and enterprises	2003	21699
39031	CoshoctonCounty	Administrative and support and waste management and remediation services	2003	19264
39031	CoshoctonCounty	Educational services	2003	
39031	CoshoctonCounty	Health care and social assistance	2003	
39031	CoshoctonCounty	Arts, entertainment, and recreation	2003	9664
39031	CoshoctonCounty	Accommodation and food services	2003	11921
39031	CoshoctonCounty	Other services (except government and government enterprises)	2003	26208
39031	CoshoctonCounty	Government and government enterprises	2003	87124
39033	CrawfordCounty	Agriculture, forestry, fishing and hunting	2003	33202
39033	CrawfordCounty	Mining, quarrying, and oil and gas extraction	2003	5468
39033	CrawfordCounty	Utilities	2003	2333
39033	CrawfordCounty	Construction	2003	44452
39033	CrawfordCounty	Manufacturing	2003	448652
39033	CrawfordCounty	Wholesale trade	2003	45211
39033	CrawfordCounty	Retail trade	2003	74309
39033	CrawfordCounty	Transportation and warehousing	2003	
39033	CrawfordCounty	Information	2003	9994
39033	CrawfordCounty	Finance and insurance	2003	88870
39033	CrawfordCounty	Real estate and rental and leasing	2003	110321
39033	CrawfordCounty	Professional and business services	2003	
39033	CrawfordCounty	Management of companies and enterprises	2003	
39033	CrawfordCounty	Administrative and support and waste management and remediation services	2003	
39033	CrawfordCounty	Educational services	2003	
39033	CrawfordCounty	Health care and social assistance	2003	
39033	CrawfordCounty	Arts, entertainment, and recreation	2003	3311
39033	CrawfordCounty	Accommodation and food services	2003	19006
39033	CrawfordCounty	Other services (except government and government enterprises)	2003	28344
39033	CrawfordCounty	Government and government enterprises	2003	117598
39035	CuyahogaCounty	Agriculture, forestry, fishing and hunting	2003	9106
39035	CuyahogaCounty	Mining, quarrying, and oil and gas extraction	2003	38645
39035	CuyahogaCounty	Utilities	2003	165890
39035	CuyahogaCounty	Construction	2003	1829105
39035	CuyahogaCounty	Manufacturing	2003	10010500
39035	CuyahogaCounty	Wholesale trade	2003	4457758
39035	CuyahogaCounty	Retail trade	2003	4237701
39035	CuyahogaCounty	Transportation and warehousing	2003	1820053
39035	CuyahogaCounty	Information	2003	3067003
39035	CuyahogaCounty	Finance and insurance	2003	8646859
39035	CuyahogaCounty	Real estate and rental and leasing	2003	8931016
39035	CuyahogaCounty	Professional and business services	2003	7647389
39035	CuyahogaCounty	Management of companies and enterprises	2003	1324470
39035	CuyahogaCounty	Administrative and support and waste management and remediation services	2003	1835256
39035	CuyahogaCounty	Educational services	2003	953191
39035	CuyahogaCounty	Health care and social assistance	2003	5550933
39035	CuyahogaCounty	Arts, entertainment, and recreation	2003	811329
39035	CuyahogaCounty	Accommodation and food services	2003	1436105
39035	CuyahogaCounty	Other services (except government and government enterprises)	2003	1466755
39035	CuyahogaCounty	Government and government enterprises	2003	7217551
39037	DarkeCounty	Agriculture, forestry, fishing and hunting	2003	27235
39037	DarkeCounty	Mining, quarrying, and oil and gas extraction	2003	397
39037	DarkeCounty	Utilities	2003	4633
39037	DarkeCounty	Construction	2003	82622
39037	DarkeCounty	Manufacturing	2003	370706
39037	DarkeCounty	Wholesale trade	2003	59053
39037	DarkeCounty	Retail trade	2003	97557
39037	DarkeCounty	Transportation and warehousing	2003	
39037	DarkeCounty	Information	2003	15050
39037	DarkeCounty	Finance and insurance	2003	99684
39037	DarkeCounty	Real estate and rental and leasing	2003	142583
39037	DarkeCounty	Professional and business services	2003	
39037	DarkeCounty	Management of companies and enterprises	2003	
39037	DarkeCounty	Administrative and support and waste management and remediation services	2003	36271
39037	DarkeCounty	Educational services	2003	
39037	DarkeCounty	Health care and social assistance	2003	
39037	DarkeCounty	Arts, entertainment, and recreation	2003	4517
39037	DarkeCounty	Accommodation and food services	2003	20551
39037	DarkeCounty	Other services (except government and government enterprises)	2003	41244
39037	DarkeCounty	Government and government enterprises	2003	121704
39039	DefianceCounty	Agriculture, forestry, fishing and hunting	2003	26774
39039	DefianceCounty	Mining, quarrying, and oil and gas extraction	2003	0
39039	DefianceCounty	Utilities	2003	3800
39039	DefianceCounty	Construction	2003	38966
39039	DefianceCounty	Manufacturing	2003	522574
39039	DefianceCounty	Wholesale trade	2003	39303
39039	DefianceCounty	Retail trade	2003	121939
39039	DefianceCounty	Transportation and warehousing	2003	
39039	DefianceCounty	Information	2003	42185
39039	DefianceCounty	Finance and insurance	2003	89085
39039	DefianceCounty	Real estate and rental and leasing	2003	87092
39039	DefianceCounty	Professional and business services	2003	61357
39039	DefianceCounty	Management of companies and enterprises	2003	29072
39039	DefianceCounty	Administrative and support and waste management and remediation services	2003	13193
39039	DefianceCounty	Educational services	2003	
39039	DefianceCounty	Health care and social assistance	2003	
39039	DefianceCounty	Arts, entertainment, and recreation	2003	4405
39039	DefianceCounty	Accommodation and food services	2003	21143
39039	DefianceCounty	Other services (except government and government enterprises)	2003	32594
39039	DefianceCounty	Government and government enterprises	2003	110461
39041	DelawareCounty	Agriculture, forestry, fishing and hunting	2003	13740
39041	DelawareCounty	Mining, quarrying, and oil and gas extraction	2003	9312
39041	DelawareCounty	Utilities	2003	7475
39041	DelawareCounty	Construction	2003	270691
39041	DelawareCounty	Manufacturing	2003	509099
39041	DelawareCounty	Wholesale trade	2003	214835
39041	DelawareCounty	Retail trade	2003	441719
39041	DelawareCounty	Transportation and warehousing	2003	
39041	DelawareCounty	Information	2003	75956
39041	DelawareCounty	Finance and insurance	2003	526047
39041	DelawareCounty	Real estate and rental and leasing	2003	514806
39041	DelawareCounty	Professional and business services	2003	
39041	DelawareCounty	Management of companies and enterprises	2003	
39041	DelawareCounty	Administrative and support and waste management and remediation services	2003	
39041	DelawareCounty	Educational services	2003	58449
39041	DelawareCounty	Health care and social assistance	2003	185522
39041	DelawareCounty	Arts, entertainment, and recreation	2003	77751
39041	DelawareCounty	Accommodation and food services	2003	123478
39041	DelawareCounty	Other services (except government and government enterprises)	2003	122011
39041	DelawareCounty	Government and government enterprises	2003	389749
39043	ErieCounty	Agriculture, forestry, fishing and hunting	2003	
39043	ErieCounty	Mining, quarrying, and oil and gas extraction	2003	19350
39043	ErieCounty	Utilities	2003	8680
39043	ErieCounty	Construction	2003	93184
39043	ErieCounty	Manufacturing	2003	921618
39043	ErieCounty	Wholesale trade	2003	142619
39043	ErieCounty	Retail trade	2003	187334
39043	ErieCounty	Transportation and warehousing	2003	
39043	ErieCounty	Information	2003	39619
39043	ErieCounty	Finance and insurance	2003	108312
39043	ErieCounty	Real estate and rental and leasing	2003	263887
39043	ErieCounty	Professional and business services	2003	126451
39043	ErieCounty	Management of companies and enterprises	2003	23638
39043	ErieCounty	Administrative and support and waste management and remediation services	2003	47300
39043	ErieCounty	Educational services	2003	7066
39043	ErieCounty	Health care and social assistance	2003	215729
39043	ErieCounty	Arts, entertainment, and recreation	2003	1314358
39043	ErieCounty	Accommodation and food services	2003	110486
39043	ErieCounty	Other services (except government and government enterprises)	2003	61916
39043	ErieCounty	Government and government enterprises	2003	323659
39045	FairfieldCounty	Agriculture, forestry, fishing and hunting	2003	43863
39045	FairfieldCounty	Mining, quarrying, and oil and gas extraction	2003	13839
39045	FairfieldCounty	Utilities	2003	14587
39045	FairfieldCounty	Construction	2003	187074
39045	FairfieldCounty	Manufacturing	2003	401308
39045	FairfieldCounty	Wholesale trade	2003	64034
39045	FairfieldCounty	Retail trade	2003	235381
39045	FairfieldCounty	Transportation and warehousing	2003	41635
39045	FairfieldCounty	Information	2003	32422
39045	FairfieldCounty	Finance and insurance	2003	148858
39045	FairfieldCounty	Real estate and rental and leasing	2003	354831
39045	FairfieldCounty	Professional and business services	2003	206788
39045	FairfieldCounty	Management of companies and enterprises	2003	27622
39045	FairfieldCounty	Administrative and support and waste management and remediation services	2003	97847
39045	FairfieldCounty	Educational services	2003	10386
39045	FairfieldCounty	Health care and social assistance	2003	176763
39045	FairfieldCounty	Arts, entertainment, and recreation	2003	12353
39045	FairfieldCounty	Accommodation and food services	2003	77560
39045	FairfieldCounty	Other services (except government and government enterprises)	2003	94937
39045	FairfieldCounty	Government and government enterprises	2003	440747
39047	FayetteCounty	Agriculture, forestry, fishing and hunting	2003	56283
39047	FayetteCounty	Mining, quarrying, and oil and gas extraction	2003	793
39047	FayetteCounty	Utilities	2003	464
39047	FayetteCounty	Construction	2003	21501
39047	FayetteCounty	Manufacturing	2003	208286
39047	FayetteCounty	Wholesale trade	2003	
39047	FayetteCounty	Retail trade	2003	80584
39047	FayetteCounty	Transportation and warehousing	2003	40312
39047	FayetteCounty	Information	2003	8362
39047	FayetteCounty	Finance and insurance	2003	37067
39047	FayetteCounty	Real estate and rental and leasing	2003	82560
39047	FayetteCounty	Professional and business services	2003	13911
39047	FayetteCounty	Management of companies and enterprises	2003	0
39047	FayetteCounty	Administrative and support and waste management and remediation services	2003	5441
39047	FayetteCounty	Educational services	2003	
39047	FayetteCounty	Health care and social assistance	2003	
39047	FayetteCounty	Arts, entertainment, and recreation	2003	2667
39047	FayetteCounty	Accommodation and food services	2003	21450
39047	FayetteCounty	Other services (except government and government enterprises)	2003	17103
39047	FayetteCounty	Government and government enterprises	2003	83193
39049	FranklinCounty	Agriculture, forestry, fishing and hunting	2003	13045
39049	FranklinCounty	Mining, quarrying, and oil and gas extraction	2003	26392
39049	FranklinCounty	Utilities	2003	227120
39049	FranklinCounty	Construction	2003	2194710
39049	FranklinCounty	Manufacturing	2003	5045388
39049	FranklinCounty	Wholesale trade	2003	3260168
39049	FranklinCounty	Retail trade	2003	4830853
39049	FranklinCounty	Transportation and warehousing	2003	1888203
39049	FranklinCounty	Information	2003	2922278
39049	FranklinCounty	Finance and insurance	2003	5963198
39049	FranklinCounty	Real estate and rental and leasing	2003	7473970
39049	FranklinCounty	Professional and business services	2003	7427545
39049	FranklinCounty	Management of companies and enterprises	2003	1462644
39049	FranklinCounty	Administrative and support and waste management and remediation services	2003	2206802
39049	FranklinCounty	Educational services	2003	400025
39049	FranklinCounty	Health care and social assistance	2003	3945774
39049	FranklinCounty	Arts, entertainment, and recreation	2003	387903
39049	FranklinCounty	Accommodation and food services	2003	1539830
39049	FranklinCounty	Other services (except government and government enterprises)	2003	1473265
39049	FranklinCounty	Government and government enterprises	2003	7501677
39051	FultonCounty	Agriculture, forestry, fishing and hunting	2003	55709
39051	FultonCounty	Mining, quarrying, and oil and gas extraction	2003	4203
39051	FultonCounty	Utilities	2003	2306
39051	FultonCounty	Construction	2003	77982
39051	FultonCounty	Manufacturing	2003	669087
39051	FultonCounty	Wholesale trade	2003	94286
39051	FultonCounty	Retail trade	2003	80811
39051	FultonCounty	Transportation and warehousing	2003	
39051	FultonCounty	Information	2003	15579
39051	FultonCounty	Finance and insurance	2003	71644
39051	FultonCounty	Real estate and rental and leasing	2003	90652
39051	FultonCounty	Professional and business services	2003	
39051	FultonCounty	Management of companies and enterprises	2003	
39051	FultonCounty	Administrative and support and waste management and remediation services	2003	17342
39051	FultonCounty	Educational services	2003	
39051	FultonCounty	Health care and social assistance	2003	
39051	FultonCounty	Arts, entertainment, and recreation	2003	7782
39051	FultonCounty	Accommodation and food services	2003	18732
39051	FultonCounty	Other services (except government and government enterprises)	2003	36298
39051	FultonCounty	Government and government enterprises	2003	125397
39053	GalliaCounty	Agriculture, forestry, fishing and hunting	2003	
39053	GalliaCounty	Mining, quarrying, and oil and gas extraction	2003	5290
39053	GalliaCounty	Utilities	2003	859844
39053	GalliaCounty	Construction	2003	
39053	GalliaCounty	Manufacturing	2003	88538
39053	GalliaCounty	Wholesale trade	2003	16043
39053	GalliaCounty	Retail trade	2003	70321
39053	GalliaCounty	Transportation and warehousing	2003	23899
39053	GalliaCounty	Information	2003	14331
39053	GalliaCounty	Finance and insurance	2003	50849
39053	GalliaCounty	Real estate and rental and leasing	2003	69156
39053	GalliaCounty	Professional and business services	2003	37499
39053	GalliaCounty	Management of companies and enterprises	2003	
39053	GalliaCounty	Administrative and support and waste management and remediation services	2003	11679
39053	GalliaCounty	Educational services	2003	
39053	GalliaCounty	Health care and social assistance	2003	
39053	GalliaCounty	Arts, entertainment, and recreation	2003	1747
39053	GalliaCounty	Accommodation and food services	2003	19542
39053	GalliaCounty	Other services (except government and government enterprises)	2003	25074
39053	GalliaCounty	Government and government enterprises	2003	108771
39055	GeaugaCounty	Agriculture, forestry, fishing and hunting	2003	32377
39055	GeaugaCounty	Mining, quarrying, and oil and gas extraction	2003	24483
39055	GeaugaCounty	Utilities	2003	471
39055	GeaugaCounty	Construction	2003	255730
39055	GeaugaCounty	Manufacturing	2003	709086
39055	GeaugaCounty	Wholesale trade	2003	187114
39055	GeaugaCounty	Retail trade	2003	161954
39055	GeaugaCounty	Transportation and warehousing	2003	
39055	GeaugaCounty	Information	2003	29277
39055	GeaugaCounty	Finance and insurance	2003	155526
39055	GeaugaCounty	Real estate and rental and leasing	2003	198328
39055	GeaugaCounty	Professional and business services	2003	
39055	GeaugaCounty	Management of companies and enterprises	2003	
39055	GeaugaCounty	Administrative and support and waste management and remediation services	2003	102969
39055	GeaugaCounty	Educational services	2003	25683
39055	GeaugaCounty	Health care and social assistance	2003	150953
39055	GeaugaCounty	Arts, entertainment, and recreation	2003	34149
39055	GeaugaCounty	Accommodation and food services	2003	45827
39055	GeaugaCounty	Other services (except government and government enterprises)	2003	83355
39055	GeaugaCounty	Government and government enterprises	2003	219734
39057	GreeneCounty	Agriculture, forestry, fishing and hunting	2003	
39057	GreeneCounty	Mining, quarrying, and oil and gas extraction	2003	4276
39057	GreeneCounty	Utilities	2003	6808
39057	GreeneCounty	Construction	2003	152151
39057	GreeneCounty	Manufacturing	2003	368119
39057	GreeneCounty	Wholesale trade	2003	137989
39057	GreeneCounty	Retail trade	2003	450681
39057	GreeneCounty	Transportation and warehousing	2003	
39057	GreeneCounty	Information	2003	114395
39057	GreeneCounty	Finance and insurance	2003	182413
39057	GreeneCounty	Real estate and rental and leasing	2003	426088
39057	GreeneCounty	Professional and business services	2003	589613
39057	GreeneCounty	Management of companies and enterprises	2003	30756
39057	GreeneCounty	Administrative and support and waste management and remediation services	2003	86171
39057	GreeneCounty	Educational services	2003	83325
39057	GreeneCounty	Health care and social assistance	2003	225164
39057	GreeneCounty	Arts, entertainment, and recreation	2003	25139
39057	GreeneCounty	Accommodation and food services	2003	110055
39057	GreeneCounty	Other services (except government and government enterprises)	2003	95864
39057	GreeneCounty	Government and government enterprises	2003	2164140
39059	GuernseyCounty	Agriculture, forestry, fishing and hunting	2003	17867
39059	GuernseyCounty	Mining, quarrying, and oil and gas extraction	2003	20115
39059	GuernseyCounty	Utilities	2003	3858
39059	GuernseyCounty	Construction	2003	46699
39059	GuernseyCounty	Manufacturing	2003	233253
39059	GuernseyCounty	Wholesale trade	2003	23001
39059	GuernseyCounty	Retail trade	2003	80503
39059	GuernseyCounty	Transportation and warehousing	2003	27805
39059	GuernseyCounty	Information	2003	34114
39059	GuernseyCounty	Finance and insurance	2003	47122
39059	GuernseyCounty	Real estate and rental and leasing	2003	106487
39059	GuernseyCounty	Professional and business services	2003	66119
39059	GuernseyCounty	Management of companies and enterprises	2003	26216
39059	GuernseyCounty	Administrative and support and waste management and remediation services	2003	19731
39059	GuernseyCounty	Educational services	2003	1143
39059	GuernseyCounty	Health care and social assistance	2003	97185
39059	GuernseyCounty	Arts, entertainment, and recreation	2003	2460
39059	GuernseyCounty	Accommodation and food services	2003	34559
39059	GuernseyCounty	Other services (except government and government enterprises)	2003	27049
39059	GuernseyCounty	Government and government enterprises	2003	149478
39061	HamiltonCounty	Agriculture, forestry, fishing and hunting	2003	5178
39061	HamiltonCounty	Mining, quarrying, and oil and gas extraction	2003	10285
39061	HamiltonCounty	Utilities	2003	392217
39061	HamiltonCounty	Construction	2003	1777221
39061	HamiltonCounty	Manufacturing	2003	8627891
39061	HamiltonCounty	Wholesale trade	2003	4085187
39061	HamiltonCounty	Retail trade	2003	2807992
39061	HamiltonCounty	Transportation and warehousing	2003	883698
39061	HamiltonCounty	Information	2003	1749073
39061	HamiltonCounty	Finance and insurance	2003	5064798
39061	HamiltonCounty	Real estate and rental and leasing	2003	5630215
39061	HamiltonCounty	Professional and business services	2003	7905605
39061	HamiltonCounty	Management of companies and enterprises	2003	2846188
39061	HamiltonCounty	Administrative and support and waste management and remediation services	2003	1763038
39061	HamiltonCounty	Educational services	2003	328666
39061	HamiltonCounty	Health care and social assistance	2003	3970430
39061	HamiltonCounty	Arts, entertainment, and recreation	2003	519979
39061	HamiltonCounty	Accommodation and food services	2003	999620
39061	HamiltonCounty	Other services (except government and government enterprises)	2003	1009775
39061	HamiltonCounty	Government and government enterprises	2003	4196195
39063	HancockCounty	Agriculture, forestry, fishing and hunting	2003	
39063	HancockCounty	Mining, quarrying, and oil and gas extraction	2003	163926
39063	HancockCounty	Utilities	2003	9940
39063	HancockCounty	Construction	2003	
39063	HancockCounty	Manufacturing	2003	1099710
39063	HancockCounty	Wholesale trade	2003	99390
39063	HancockCounty	Retail trade	2003	268325
39063	HancockCounty	Transportation and warehousing	2003	231267
39063	HancockCounty	Information	2003	61306
39063	HancockCounty	Finance and insurance	2003	118793
39063	HancockCounty	Real estate and rental and leasing	2003	258242
39063	HancockCounty	Professional and business services	2003	189003
39063	HancockCounty	Management of companies and enterprises	2003	53623
39063	HancockCounty	Administrative and support and waste management and remediation services	2003	97673
39063	HancockCounty	Educational services	2003	47281
39063	HancockCounty	Health care and social assistance	2003	190357
39063	HancockCounty	Arts, entertainment, and recreation	2003	10087
39063	HancockCounty	Accommodation and food services	2003	68342
39063	HancockCounty	Other services (except government and government enterprises)	2003	68922
39063	HancockCounty	Government and government enterprises	2003	198246
39065	HardinCounty	Agriculture, forestry, fishing and hunting	2003	74732
39065	HardinCounty	Mining, quarrying, and oil and gas extraction	2003	0
39065	HardinCounty	Utilities	2003	3752
39065	HardinCounty	Construction	2003	14743
39065	HardinCounty	Manufacturing	2003	189012
39065	HardinCounty	Wholesale trade	2003	24563
39065	HardinCounty	Retail trade	2003	38786
39065	HardinCounty	Transportation and warehousing	2003	15750
39065	HardinCounty	Information	2003	20789
39065	HardinCounty	Finance and insurance	2003	31835
39065	HardinCounty	Real estate and rental and leasing	2003	72587
39065	HardinCounty	Professional and business services	2003	12854
39065	HardinCounty	Management of companies and enterprises	2003	
39065	HardinCounty	Administrative and support and waste management and remediation services	2003	
39065	HardinCounty	Educational services	2003	
39065	HardinCounty	Health care and social assistance	2003	
39065	HardinCounty	Arts, entertainment, and recreation	2003	2145
39065	HardinCounty	Accommodation and food services	2003	13273
39065	HardinCounty	Other services (except government and government enterprises)	2003	19358
39065	HardinCounty	Government and government enterprises	2003	81240
39067	HarrisonCounty	Agriculture, forestry, fishing and hunting	2003	10690
39067	HarrisonCounty	Mining, quarrying, and oil and gas extraction	2003	55219
39067	HarrisonCounty	Utilities	2003	673
39067	HarrisonCounty	Construction	2003	8387
39067	HarrisonCounty	Manufacturing	2003	36914
39067	HarrisonCounty	Wholesale trade	2003	9053
39067	HarrisonCounty	Retail trade	2003	14862
39067	HarrisonCounty	Transportation and warehousing	2003	
39067	HarrisonCounty	Information	2003	4362
39067	HarrisonCounty	Finance and insurance	2003	12017
39067	HarrisonCounty	Real estate and rental and leasing	2003	44607
39067	HarrisonCounty	Professional and business services	2003	6012
39067	HarrisonCounty	Management of companies and enterprises	2003	
39067	HarrisonCounty	Administrative and support and waste management and remediation services	2003	
39067	HarrisonCounty	Educational services	2003	
39067	HarrisonCounty	Health care and social assistance	2003	
39067	HarrisonCounty	Arts, entertainment, and recreation	2003	2077
39067	HarrisonCounty	Accommodation and food services	2003	2615
39067	HarrisonCounty	Other services (except government and government enterprises)	2003	
39067	HarrisonCounty	Government and government enterprises	2003	39616
39069	HenryCounty	Agriculture, forestry, fishing and hunting	2003	
39069	HenryCounty	Mining, quarrying, and oil and gas extraction	2003	41
39069	HenryCounty	Utilities	2003	
39069	HenryCounty	Construction	2003	47558
39069	HenryCounty	Manufacturing	2003	
39069	HenryCounty	Wholesale trade	2003	
39069	HenryCounty	Retail trade	2003	53632
39069	HenryCounty	Transportation and warehousing	2003	41376
39069	HenryCounty	Information	2003	13575
39069	HenryCounty	Finance and insurance	2003	
39069	HenryCounty	Real estate and rental and leasing	2003	
39069	HenryCounty	Professional and business services	2003	38666
39069	HenryCounty	Management of companies and enterprises	2003	20686
39069	HenryCounty	Administrative and support and waste management and remediation services	2003	8414
39069	HenryCounty	Educational services	2003	1034
39069	HenryCounty	Health care and social assistance	2003	40813
39069	HenryCounty	Arts, entertainment, and recreation	2003	648
39069	HenryCounty	Accommodation and food services	2003	8412
39069	HenryCounty	Other services (except government and government enterprises)	2003	23689
39069	HenryCounty	Government and government enterprises	2003	101886
39071	HighlandCounty	Agriculture, forestry, fishing and hunting	2003	18539
39071	HighlandCounty	Mining, quarrying, and oil and gas extraction	2003	11201
39071	HighlandCounty	Utilities	2003	4807
39071	HighlandCounty	Construction	2003	42078
39071	HighlandCounty	Manufacturing	2003	210213
39071	HighlandCounty	Wholesale trade	2003	16697
39071	HighlandCounty	Retail trade	2003	75388
39071	HighlandCounty	Transportation and warehousing	2003	14403
39071	HighlandCounty	Information	2003	34405
39071	HighlandCounty	Finance and insurance	2003	82143
39071	HighlandCounty	Real estate and rental and leasing	2003	98237
39071	HighlandCounty	Professional and business services	2003	18169
39071	HighlandCounty	Management of companies and enterprises	2003	0
39071	HighlandCounty	Administrative and support and waste management and remediation services	2003	7703
39071	HighlandCounty	Educational services	2003	154
39071	HighlandCounty	Health care and social assistance	2003	44542
39071	HighlandCounty	Arts, entertainment, and recreation	2003	543
39071	HighlandCounty	Accommodation and food services	2003	18629
39071	HighlandCounty	Other services (except government and government enterprises)	2003	23078
39071	HighlandCounty	Government and government enterprises	2003	125492
39073	HockingCounty	Agriculture, forestry, fishing and hunting	2003	4488
39073	HockingCounty	Mining, quarrying, and oil and gas extraction	2003	14757
39073	HockingCounty	Utilities	2003	256
39073	HockingCounty	Construction	2003	27261
39073	HockingCounty	Manufacturing	2003	83723
39073	HockingCounty	Wholesale trade	2003	12330
39073	HockingCounty	Retail trade	2003	44275
39073	HockingCounty	Transportation and warehousing	2003	
39073	HockingCounty	Information	2003	8873
39073	HockingCounty	Finance and insurance	2003	25374
39073	HockingCounty	Real estate and rental and leasing	2003	62040
39073	HockingCounty	Professional and business services	2003	12011
39073	HockingCounty	Management of companies and enterprises	2003	0
39073	HockingCounty	Administrative and support and waste management and remediation services	2003	5777
39073	HockingCounty	Educational services	2003	
39073	HockingCounty	Health care and social assistance	2003	
39073	HockingCounty	Arts, entertainment, and recreation	2003	3461
39073	HockingCounty	Accommodation and food services	2003	14102
39073	HockingCounty	Other services (except government and government enterprises)	2003	16705
39073	HockingCounty	Government and government enterprises	2003	95337
39075	HolmesCounty	Agriculture, forestry, fishing and hunting	2003	73217
39075	HolmesCounty	Mining, quarrying, and oil and gas extraction	2003	25229
39075	HolmesCounty	Utilities	2003	2877
39075	HolmesCounty	Construction	2003	99284
39075	HolmesCounty	Manufacturing	2003	421874
39075	HolmesCounty	Wholesale trade	2003	46612
39075	HolmesCounty	Retail trade	2003	117419
39075	HolmesCounty	Transportation and warehousing	2003	40578
39075	HolmesCounty	Information	2003	7158
39075	HolmesCounty	Finance and insurance	2003	52228
39075	HolmesCounty	Real estate and rental and leasing	2003	65678
39075	HolmesCounty	Professional and business services	2003	67071
39075	HolmesCounty	Management of companies and enterprises	2003	
39075	HolmesCounty	Administrative and support and waste management and remediation services	2003	24212
39075	HolmesCounty	Educational services	2003	
39075	HolmesCounty	Health care and social assistance	2003	
39075	HolmesCounty	Arts, entertainment, and recreation	2003	2481
39075	HolmesCounty	Accommodation and food services	2003	25602
39075	HolmesCounty	Other services (except government and government enterprises)	2003	37573
39075	HolmesCounty	Government and government enterprises	2003	82004
39077	HuronCounty	Agriculture, forestry, fishing and hunting	2003	40840
39077	HuronCounty	Mining, quarrying, and oil and gas extraction	2003	1625
39077	HuronCounty	Utilities	2003	2600
39077	HuronCounty	Construction	2003	112144
39077	HuronCounty	Manufacturing	2003	680230
39077	HuronCounty	Wholesale trade	2003	
39077	HuronCounty	Retail trade	2003	100095
39077	HuronCounty	Transportation and warehousing	2003	125095
39077	HuronCounty	Information	2003	28644
39077	HuronCounty	Finance and insurance	2003	67474
39077	HuronCounty	Real estate and rental and leasing	2003	154159
39077	HuronCounty	Professional and business services	2003	76643
39077	HuronCounty	Management of companies and enterprises	2003	28641
39077	HuronCounty	Administrative and support and waste management and remediation services	2003	14415
39077	HuronCounty	Educational services	2003	
39077	HuronCounty	Health care and social assistance	2003	
39077	HuronCounty	Arts, entertainment, and recreation	2003	4337
39077	HuronCounty	Accommodation and food services	2003	32348
39077	HuronCounty	Other services (except government and government enterprises)	2003	42726
39077	HuronCounty	Government and government enterprises	2003	154548
39079	JacksonCounty	Agriculture, forestry, fishing and hunting	2003	5725
39079	JacksonCounty	Mining, quarrying, and oil and gas extraction	2003	14162
39079	JacksonCounty	Utilities	2003	2262
39079	JacksonCounty	Construction	2003	32353
39079	JacksonCounty	Manufacturing	2003	274366
39079	JacksonCounty	Wholesale trade	2003	
39079	JacksonCounty	Retail trade	2003	68358
39079	JacksonCounty	Transportation and warehousing	2003	
39079	JacksonCounty	Information	2003	15116
39079	JacksonCounty	Finance and insurance	2003	46747
39079	JacksonCounty	Real estate and rental and leasing	2003	65035
39079	JacksonCounty	Professional and business services	2003	25826
39079	JacksonCounty	Management of companies and enterprises	2003	6386
39079	JacksonCounty	Administrative and support and waste management and remediation services	2003	10488
39079	JacksonCounty	Educational services	2003	803
39079	JacksonCounty	Health care and social assistance	2003	35231
39079	JacksonCounty	Arts, entertainment, and recreation	2003	1621
39079	JacksonCounty	Accommodation and food services	2003	17700
39079	JacksonCounty	Other services (except government and government enterprises)	2003	18920
39079	JacksonCounty	Government and government enterprises	2003	83705
39081	JeffersonCounty	Agriculture, forestry, fishing and hunting	2003	13138
39081	JeffersonCounty	Mining, quarrying, and oil and gas extraction	2003	13239
39081	JeffersonCounty	Utilities	2003	948007
39081	JeffersonCounty	Construction	2003	98951
39081	JeffersonCounty	Manufacturing	2003	222251
39081	JeffersonCounty	Wholesale trade	2003	56108
39081	JeffersonCounty	Retail trade	2003	147461
39081	JeffersonCounty	Transportation and warehousing	2003	46273
39081	JeffersonCounty	Information	2003	51888
39081	JeffersonCounty	Finance and insurance	2003	87591
39081	JeffersonCounty	Real estate and rental and leasing	2003	212749
39081	JeffersonCounty	Professional and business services	2003	97763
39081	JeffersonCounty	Management of companies and enterprises	2003	21282
39081	JeffersonCounty	Administrative and support and waste management and remediation services	2003	46897
39081	JeffersonCounty	Educational services	2003	26594
39081	JeffersonCounty	Health care and social assistance	2003	191747
39081	JeffersonCounty	Arts, entertainment, and recreation	2003	12109
39081	JeffersonCounty	Accommodation and food services	2003	35028
39081	JeffersonCounty	Other services (except government and government enterprises)	2003	48692
39081	JeffersonCounty	Government and government enterprises	2003	195863
39083	KnoxCounty	Agriculture, forestry, fishing and hunting	2003	5503
39083	KnoxCounty	Mining, quarrying, and oil and gas extraction	2003	15274
39083	KnoxCounty	Utilities	2003	3701
39083	KnoxCounty	Construction	2003	110106
39083	KnoxCounty	Manufacturing	2003	316856
39083	KnoxCounty	Wholesale trade	2003	32029
39083	KnoxCounty	Retail trade	2003	94884
39083	KnoxCounty	Transportation and warehousing	2003	20105
39083	KnoxCounty	Information	2003	27641
39083	KnoxCounty	Finance and insurance	2003	57220
39083	KnoxCounty	Real estate and rental and leasing	2003	127735
39083	KnoxCounty	Professional and business services	2003	60943
39083	KnoxCounty	Management of companies and enterprises	2003	
39083	KnoxCounty	Administrative and support and waste management and remediation services	2003	16881
39083	KnoxCounty	Educational services	2003	67386
39083	KnoxCounty	Health care and social assistance	2003	94415
