	RegionName	RegionID	SizeRank	RegionType	StateName	2008-04-30	2008-05-31	2008-06-30	2008-07-31	2008-08-31	2008-09-30	2008-10-31	2008-11-30	2008-12-31	2009-01-31	2009-02-28	2009-03-31	2009-04-30	2009-05-31	2009-06-30	2009-07-31	2009-08-31	2009-09-30	2009-10-31	2009-11-30	2009-12-31	2010-01-31	2010-02-28	2010-03-31	2010-04-30	2010-05-31	2010-06-30	2010-07-31	2010-08-31	2010-09-30	2010-10-31	2010-11-30	2010-12-31	2011-01-31	2011-02-28	2011-03-31	2011-04-30	2011-05-31	2011-06-30	2011-07-31	2011-08-31	2011-09-30	2011-10-31	2011-11-30	2011-12-31	2012-01-31	2012-02-29	2012-03-31	2012-04-30	2012-05-31	2012-06-30	2012-07-31	2012-08-31	2012-09-30	2012-10-31	2012-11-30	2012-12-31	2013-01-31	2013-02-28	2013-03-31	2013-04-30	2013-05-31	2013-06-30	2013-07-31	2013-08-31	2013-09-30	2013-10-31	2013-11-30	2013-12-31	2014-01-31	2014-02-28	2014-03-31	2014-04-30	2014-05-31	2014-06-30	2014-07-31	2014-08-31	2014-09-30	2014-10-31	2014-11-30	2014-12-31	2015-01-31	2015-02-28	2015-03-31	2015-04-30	2015-05-31	2015-06-30	2015-07-31	2015-08-31	2015-09-30	2015-10-31	2015-11-30	2015-12-31	2016-01-31	2016-02-29	2016-03-31	2016-04-30	2016-05-31	2016-06-30	2016-07-31	2016-08-31	2016-09-30	2016-10-31	2016-11-30	2016-12-31	2017-01-31	2017-02-28	2017-03-31	2017-04-30	2017-05-31	2017-06-30	2017-07-31	2017-08-31	2017-09-30	2017-10-31	2017-11-30	2017-12-31	2018-01-31	2018-02-28	2018-03-31	2018-04-30	2018-05-31	2018-06-30	2018-07-31	2018-08-31	2018-09-30	2018-10-31	2018-11-30	2018-12-31	2019-01-31	2019-02-28	2019-03-31	2019-04-30	2019-05-31	2019-06-30	2019-07-31	2019-08-31	2019-09-30	2019-10-31	2019-11-30	2019-12-31	2020-01-31	2020-02-29	2020-03-31	2020-04-30	2020-05-31	2020-06-30	2020-07-31	2020-08-31	2020-09-30	2020-10-31
12	Detroit, MI	394532	12	Msa	MI	135217.0	135167.0	136500.0	137833.0	140333.0	140667.0	137833.0	132833.0	127833.0	122667.0	118000.0	113000.0	108667.0	108333.0	108333.0	111300.0	113133.0	115433.0	114467.0	111183.0	110550.0	109883.0	107667.0	104000.0	104000.0	107667.0	109667.0	111667.0	110000.0	109333.0	105833.0	104167.0	101500.0	99333.0	96000.0	92667.0	91500.0	94800.0	100633.0	105800.0	110833.0	113333.0	112833.0	109500.0	104500.0	100333.0	95000.0	93333.0	94667.0	101667.0	109967.0	117967.0	124300.0	125667.0	125000.0	122000.0	121667.0	119333.0	116917.0	115583.0	118750.0	124833.0	131800.0	140267.0	147267.0	149633.0	147833.0	143989.0	142323.0	140156.0	138333.0	136667.0	139333.0	144333.0	150333.0	154967.0	158300.0	158300.0	155333.0	151633.0	148633.0	146633.0	142000.0	142000.0	143667.0	152667.0	159000.0	164333.0	167000.0	166167.0	162500.0	156167.0	153667.0	152000.0	149667.0	149000.0	152333.0	160967.0	168300.0	174133.0	175833.0	173833.0	171333.0	167967.0	167633.0	163325.0	160025.0	157692.0	163750.0	171750.0	180733.0	183950.0	185917.0	181600.0	179967.0	175667.0	176000.0	171000.0	168667.0	168333.0	171667.0	179667.0	186217.0	191550.0	192550.0	188333.0	184667.0	180188.0	178188.0	174188.0	171833.0	173167.0	177167.0	186667.0	195000.0	202500.0	202500.0	200833.0	196667.0	193333.0	189333.0	186000.0	182667.0	185000.0	193333.0	197667.0	201667.0	206667.0	214000.0	220000.0	220000.0
13	Riverside, CA	395025	13	Msa	CA	316833.0	308500.0	303167.0	295667.0	283189.0	271689.0	264023.0	257833.0	251333.0	238000.0	230000.0	224333.0	224333.0	219667.0	217000.0	214500.0	214167.0	209000.0	209833.0	213167.0	216667.0	214583.0	210667.0	210333.0	207417.0	209333.0	209667.0	212333.0	207917.0	204583.0	201917.0	203333.0	202939.0	202939.0	201273.0	201000.0	200667.0	200667.0	199667.0	198750.0	197083.0	195417.0	194000.0	194000.0	192667.0	191833.0	191750.0	195417.0	198917.0	202333.0	203333.0	205333.0	201333.0	201333.0	202667.0	212000.0	218667.0	222000.0	222500.0	226833.0	234500.0	242833.0	248500.0	253167.0	255583.0	257250.0	258583.0	260333.0	264250.0	265583.0	268917.0	270000.0	273333.0	277667.0	280583.0	282250.0	280750.0	278167.0	277833.0	282667.0	287333.0	285000.0	285667.0	287333.0	295500.0	297167.0	300500.0	303333.0	303333.0	302500.0	300833.0	302500.0	305000.0	305000.0	305667.0	308500.0	315000.0	320000.0	320500.0	322333.0	322333.0	324667.0	323000.0	324000.0	326667.0	326667.0	328333.0	329667.0	337000.0	340500.0	344167.0	346833.0	349667.0	349000.0	347667.0	348000.0	350333.0	352500.0	357833.0	360500.0	364667.0	366000.0	368333.0	370000.0	368000.0	368000.0	366333.0	368333.0	366667.0	364967.0	363550.0	365217.0	368583.0	370000.0	370000.0	371667.0	372667.0	374333.0	374333.0	374667.0	377000.0	378667.0	384000.0	387667.0	389833.0	391500.0	395167.0	403000.0	411167.0	419500.0	426167.0
14	Phoenix, AZ	394976	14	Msa	AZ	225870.0	225333.0	225333.0	221667.0	217000.0	209241.0	205075.0	199741.0	194109.0	184484.0	177151.0	172175.0	169300.0	166633.0	164500.0	162833.0	159500.0	156667.0	154036.0	154369.0	152703.0	151250.0	148583.0	148550.0	149300.0	149967.0	150000.0	148333.0	145000.0	142516.0	141750.0	141750.0	140900.0	138333.0	136667.0	134333.0	133933.0	131933.0	130933.0	129000.0	128833.0	128833.0	128167.0	129367.0	131033.0	133867.0	134833.0	137833.0	143000.0	150767.0	156100.0	159433.0	161333.0	163000.0	166000.0	168667.0	172000.0	172667.0	173667.0	177000.0	181667.0	187333.0	191211.0	195878.0	196878.0	197967.0	198864.0	200531.0	201898.0	201300.0	200933.0	200933.0	201967.0	204000.0	206667.0	208333.0	210000.0	207694.0	208031.0	206831.0	210137.0	210299.0	211499.0	210799.0	211800.0	215633.0	219550.0	222156.0	222323.0	222439.0	224000.0	225510.0	227523.0	227369.0	228192.0	227513.0	230079.0	233047.0	236714.0	237635.0	238333.0	240000.0	242333.0	243967.0	243967.0	242633.0	242652.0	242649.0	244949.0	246871.0	250541.0	253225.0	254650.0	254317.0	255667.0	256926.0	258426.0	258486.0	260877.0	262711.0	264359.0	266882.0	270215.0	274174.0	274273.0	274273.0	274606.0	275667.0	277296.0	277296.0	276629.0	275650.0	277317.0	282297.0	285947.0	288613.0	289165.0	290865.0	293870.0	295005.0	297301.0	297279.0	298946.0	300650.0	302333.0	302333.0	304000.0	308683.0	317016.0	323683.0	330883.0
15	Seattle, WA	395078	15	Msa	WA	348940.0	348607.0	350000.0	349333.0	346093.0	338046.0	332046.0	325341.0	326722.0	325055.0	323333.0	318093.0	315427.0	317090.0	320663.0	321497.0	318167.0	313167.0	308833.0	305167.0	306167.0	305667.0	307713.0	306512.0	306512.0	308966.0	305833.0	312417.0	311583.0	313250.0	304667.0	301333.0	301333.0	296667.0	295000.0	293300.0	296633.0	294675.0	294208.0	290208.0	288833.0	281000.0	275000.0	269867.0	267518.0	262518.0	259317.0	261333.0	274667.0	286000.0	294667.0	298000.0	297140.0	295473.0	292807.0	293333.0	291667.0	284089.0	283183.0	286499.0	300077.0	311650.0	320000.0	328410.0	329910.0	329910.0	326500.0	323333.0	321333.0	314667.0	313000.0	312667.0	320890.0	325890.0	334890.0	338499.0	340749.0	337416.0	333917.0	333333.0	332911.0	332578.0	332244.0	337663.0	345780.0	354447.0	361450.0	363667.0	366667.0	361333.0	360500.0	355833.0	355833.0	354537.0	354537.0	359426.0	366556.0	379184.0	389294.0	397628.0	400000.0	397333.0	394167.0	394167.0	397833.0	394667.0	394667.0	397000.0	414667.0	428000.0	441240.0	443906.0	444240.0	442633.0	441967.0	443300.0	447333.0	444667.0	450250.0	455250.0	477250.0	486333.0	491167.0	484361.0	476361.0	467527.0	460000.0	458300.0	458300.0	454967.0	459333.0	469317.0	480983.0	488317.0	486667.0	488331.0	484998.0	481665.0	480492.0	478827.0	487135.0	484977.0	491640.0	498332.0	513332.0	513333.0	517833.0	525167.0	541833.0	552000.0	551333.0
16	Minneapolis-St Paul, MN	394865	16	Msa	MN	220317.0	220483.0	220150.0	219667.0	219667.0	217333.0	212667.0	206667.0	204000.0	200300.0	194866.0	188533.0	183899.0	185333.0	187000.0	191833.0	191833.0	191833.0	188333.0	186239.0	184239.0	180889.0	179617.0	179950.0	183300.0	184333.0	187000.0	193667.0	199333.0	200000.0	196083.0	191083.0	189417.0	184967.0	179967.0	173631.0	171331.0	174214.0	178383.0	180717.0	180517.0	176017.0	171017.0	165833.0	162500.0	160667.0	158167.0	159500.0	162500.0	169167.0	175883.0	182383.0	186883.0	187167.0	184500.0	181667.0	180000.0	176633.0	171967.0	172300.0	177333.0	187000.0	196387.0	205133.0	210133.0	209065.0	206986.0	204986.0	205067.0	203400.0	201733.0	200000.0	202272.0	206938.0	213938.0	217245.0	219579.0	215692.0	213614.0	210684.0	210954.0	208787.0	207737.0	209687.0	216020.0	222222.0	226346.0	228012.0	228274.0	226817.0	223483.0	223500.0	223500.0	223133.0	220633.0	219700.0	224033.0	229367.0	235300.0	238333.0	239667.0	237333.0	236000.0	234333.0	233500.0	230500.0	228167.0	230000.0	236167.0	242557.0	249557.0	251965.0	254575.0	251795.0	249386.0	246479.0	246893.0	246809.0	248050.0	250583.0	255800.0	261133.0	263679.0	265379.0	265046.0	264633.0	264661.0	265661.0	265361.0	263667.0	262667.0	267500.0	274133.0	280800.0	283633.0	285300.0	285300.0	283300.0	281667.0	280967.0	280933.0	278767.0	277800.0	282833.0	292500.0	298853.0	300520.0	303020.0	308333.0	311667.0	313333.0
17	San Diego, CA	395056	17	Msa	CA	456833.0	443500.0	442667.0	430583.0	423250.0	410583.0	399333.0	385333.0	373667.0	361000.0	357333.0	354000.0	356333.0	359667.0	366333.0	370000.0	371667.0	369500.0	366167.0	362167.0	362667.0	359000.0	358000.0	359667.0	363333.0	368333.0	368333.0	372667.0	375167.0	374250.0	371583.0	367417.0	366667.0	356667.0	350000.0	350000.0	356667.0	361667.0	361167.0	362833.0	361167.0	355000.0	351667.0	346417.0	346167.0	341167.0	339750.0	340000.0	346000.0	354333.0	359333.0	361000.0	362333.0	361333.0	363000.0	365667.0	373333.0	374000.0	375000.0	378333.0	395167.0	413500.0	425167.0	431000.0	429333.0	431000.0	428333.0	429667.0	429000.0	428333.0	426000.0	428333.0	437333.0	446667.0	453333.0	456333.0	459667.0	459667.0	456833.0	450167.0	446833.0	446667.0	450000.0	455333.0	461000.0	469333.0	477000.0	482083.0	482083.0	475750.0	471667.0	475167.0	480167.0	482083.0	475917.0	475917.0	485000.0	496083.0	502750.0	504083.0	507333.0	509000.0	514333.0	512667.0	512667.0	507333.0	507333.0	514000.0	521667.0	534417.0	542750.0	549417.0	551667.0	547667.0	545000.0	545000.0	549917.0	549250.0	548917.0	552667.0	566667.0	577833.0	584500.0	588833.0	593000.0	593333.0	587917.0	586250.0	579583.0	576667.0	570000.0	573333.0	578000.0	581333.0	588000.0	588333.0	593333.0	585000.0	585667.0	587333.0	589000.0	593000.0	594417.0	601083.0	601417.0	597333.0	599000.0	612333.0	631667.0	648333.0	652667.0
18	St. Louis, MO	395121	18	Msa	MO	150000.0	155167.0	159167.0	163333.0	162967.0	158633.0	153967.0	148667.0	144667.0	136333.0	133667.0	133317.0	137317.0	140025.0	146042.0	151042.0	153500.0	151067.0	148400.0	144900.0	142833.0	140667.0	140500.0	141000.0	143833.0	147333.0	152333.0	156667.0	157417.0	154167.0	150133.0	148817.0	149700.0	148733.0	145383.0	138419.0	136086.0	138336.0	144333.0	148333.0	150000.0	146167.0	143292.0	141208.0	141955.0	138164.0	133580.0	131667.0	135233.0	141900.0	148567.0	153000.0	154667.0	152083.0	149083.0	146569.0	145699.0	144365.0	141546.0	142333.0	145333.0	150000.0	156667.0	161633.0	163967.0	160068.0	156856.0	154189.0	154255.0	152500.0	149167.0	146300.0	147133.0	153133.0	161167.0	165333.0	166333.0	161033.0	158700.0	156033.0	156000.0	152000.0	150333.0	150333.0	154000.0	159000.0	164524.0	168691.0	169691.0	166167.0	163000.0	159333.0	159000.0	156667.0	154333.0	154333.0	157983.0	166283.0	173783.0	177133.0	175950.0	171117.0	169750.0	167800.0	168433.0	166800.0	165967.0	165333.0	167333.0	172967.0	178967.0	183633.0	183000.0	181000.0	176667.0	176833.0	175733.0	173733.0	171567.0	171000.0	176000.0	181833.0	187417.0	189991.0	188825.0	184875.0	180633.0	177133.0	177833.0	177767.0	177350.0	176683.0	178750.0	185667.0	194000.0	198333.0	199867.0	193200.0	191500.0	188267.0	189267.0	187050.0	182917.0	183417.0	187573.0	196740.0	203573.0	210667.0	214667.0	215542.0	214208.0
19	Tampa, FL	395148	19	Msa	FL	176633.0	177633.0	177667.0	178667.0	177667.0	174333.0	168667.0	163000.0	158000.0	156000.0	152117.0	150417.0	147383.0	146267.0	147183.0	148883.0	148717.0	145167.0	141500.0	141000.0	140333.0	138333.0	136330.0	134297.0	134630.0	134633.0	138000.0	138000.0	139667.0	136965.0	137298.0	133965.0	133000.0	129333.0	126300.0	121967.0	121133.0	122500.0	126667.0	127500.0	127833.0	124967.0	122300.0	119467.0	119833.0	119167.0	118333.0	116667.0	119017.0	122350.0	127350.0	131667.0	135000.0	134500.0	131833.0	131833.0	133667.0	134667.0	133150.0	135150.0	137483.0	143967.0	148967.0	157133.0	160500.0	159833.0	158233.0	156567.0	158067.0	155333.0	152900.0	151233.0	153400.0	159167.0	163000.0	168000.0	169667.0	169330.0	169797.0	167630.0	168300.0	164500.0	163917.0	163917.0	167250.0	171317.0	175317.0	180150.0	181333.0	181333.0	178167.0	177333.0	177418.0	176081.0	176081.0	175330.0	180000.0	184833.0	190500.0	193500.0	195333.0	193000.0	192300.0	192267.0	195267.0	193967.0	192333.0	192633.0	196300.0	201967.0	206817.0	211984.0	212984.0	211500.0	208333.0	210000.0	211667.0	211667.0	209967.0	210633.0	214839.0	218206.0	222536.0	224997.0	226330.0	224667.0	223000.0	224000.0	225467.0	225467.0	224133.0	222667.0	224333.0	226333.0	229667.0	233000.0	235000.0	234333.0	232667.0	231967.0	234300.0	234300.0	234300.0	234298.0	239965.0	243998.0	247333.0	250667.0	255667.0	260062.0	262527.0
20	Baltimore, MD	394358	20	Msa	MD	258333.0	258967.0	264300.0	268300.0	272667.0	273333.0	270000.0	266333.0	259667.0	254667.0	250667.0	250698.0	250032.0	248365.0	250667.0	254000.0	262983.0	262317.0	260617.0	249967.0	246633.0	245000.0	246667.0	248167.0	246167.0	246167.0	248000.0	251667.0	262417.0	264083.0	270750.0	263333.0	255667.0	248000.0	244723.0	249057.0	250057.0	251633.0	255033.0	260033.0	266733.0	261667.0	253530.0	245197.0	244530.0	245900.0	242567.0	237483.0	236583.0	246583.0	257934.0	265601.0	265601.0	265000.0	261667.0	258333.0	252667.0	254067.0	247400.0	246400.0	248675.0	259675.0	269675.0	277667.0	281667.0	285000.0	280000.0	279967.0	277624.0	274274.0	264307.0	260650.0	265582.0	276915.0	287665.0	289417.0	290250.0	283833.0	282167.0	278333.0	277872.0	277105.0	277104.0	275083.0	275849.0	277517.0	283333.0	293333.0	291667.0	288333.0	274967.0	271633.0	273300.0	271633.0	270800.0	266467.0	271500.0	280667.0	291667.0	300000.0	300000.0	294638.0	288638.0	283605.0	279550.0	273942.0	268975.0	265058.0	269167.0	279167.0	290167.0	295982.0	295648.0	291315.0	286333.0	284167.0	284067.0	280733.0	274258.0	272658.0	277658.0	287783.0	294483.0	299722.0	301906.0	301872.0	299117.0	298200.0	295900.0	289083.0	284017.0	281350.0	286583.0	292567.0	301567.0	310667.0	312333.0	309915.0	303248.0	300328.0	298746.0	293729.0	289983.0	289950.0	299967.0	306633.0	308667.0	308667.0	313667.0	320000.0	321917.0
21	Denver, CO	394530	21	Msa	CO	242633.0	242310.0	242943.0	246277.0	246858.0	241142.0	236175.0	229917.0	227583.0	217583.0	215233.0	214150.0	221650.0	226250.0	230750.0	231883.0	232300.0	227800.0	225167.0	219333.0	218500.0	219158.0	223658.0	226992.0	228217.0	229967.0	233267.0	240717.0	248467.0	251000.0	248333.0	245167.0	244333.0	240000.0	240000.0	240583.0	243583.0	243583.0	244667.0	246667.0	246667.0	243333.0	240667.0	239059.0	238726.0	239308.0	234699.0	235532.0	239283.0	250000.0	257833.0	261917.0	261717.0	258383.0	256133.0	255500.0	253833.0	253333.0	255333.0	262000.0	268333.0	272633.0	275587.0	277920.0	276637.0	272683.0	268350.0	265333.0	266333.0	265667.0	265833.0	268000.0	274667.0	282167.0	286183.0	287850.0	285950.0	283100.0	280933.0	283253.0	287587.0	292253.0	296833.0	305833.0	313017.0	320683.0	323683.0	323333.0	320667.0	315500.0	316133.0	319467.0	323300.0	325000.0	329000.0	337333.0	345667.0	355000.0	361667.0	365833.0	362500.0	356667.0	355199.0	356199.0	360365.0	361333.0	364333.0	369667.0	378462.0	385128.0	390795.0	391333.0	389000.0	382667.0	381333.0	381333.0	387333.0	391833.0	401667.0	406667.0	415500.0	420667.0	425056.0	423389.0	420389.0	414833.0	411822.0	409822.0	410322.0	408602.0	408269.0	411602.0	418000.0	425667.0	428982.0	431648.0	430648.0	427333.0	425000.0	423667.0	423667.0	422983.0	425317.0	432817.0	438167.0	441417.0	442250.0	448817.0	454900.0	459846.0	463246.0
22	Pittsburgh, PA	394982	22	Msa	PA	121417.0	123900.0	125283.0	129983.0	130667.0	128300.0	124800.0	122133.0	120167.0	120083.0	118083.0	119917.0	118833.0	123833.0	126333.0	129667.0	129000.0	127333.0	125875.0	122875.0	121042.0	117333.0	118000.0	119833.0	124000.0	127333.0	128967.0	130300.0	130267.0	131133.0	130767.0	127467.0	125467.0	122133.0	121800.0	123467.0	123500.0	128583.0	130083.0	135750.0	136833.0	135500.0	132833.0	128667.0	127167.0	125667.0	124167.0	123333.0	126833.0	131667.0	139667.0	142667.0	144317.0	139650.0	137983.0	135500.0	135500.0	132500.0	131333.0	131333.0	134667.0	139983.0	145317.0	148617.0	149467.0	147133.0	143500.0	139333.0	136333.0	132300.0	129467.0	130300.0	134667.0	140000.0	144500.0	148817.0	152217.0	149517.0	145200.0	139367.0	139733.0	139400.0	139317.0	139317.0	141592.0	146608.0	150908.0	155300.0	156967.0	153333.0	148000.0	144667.0	146000.0	144667.0	142333.0	140667.0	145667.0	151350.0	158017.0	160017.0	161667.0	158333.0	156167.0	153433.0	151767.0	149600.0	147333.0	147417.0	150750.0	158317.0	164900.0	169233.0	169333.0	166000.0	162967.0	161300.0	159633.0	156833.0	154167.0	157500.0	161167.0	165500.0	171167.0	175000.0	177000.0	172300.0	167200.0	163533.0	162900.0	162833.0	161833.0	162967.0	166433.0	172100.0	179633.0	184667.0	188834.0	183650.0	179983.0	175150.0	174417.0	169750.0	164750.0	165000.0	173583.0	182833.0	187833.0	192550.0	195967.0	197467.0	194667.0
23	Portland, OR	394998	23	Msa	OR	271667.0	274466.0	276783.0	280949.0	279483.0	270667.0	267000.0	261780.0	259531.0	253198.0	253418.0	251333.0	249667.0	246667.0	247333.0	247333.0	247300.0	244633.0	242933.0	237967.0	238300.0	238333.0	239333.0	239699.0	239829.0	240496.0	242130.0	245317.0	249317.0	248983.0	245333.0	242833.0	242833.0	239833.0	235000.0	229967.0	229967.0	231600.0	233390.0	233390.0	232090.0	229000.0	225667.0	225467.0	223433.0	221767.0	218358.0	220058.0	225109.0	231467.0	237301.0	240583.0	240833.0	238917.0	238583.0	239250.0	240333.0	240333.0	238833.0	242167.0	245667.0	253817.0	258224.0	265691.0	268041.0	268633.0	265667.0	263983.0	260650.0	257540.0	258223.0	261557.0	267890.0	272556.0	278676.0	284287.0	285953.0	286248.0	282665.0	280998.0	280192.0	277275.0	276942.0	277586.0	285520.0	292520.0	299933.0	304000.0	305667.0	303300.0	301300.0	301300.0	305000.0	304833.0	304656.0	308339.0	318806.0	328317.0	336267.0	337633.0	340885.0	339085.0	339085.0	338133.0	337967.0	339633.0	339332.0	344665.0	351332.0	361667.0	369000.0	374000.0	375512.0	373178.0	371512.0	367908.0	367908.0	371242.0	375289.0	378622.0	381956.0	388333.0	395650.0	396317.0	397983.0	392500.0	391000.0	387333.0	385858.0	383358.0	385317.0	388292.0	393292.0	398333.0	403333.0	406667.0	405000.0	402667.0	401000.0	401333.0	401999.0	402482.0	402149.0	407150.0	411667.0	415000.0	418917.0	425583.0	434750.0	439500.0	444500.0
24	Charlotte, NC	394458	24	Msa	NC	174167.0	174733.0	176400.0	180900.0	182633.0	180133.0	176983.0	173017.0	172850.0	166667.0	163333.0	158833.0	160500.0	161250.0	164083.0	165917.0	166717.0	164050.0	160883.0	157667.0	156667.0	155048.0	152382.0	151048.0	154000.0	159333.0	164667.0	168101.0	171268.0	170934.0	167833.0	166000.0	163083.0	160750.0	157000.0	155750.0	155913.0	158330.0	162313.0	167150.0	168340.0	163190.0	160190.0	157000.0	160500.0	157250.0	157917.0	157167.0	162083.0	166417.0	172300.0	174967.0	176467.0	172500.0	170167.0	167720.0	169804.0	167804.0	166533.0	167117.0	172784.0	179334.0	186167.0	191167.0	193833.0	188783.0	185950.0	184617.0	187833.0	185000.0	181000.0	180667.0	185333.0	192333.0	197333.0	201852.0	199776.0	196193.0	190674.0	189917.0	190167.0	186833.0	186417.0	188083.0	195750.0	201000.0	207282.0	209615.0	209949.0	202833.0	197500.0	199167.0	200040.0	198540.0	193540.0	195167.0	202667.0	209307.0	216307.0	220640.0	223500.0	219833.0	217833.0	218000.0	219333.0	218333.0	213530.0	215530.0	221863.0	228000.0	234667.0	237667.0	238333.0	233333.0	230083.0	231083.0	236083.0	234500.0	234833.0	232833.0	239333.0	243000.0	249333.0	250333.0	252000.0	246000.0	244750.0	244750.0	249250.0	246167.0	244500.0	245000.0	252000.0	258667.0	263667.0	266667.0	264333.0	261000.0	257333.0	256000.0	258000.0	256667.0	258000.0	261000.0	268167.0	268833.0	270118.0	274618.0	285285.0	288000.0	289667.0
25	Sacramento, CA	395045	25	Msa	CA	324477.0	316144.0	308167.0	300333.0	295333.0	287333.0	286917.0	281250.0	277500.0	262917.0	251583.0	246667.0	245833.0	249167.0	247500.0	250000.0	248333.0	246667.0	243333.0	237917.0	234583.0	229583.0	226667.0	227333.0	228667.0	230917.0	233250.0	236917.0	234667.0	232333.0	229000.0	233667.0	233000.0	228000.0	222667.0	219333.0	222083.0	220417.0	222083.0	221000.0	223333.0	221667.0	216250.0	208083.0	203083.0	199500.0	200333.0	199667.0	206167.0	209500.0	215083.0	219250.0	222750.0	224667.0	226333.0	230167.0	235000.0	236667.0	238333.0	244500.0	254500.0	266167.0	276333.0	284000.0	286333.0	286667.0	286333.0	287333.0	286000.0	282000.0	285030.0	289697.0	298030.0	305000.0	310000.0	314333.0	312667.0	312167.0	311167.0	308500.0	310333.0	307000.0	314667.0	313333.0	321833.0	323500.0	328833.0	328833.0	327833.0	327167.0	328667.0	331333.0	333583.0	331917.0	330917.0	334000.0	342000.0	350667.0	356167.0	358500.0	359500.0	359000.0	361000.0	360417.0	360417.0	356083.0	354667.0	358000.0	365000.0	375667.0	382333.0	388583.0	388583.0	388583.0	390667.0	392500.0	393583.0	387917.0	388500.0	390750.0	399917.0	405167.0	409833.0	411333.0	409667.0	408333.0	405000.0	405833.0	402500.0	398833.0	397333.0	400667.0	411000.0	418333.0	424500.0	426167.0	426167.0	423333.0	420000.0	419667.0	421333.0	423000.0	425000.0	428667.0	434500.0	436500.0	441167.0	450333.0	461333.0	468000.0	473333.0
26	San Antonio, TX	395055	26	Msa	TX	149688.0	152155.0	155888.0	156950.0	156983.0	152000.0	148667.0	145333.0	144567.0	144864.0	144864.0	146631.0	147667.0	150333.0	152500.0	156833.0	156167.0	153570.0	147587.0	144753.0	144398.0	144215.0	144804.0	143864.0	144364.0	145258.0	148983.0	154312.0	159829.0	159728.0	157066.0	154216.0	154383.0	152467.0	150817.0	148750.0	149167.0	150333.0	152333.0	156142.0	155808.0	155998.0	154043.0	153176.0	153303.0	149601.0	149734.0	149365.0	154215.0	159115.0	164209.0	167376.0	166376.0	162933.0	160600.0	161600.0	161667.0	159000.0	157333.0	157333.0	162000.0	166167.0	172800.0	177467.0	179050.0	175083.0	171083.0	169333.0	170667.0	170325.0	169658.0	169992.0	173667.0	178167.0	182167.0	184583.0	183750.0	183750.0	181667.0	182384.0	181601.0	181818.0	182434.0	184848.0	187465.0	190798.0	195100.0	198433.0	198833.0	195133.0	191300.0	187567.0	188000.0	189183.0	190850.0	192850.0	196333.0	202000.0	205667.0	209000.0	208700.0	207700.0	205283.0	203829.0	203829.0	201245.0	200667.0	199050.0	204383.0	209664.0	215580.0	216914.0	216633.0	214000.0	211500.0	211500.0	215833.0	217936.0	216270.0	214603.0	216667.0	223167.0	227167.0	230467.0	230633.0	226633.0	224333.0	221667.0	223000.0	220333.0	219667.0	220000.0	223000.0	228000.0	232333.0	236000.0	236000.0	233983.0	233250.0	231083.0	232100.0	229500.0	230833.0	230833.0	235500.0	239000.0	243333.0	248667.0	252333.0	254667.0	254793.0
27	Orlando, FL	394943	27	Msa	FL	222800.0	219967.0	218633.0	218267.0	217267.0	213933.0	208000.0	203000.0	198000.0	194999.0	191666.0	184999.0	175667.0	165900.0	163700.0	164700.0	164800.0	162933.0	159889.0	156972.0	152689.0	147400.0	141317.0	137000.0	136500.0	140150.0	143483.0	146441.0	144791.0	139124.0	136393.0	132060.0	131360.0	124633.0	122300.0	123000.0	126667.0	130867.0	132167.0	133833.0	132967.0	130667.0	128967.0	129550.0	131217.0	131250.0	129667.0	130000.0	129167.0	132833.0	136833.0	143333.0	145200.0	146533.0	145867.0	147983.0	149950.0	149950.0	151633.0	153000.0	159667.0	163033.0	168367.0	173333.0	177633.0	179700.0	179733.0	180733.0	181967.0	181967.0	180967.0	182667.0	186000.0	189167.0	190167.0	193500.0	196333.0	197000.0	194667.0	195333.0	198833.0	200500.0	197833.0	197217.0	196883.0	200217.0	201242.0	204242.0	206242.0	206667.0	207967.0	210967.0	213300.0	215000.0	211667.0	211467.0	211467.0	215300.0	219133.0	222433.0	224433.0	223467.0	223017.0	224683.0	227017.0	228061.0	227894.0	230227.0	232983.0	234615.0	237415.0	238765.0	240133.0	240000.0	240333.0	241667.0	242000.0	245017.0	245182.0	245515.0	245798.0	248967.0	251633.0	253333.0	254900.0	255397.0	255397.0	255497.0	256667.0	256567.0	255233.0	253167.0	251600.0	254600.0	258333.0	262933.0	264600.0	264600.0	263300.0	261633.0	263300.0	263917.0	266860.0	266827.0	271243.0	273300.0	275333.0	277000.0	280333.0	282052.0	282718.0
