	RegionName	RegionID	SizeRank	RegionType	StateName	2008-04-30	2008-05-31	2008-06-30	2008-07-31	2008-08-31	2008-09-30	2008-10-31	2008-11-30	2008-12-31	2009-01-31	2009-02-28	2009-03-31	2009-04-30	2009-05-31	2009-06-30	2009-07-31	2009-08-31	2009-09-30	2009-10-31	2009-11-30	2009-12-31	2010-01-31	2010-02-28	2010-03-31	2010-04-30	2010-05-31	2010-06-30	2010-07-31	2010-08-31	2010-09-30	2010-10-31	2010-11-30	2010-12-31	2011-01-31	2011-02-28	2011-03-31	2011-04-30	2011-05-31	2011-06-30	2011-07-31	2011-08-31	2011-09-30	2011-10-31	2011-11-30	2011-12-31	2012-01-31	2012-02-29	2012-03-31	2012-04-30	2012-05-31	2012-06-30	2012-07-31	2012-08-31	2012-09-30	2012-10-31	2012-11-30	2012-12-31	2013-01-31	2013-02-28	2013-03-31	2013-04-30	2013-05-31	2013-06-30	2013-07-31	2013-08-31	2013-09-30	2013-10-31	2013-11-30	2013-12-31	2014-01-31	2014-02-28	2014-03-31	2014-04-30	2014-05-31	2014-06-30	2014-07-31	2014-08-31	2014-09-30	2014-10-31	2014-11-30	2014-12-31	2015-01-31	2015-02-28	2015-03-31	2015-04-30	2015-05-31	2015-06-30	2015-07-31	2015-08-31	2015-09-30	2015-10-31	2015-11-30	2015-12-31	2016-01-31	2016-02-29	2016-03-31	2016-04-30	2016-05-31	2016-06-30	2016-07-31	2016-08-31	2016-09-30	2016-10-31	2016-11-30	2016-12-31	2017-01-31	2017-02-28	2017-03-31	2017-04-30	2017-05-31	2017-06-30	2017-07-31	2017-08-31	2017-09-30	2017-10-31	2017-11-30	2017-12-31	2018-01-31	2018-02-28	2018-03-31	2018-04-30	2018-05-31	2018-06-30	2018-07-31	2018-08-31	2018-09-30	2018-10-31	2018-11-30	2018-12-31	2019-01-31	2019-02-28	2019-03-31	2019-04-30	2019-05-31	2019-06-30	2019-07-31	2019-08-31	2019-09-30	2019-10-31	2019-11-30	2019-12-31	2020-01-31	2020-02-29	2020-03-31	2020-04-30	2020-05-31	2020-06-30	2020-07-31	2020-08-31	2020-09-30	2020-10-31
44	Hartford, CT	394669	44	Msa	CT	235300.0	239300.0	241000.0	242333.0	246333.0	241333.0	238333.0	231667.0	228333.0	220000.0	215917.0	214250.0	216917.0	217667.0	225617.0	231267.0	232933.0	226617.0	220467.0	219633.0	222167.0	223167.0	221417.0	219583.0	216417.0	218917.0	223250.0	231900.0	236983.0	235667.0	233683.0	231333.0	230983.0	227650.0	221667.0	214983.0	214950.0	214950.0	221383.0	223250.0	226583.0	223500.0	218167.0	211500.0	204500.0	200333.0	200333.0	200650.0	202283.0	205617.0	215300.0	224650.0	229317.0	221317.0	217667.0	211333.0	213000.0	207667.0	199833.0	192833.0	196833.0	207167.0	220500.0	226167.0	229000.0	224333.0	219583.0	211750.0	206717.0	205050.0	207383.0	205417.0	202667.0	204500.0	213483.0	222983.0	224983.0	222167.0	212833.0	209833.0	208000.0	204667.0	195917.0	196083.0	201083.0	209167.0	216667.0	220000.0	223233.0	218650.0	213650.0	207750.0	207333.0	207333.0	209333.0	204333.0	206000.0	210667.0	224667.0	231333.0	234000.0	228333.0	223333.0	217333.0	212750.0	211083.0	207750.0	208833.0	211333.0	219000.0	227467.0	233517.0	235925.0	229292.0	223408.0	215667.0	214333.0	211250.0	213883.0	216883.0	222217.0	224917.0	230917.0	236667.0	242400.0	234733.0	227400.0	216667.0	216667.0	212667.0	209333.0	208333.0	214000.0	224333.0	232333.0	238133.0	239467.0	234133.0	227917.0	226250.0	225917.0	224833.0	219833.0	221833.0	229250.0	237583.0	242083.0	246167.0	252833.0	255167.0	256067.0
45	Richmond, VA	395022	45	Msa	VA	216817.0	223317.0	226150.0	228150.0	229817.0	223483.0	219833.0	215167.0	218333.0	215167.0	211500.0	203500.0	201667.0	205000.0	208400.0	210733.0	209050.0	204975.0	202608.0	199292.0	203283.0	205850.0	203850.0	198713.0	196180.0	199847.0	203333.0	209983.0	214983.0	213225.0	208242.0	203242.0	203597.0	201913.0	193830.0	191942.0	190292.0	195042.0	197333.0	202000.0	207000.0	202533.0	196183.0	188767.0	192567.0	187250.0	183000.0	177667.0	186000.0	192667.0	202833.0	209833.0	211467.0	202633.0	194300.0	196000.0	200000.0	199933.0	194933.0	193283.0	196350.0	202267.0	210583.0	214250.0	217667.0	215045.0	214518.0	208651.0	209607.0	205117.0	201650.0	199983.0	203333.0	210833.0	217167.0	218833.0	222450.0	217783.0	217367.0	213750.0	217083.0	212500.0	208333.0	204667.0	208000.0	216333.0	220667.0	226500.0	227333.0	223000.0	220500.0	218667.0	222317.0	220650.0	218181.0	216864.0	219364.0	224500.0	231492.0	236325.0	236579.0	230920.0	228587.0	230000.0	231642.0	229308.0	228105.0	228130.0	231789.0	234642.0	241308.0	246650.0	248333.0	244233.0	236467.0	234783.0	238163.0	240896.0	239785.0	237505.0	242505.0	246967.0	253133.0	255667.0	255667.0	249167.0	243317.0	243300.0	246133.0	244483.0	241167.0	243050.0	251050.0	258700.0	263983.0	266733.0	269083.0	265750.0	263325.0	259818.0	261484.0	258159.0	254500.0	252833.0	259500.0	268333.0	273333.0	276833.0	278792.0	282875.0	285042.0
46	New Orleans, LA	394910	46	Msa	LA	166233.0	167900.0	168167.0	173000.0	173500.0	174000.0	169500.0	165667.0	164167.0	159133.0	159183.0	157683.0	160550.0	162167.0	164667.0	171833.0	171667.0	171167.0	164467.0	162633.0	159633.0	158000.0	157333.0	159000.0	160633.0	162300.0	162333.0	165342.0	168008.0	165975.0	166000.0	164333.0	167333.0	164333.0	162783.0	158450.0	157783.0	158833.0	164067.0	166233.0	165067.0	161500.0	158000.0	157483.0	157150.0	155483.0	152667.0	151393.0	155060.0	158393.0	162283.0	163300.0	164967.0	163350.0	161333.0	158000.0	158983.0	162650.0	160950.0	157550.0	156550.0	164583.0	172667.0	177333.0	175983.0	172733.0	169400.0	167750.0	168667.0	167192.0	165579.0	165746.0	165888.0	170350.0	171150.0	174483.0	171933.0	170267.0	166450.0	169383.0	170717.0	169500.0	165467.0	165833.0	169867.0	176000.0	178333.0	181983.0	179967.0	175967.0	172650.0	171817.0	175150.0	172483.0	172667.0	172000.0	175333.0	181000.0	183667.0	187667.0	184333.0	182000.0	176833.0	178850.0	177517.0	180683.0	178100.0	181100.0	180400.0	186633.0	191967.0	199000.0	198285.0	194602.0	191102.0	189317.0	193667.0	194492.0	193634.0	189451.0	187959.0	192317.0	199167.0	206333.0	206333.0	202833.0	197820.0	198153.0	198320.0	197250.0	196000.0	195133.0	196550.0	200700.0	208233.0	214900.0	216667.0	211667.0	210000.0	210000.0	213292.0	213125.0	209875.0	208250.0	211417.0	216333.0	222587.0	226253.0	230087.0	230467.0	232133.0
47	Buffalo, NY	394425	47	Msa	NY	112350.0	117750.0	119333.0	120667.0	120300.0	116967.0	116300.0	114417.0	111083.0	106083.0	103333.0	106667.0	110662.0	115662.0	118828.0	122333.0	122567.0	120067.0	116333.0	116100.0	116433.0	120000.0	119000.0	116150.0	115483.0	116483.0	121667.0	124983.0	127650.0	130317.0	130333.0	128733.0	124673.0	124673.0	121940.0	119167.0	116067.0	118233.0	123733.0	127500.0	130333.0	130667.0	126667.0	122667.0	119900.0	117617.0	116117.0	116217.0	116833.0	121500.0	125833.0	130833.0	131633.0	129933.0	128017.0	128050.0	126417.0	125667.0	121750.0	120917.0	121250.0	124833.0	129233.0	134233.0	138233.0	138000.0	134750.0	129750.0	126417.0	124333.0	122333.0	122000.0	122333.0	125667.0	128383.0	132050.0	137050.0	138000.0	136667.0	130333.0	127667.0	125333.0	124000.0	122333.0	126667.0	127667.0	133633.0	135338.0	142005.0	140955.0	137917.0	132917.0	130500.0	131500.0	131500.0	131417.0	129750.0	130333.0	136003.0	142170.0	147720.0	146967.0	145467.0	141167.0	139000.0	136000.0	133333.0	132267.0	133433.0	139517.0	146417.0	151917.0	155333.0	156333.0	153333.0	149667.0	145833.0	145167.0	143000.0	141917.0	141917.0	145750.0	150000.0	158667.0	163667.0	166000.0	161333.0	158319.0	153986.0	151469.0	149150.0	149117.0	151300.0	155639.0	164006.0	170285.0	174613.0	172913.0	170950.0	165950.0	163983.0	161333.0	159300.0	158300.0	161633.0	169733.0	172733.0	178067.0	182033.0	188700.0	190033.0
48	Raleigh, NC	395012	48	Msa	NC	197750.0	201083.0	205500.0	211817.0	211817.0	204983.0	205000.0	201667.0	203833.0	198917.0	198083.0	197250.0	193500.0	191000.0	186167.0	189333.0	190000.0	187333.0	186000.0	185167.0	189167.0	192333.0	187167.0	186250.0	186250.0	192917.0	200667.0	201667.0	203167.0	201500.0	201167.0	205000.0	203333.0	201667.0	195817.0	192483.0	190817.0	193667.0	199500.0	204083.0	202750.0	196583.0	193667.0	195667.0	199333.0	194167.0	189205.0	187538.0	196038.0	202833.0	207183.0	206817.0	204650.0	200300.0	198983.0	204317.0	207633.0	206317.0	196983.0	197000.0	198333.0	206833.0	208500.0	213500.0	214500.0	212167.0	213833.0	211000.0	217858.0	214608.0	215775.0	212917.0	215000.0	218833.0	221833.0	225000.0	225000.0	223333.0	222667.0	222667.0	221667.0	218333.0	216316.0	220983.0	224213.0	229903.0	235570.0	239340.0	240167.0	235667.0	236000.0	236500.0	237000.0	232667.0	229333.0	229333.0	234667.0	240667.0	247333.0	249333.0	250000.0	248333.0	249983.0	249983.0	251983.0	252667.0	251667.0	253000.0	257333.0	265000.0	269417.0	270250.0	268583.0	264833.0	264333.0	266000.0	270333.0	269833.0	271000.0	271000.0	276500.0	279167.0	282500.0	283500.0	283167.0	282167.0	280500.0	282167.0	282500.0	284333.0	284583.0	286917.0	290417.0	293333.0	295333.0	295333.0	293667.0	291333.0	290083.0	290417.0	292417.0	290333.0	292333.0	294000.0	301083.0	302083.0	302083.0	303333.0	308333.0	312667.0	315333.0
49	Birmingham, AL	394388	49	Msa	AL	152429.0	157429.0	159667.0	162733.0	160150.0	157815.0	152082.0	151298.0	150967.0	144717.0	142274.0	141941.0	147191.0	151983.0	155983.0	161817.0	163733.0	161980.0	159563.0	156163.0	156713.0	155122.0	152983.0	149519.0	151707.0	157013.0	161666.0	161987.0	161987.0	160633.0	160633.0	160633.0	160633.0	157967.0	154075.0	152942.0	153758.0	158950.0	163450.0	164633.0	163667.0	159667.0	159033.0	155415.0	156082.0	154015.0	155117.0	154783.0	160483.0	166333.0	176150.0	182483.0	182150.0	177246.0	172913.0	173913.0	176000.0	177667.0	176333.0	182667.0	186633.0	197633.0	201300.0	208000.0	206667.0	198983.0	194317.0	191983.0	194775.0	191108.0	189645.0	184547.0	186547.0	188677.0	195150.0	196450.0	196950.0	193804.0	188837.0	183670.0	182133.0	182800.0	181800.0	182667.0	185333.0	194333.0	196667.0	197500.0	190463.0	183796.0	177121.0	173475.0	172308.0	169817.0	167833.0	169983.0	178176.0	185726.0	191743.0	191883.0	188667.0	183133.0	179117.0	179117.0	177283.0	176883.0	172883.0	173000.0	177417.0	187317.0	193900.0	193567.0	190042.0	187863.0	186530.0	185557.0	184735.0	182185.0	180783.0	182450.0	187553.0	196953.0	203620.0	207158.0	202191.0	198858.0	196100.0	196000.0	194333.0	191667.0	190667.0	192300.0	200383.0	210151.0	215817.0	214206.0	211105.0	205438.0	205300.0	203633.0	205552.0	201852.0	203003.0	210784.0	221134.0	226483.0	225150.0	224833.0	224775.0	228108.0	229742.0
50	Salt Lake City, UT	395053	50	Msa	UT	226617.0	229917.0	230283.0	230967.0	227667.0	224967.0	222850.0	222867.0	223567.0	225183.0	223500.0	222500.0	219000.0	219667.0	220633.0	220633.0	219658.0	214692.0	210358.0	204867.0	206533.0	208717.0	210517.0	207183.0	204317.0	201650.0	209150.0	215833.0	222500.0	218790.0	213790.0	207124.0	203250.0	196842.0	193508.0	189258.0	187650.0	187650.0	190317.0	194967.0	193967.0	188967.0	184000.0	182667.0	183076.0	179742.0	177076.0	175667.0	182333.0	189000.0	195000.0	195000.0	198150.0	197101.0	199385.0	199568.0	203950.0	203333.0	204728.0	206062.0	212728.0	219333.0	227667.0	230333.0	230567.0	226567.0	222900.0	220777.0	221777.0	222244.0	222800.0	223717.0	224250.0	227550.0	229333.0	236333.0	237033.0	236667.0	233375.0	232675.0	233925.0	235217.0	231917.0	231667.0	233333.0	242667.0	250233.0	253567.0	250900.0	247417.0	246417.0	247250.0	248167.0	245572.0	245655.0	246322.0	251583.0	256833.0	263500.0	268817.0	269317.0	265650.0	262783.0	263034.0	264957.0	268173.0	266917.0	271578.0	276244.0	288425.0	293925.0	296759.0	293250.0	289800.0	289564.0	292897.0	294764.0	294500.0	293538.0	301038.0	305672.0	313967.0	317300.0	322100.0	320137.0	316804.0	318004.0	318283.0	315117.0	311817.0	311833.0	316667.0	321667.0	329900.0	338233.0	343233.0	342500.0	341500.0	338833.0	340667.0	341000.0	342333.0	345500.0	351167.0	357500.0	358833.0	362167.0	367167.0	373667.0	378333.0	381567.0
51	Rochester, NY	395031	51	Msa	NY	113767.0	117583.0	121250.0	123667.0	125167.0	123667.0	120667.0	117667.0	116833.0	115167.0	115333.0	116633.0	118550.0	119217.0	120660.0	123577.0	124910.0	123500.0	121300.0	119967.0	118300.0	116667.0	115667.0	117083.0	119750.0	123750.0	125958.0	128292.0	128925.0	129383.0	126550.0	123400.0	120883.0	121383.0	119900.0	118333.0	117000.0	120333.0	123317.0	126950.0	126617.0	126967.0	125083.0	126383.0	124383.0	122633.0	118833.0	119167.0	120333.0	122467.0	125800.0	128570.0	132103.0	132770.0	132500.0	129000.0	126333.0	123167.0	121167.0	123150.0	125883.0	128883.0	130900.0	136000.0	139500.0	137500.0	131167.0	127333.0	127300.0	125883.0	124383.0	123208.0	123958.0	127125.0	130517.0	136183.0	134850.0	133608.0	130275.0	132942.0	130917.0	129233.0	125567.0	124317.0	124300.0	126633.0	132300.0	138967.0	141633.0	139300.0	135333.0	132667.0	134083.0	130542.0	129500.0	126250.0	129167.0	131208.0	137008.0	141633.0	144633.0	143000.0	139250.0	137250.0	136583.0	136000.0	134167.0	133125.0	134125.0	138708.0	142750.0	147417.0	148567.0	146233.0	143200.0	137467.0	136300.0	134000.0	134167.0	135300.0	137633.0	144967.0	150000.0	156233.0	155233.0	152567.0	148500.0	146167.0	144167.0	141000.0	138967.0	138633.0	141300.0	146667.0	155000.0	161000.0	163000.0	159667.0	155333.0	151917.0	150917.0	150917.0	147300.0	149967.0	154133.0	160833.0	162500.0	166667.0	173000.0	176333.0	177483.0
52	Grand Rapids, MI	394640	52	Msa	MI	128750.0	130833.0	132500.0	131000.0	132317.0	130150.0	129317.0	127167.0	125667.0	123667.0	122000.0	121333.0	121667.0	121667.0	121667.0	123333.0	121667.0	122633.0	122600.0	122742.0	120092.0	116883.0	115242.0	118175.0	119083.0	120917.0	121333.0	122000.0	121667.0	122633.0	124267.0	123933.0	121300.0	120683.0	122183.0	120517.0	119500.0	121000.0	123667.0	126500.0	124833.0	123833.0	119667.0	118478.0	118811.0	121144.0	118000.0	116333.0	115333.0	120333.0	125000.0	127500.0	129500.0	129500.0	129300.0	126967.0	125783.0	123150.0	121983.0	122317.0	126650.0	131817.0	135333.0	137683.0	139017.0	139650.0	137533.0	134200.0	132567.0	130000.0	129000.0	127333.0	129750.0	133750.0	138383.0	142633.0	143708.0	144975.0	143975.0	141567.0	136933.0	135933.0	135583.0	137650.0	140867.0	146520.0	151520.0	153637.0	155833.0	155567.0	153900.0	151400.0	150000.0	149250.0	149233.0	149050.0	153100.0	158450.0	164633.0	166333.0	167167.0	166067.0	167067.0	166567.0	165833.0	163133.0	162467.0	165433.0	172133.0	178767.0	182467.0	182467.0	182500.0	182000.0	180333.0	178667.0	176667.0	178667.0	177633.0	180967.0	183967.0	191667.0	196667.0	199967.0	199983.0	199317.0	197533.0	194183.0	191483.0	190300.0	190300.0	193333.0	199667.0	208000.0	213667.0	214667.0	214667.0	211833.0	210833.0	206833.0	207033.0	204200.0	206533.0	212667.0	219833.0	222833.0	224667.0	229150.0	232817.0	237117.0	236967.0
53	Tucson, AZ	395167	53	Msa	AZ	211745.0	210578.0	208328.0	209086.0	206920.0	201503.0	199000.0	194000.0	194688.0	193186.0	194853.0	192498.0	190667.0	189000.0	187167.0	184750.0	180155.0	177988.0	173738.0	172111.0	170445.0	175445.0	173333.0	172023.0	167607.0	168440.0	167422.0	168505.0	168672.0	170371.0	167538.0	170204.0	171583.0	169750.0	162917.0	157167.0	156833.0	156667.0	155463.0	151766.0	150099.0	146803.0	145583.0	144233.0	143733.0	143133.0	142817.0	146117.0	148633.0	150967.0	152281.0	153614.0	154614.0	157220.0	156886.0	159053.0	160091.0	162091.0	162591.0	162650.0	163483.0	164308.0	166841.0	168758.0	170599.0	169000.0	168200.0	169517.0	169267.0	170150.0	168167.0	169917.0	170250.0	172307.0	175557.0	180723.0	181833.0	181000.0	179333.0	176467.0	174633.0	172341.0	174041.0	175208.0	175133.0	175133.0	174933.0	177300.0	180383.0	181417.0	181750.0	180317.0	181983.0	181317.0	181000.0	179000.0	180000.0	180983.0	185650.0	188317.0	191633.0	188873.0	186773.0	185390.0	185483.0	185917.0	188000.0	191000.0	194333.0	196415.0	200082.0	201749.0	200000.0	201333.0	202333.0	206000.0	206000.0	203667.0	201667.0	200000.0	204633.0	207967.0	208633.0	208667.0	209650.0	211755.0	212588.0	215605.0	214833.0	215817.0	212483.0	214117.0	213967.0	218967.0	222333.0	226333.0	224067.0	224067.0	224233.0	223500.0	225500.0	224483.0	229817.0	232342.0	235858.0	236192.0	236667.0	241667.0	246667.0	251667.0	255667.0
54	Urban Honolulu, HI	753924	54	Msa	HI	423089.0	426589.0	433306.0	411533.0	430200.0	415150.0	423167.0	418000.0	443333.0	418200.0	396533.0	394533.0	416500.0	434000.0	424333.0	422833.0	416433.0	422767.0	425606.0	432506.0	425839.0	428000.0	423084.0	423751.0	422084.0	424000.0	428333.0	445000.0	457620.0	475953.0	464287.0	455000.0	443333.0	438333.0	438333.0	436667.0	436667.0	443333.0	424667.0	423833.0	413833.0	422012.0	426179.0	441112.0	447767.0	441100.0	439437.0	432270.0	443178.0	436242.0	448908.0	449333.0	445667.0	446500.0	448342.0	459008.0	456508.0	455000.0	446250.0	443567.0	451900.0	445650.0	460500.0	452167.0	477167.0	476500.0	476500.0	462667.0	464500.0	486167.0	490667.0	496000.0	481047.0	492047.0	498381.0	505000.0	499500.0	503250.0	493250.0	525417.0	521975.0	562987.0	531320.0	523428.0	496408.0	501408.0	502325.0	506217.0	520883.0	532550.0	538000.0	531667.0	532733.0	532733.0	547400.0	546333.0	553000.0	553333.0	563667.0	572000.0	567000.0	563333.0	560000.0	567750.0	569417.0	571417.0	563500.0	554133.0	545467.0	545467.0	564833.0	578823.0	583990.0	590657.0	603333.0	613667.0	610000.0	590667.0	576667.0	560333.0	551000.0	561333.0	568000.0	580000.0	577241.0	580574.0	582574.0	583738.0	573738.0	578415.0	568844.0	585011.0	579667.0	584863.0	588697.0	604030.0	609333.0	605667.0	592333.0	586333.0	585000.0	581667.0	590000.0	604667.0	621583.0	626583.0	620250.0	612500.0	617167.0	624667.0	620500.0
55	Tulsa, OK	395169	55	Msa	OK	121500.0	125500.0	127667.0	130833.0	132167.0	130500.0	129667.0	126667.0	127000.0	125333.0	126333.0	127333.0	127000.0	127833.0	129167.0	131333.0	130667.0	128833.0	127500.0	127167.0	125500.0	125000.0	122500.0	123583.0	125250.0	126917.0	130000.0	133667.0	137000.0	136833.0	133167.0	133222.0	133372.0	132539.0	129150.0	125583.0	123917.0	121917.0	125500.0	128667.0	135167.0	134833.0	135167.0	132667.0	133833.0	131150.0	129150.0	125817.0	127500.0	132667.0	136000.0	138333.0	138333.0	137833.0	137833.0	137417.0	139750.0	140750.0	138583.0	138917.0	140583.0	143333.0	145333.0	147000.0	148333.0	147967.0	144633.0	142967.0	142667.0	141583.0	139917.0	138250.0	140167.0	143833.0	146167.0	150483.0	151817.0	148483.0	146667.0	146633.0	150300.0	147467.0	146167.0	144167.0	148667.0	150667.0	155500.0	155250.0	154583.0	152275.0	150108.0	150075.0	147133.0	144383.0	142583.0	143833.0	145667.0	149500.0	152000.0	158000.0	157667.0	158000.0	153667.0	153667.0	153633.0	155117.0	154083.0	153342.0	154192.0	158225.0	161000.0	164667.0	164176.0	163509.0	161509.0	162000.0	162043.0	161043.0	159709.0	160341.0	161674.0	164424.0	166417.0	167083.0	167667.0	166667.0	167333.0	167333.0	165667.0	164333.0	160917.0	162583.0	164917.0	171333.0	176333.0	179333.0	176333.0	173000.0	169667.0	169333.0	172000.0	174000.0	177667.0	178333.0	180500.0	182250.0	186417.0	192583.0	197500.0	201667.0	204333.0
56	Fresno, CA	394619	56	Msa	CA	252667.0	248833.0	248833.0	240500.0	235000.0	226667.0	224167.0	219333.0	216250.0	203750.0	198417.0	193917.0	196083.0	195417.0	194775.0	194942.0	196775.0	198333.0	201000.0	201667.0	195000.0	186333.0	179167.0	181917.0	179917.0	182083.0	179333.0	180000.0	178333.0	179833.0	180833.0	177500.0	176667.0	167333.0	165667.0	160000.0	165000.0	163333.0	165000.0	166667.0	169583.0	169500.0	164500.0	161417.0	161500.0	163167.0	163333.0	160417.0	163750.0	167083.0	168500.0	168500.0	169167.0	172333.0	173333.0	171167.0	172500.0	169167.0	173917.0	173917.0	182333.0	184083.0	191083.0	196667.0	203250.0	204917.0	202583.0	207667.0	210333.0	211167.0	204917.0	208917.0	213083.0	217667.0	214417.0	215083.0	216750.0	220000.0	222417.0	220750.0	218417.0	220000.0	220000.0	222333.0	221667.0	226667.0	229333.0	232667.0	234333.0	233333.0	231000.0	233333.0	233667.0	234000.0	228333.0	229833.0	231667.0	235000.0	237500.0	240500.0	243083.0	245083.0	245917.0	247167.0	245833.0	243167.0	240000.0	241667.0	244000.0	249076.0	252742.0	259326.0	263583.0	266583.0	265583.0	267250.0	267917.0	265667.0	268167.0	266500.0	269833.0	268333.0	271667.0	275000.0	276000.0	273667.0	273667.0	273333.0	275000.0	274083.0	274083.0	279083.0	280000.0	281658.0	277658.0	279325.0	278583.0	280917.0	280500.0	282917.0	282417.0	282833.0	281000.0	279833.0	281500.0	283917.0	293917.0	303583.0	308833.0	310333.0	312667.0
57	Worcester, MA	395238	57	Msa	MA	237719.0	237333.0	238167.0	238500.0	237833.0	231000.0	225333.0	220817.0	218483.0	215817.0	210167.0	210500.0	212833.0	220000.0	217633.0	218300.0	217550.0	217917.0	216583.0	213333.0	213333.0	210667.0	208333.0	211667.0	216667.0	223833.0	231067.0	229400.0	230567.0	225000.0	228333.0	226667.0	220333.0	205333.0	198667.0	198667.0	207000.0	208667.0	215000.0	220000.0	221650.0	211317.0	204650.0	199667.0	197500.0	194167.0	189167.0	193167.0	194833.0	203167.0	211667.0	219083.0	219083.0	208500.0	202750.0	198550.0	202467.0	199800.0	203967.0	203967.0	210467.0	213625.0	221958.0	227300.0	233841.0	228841.0	224667.0	215667.0	215083.0	214500.0	213833.0	218333.0	217417.0	223750.0	228167.0	234633.0	237300.0	230600.0	227300.0	222467.0	221750.0	216750.0	217583.0	220000.0	225000.0	225917.0	233117.0	238325.0	242408.0	238208.0	237167.0	232167.0	230833.0	224000.0	222000.0	219967.0	222933.0	226600.0	234633.0	244300.0	250967.0	249250.0	245950.0	240617.0	240883.0	235850.0	237817.0	236600.0	243267.0	249967.0	259950.0	264800.0	269800.0	263150.0	260500.0	255500.0	258800.0	256633.0	251633.0	248333.0	250400.0	258067.0	271383.0	279317.0	281283.0	276300.0	267967.0	265000.0	259983.0	261650.0	256650.0	256333.0	258000.0	268000.0	277500.0	284167.0	287500.0	285333.0	283667.0	280333.0	280000.0	278317.0	272967.0	273633.0	277650.0	291333.0	298333.0	311000.0	316000.0	321683.0	319600.0
58	Stamford, CT	394415	58	Msa	CT	419642.0	434975.0	447667.0	481000.0	489167.0	471667.0	437907.0	405907.0	388407.0	368833.0	360000.0	358333.0	363000.0	369667.0	391333.0	413167.0	431500.0	423167.0	403833.0	387167.0	383833.0	399833.0	399000.0	401500.0	394667.0	406167.0	422000.0	450667.0	474967.0	466633.0	429967.0	409000.0	400667.0	401833.0	392250.0	388917.0	392750.0	409015.0	444015.0	454932.0	463417.0	443417.0	414167.0	369000.0	340667.0	339000.0	344667.0	346333.0	360917.0	385417.0	417083.0	439167.0	440833.0	424000.0	393167.0	380000.0	385167.0	374333.0	362333.0	346300.0	364633.0	391967.0	424667.0	448000.0	446667.0	430167.0	401500.0	381500.0	374667.0	385000.0	378333.0	366667.0	370767.0	394100.0	427434.0	440000.0	453750.0	435083.0	406750.0	384867.0	386867.0	385200.0	380000.0	366667.0	387917.0	412917.0	439583.0	446633.0	435300.0	419300.0	410000.0	394667.0	392150.0	379483.0	381150.0	377000.0	379000.0	387333.0	401667.0	411250.0	412083.0	407083.0	392583.0	386750.0	381750.0	395000.0	391667.0	388917.0	391083.0	409417.0	429240.0	428740.0	425073.0	419000.0	404000.0	396500.0	390500.0	398333.0	397000.0	386250.0	388750.0	394583.0	423633.0	438600.0	445267.0	419633.0	392667.0	379300.0	384967.0	391633.0	379667.0	369667.0	369667.0	390000.0	414167.0	429583.0	433750.0	419583.0	394417.0	383583.0	380250.0	396667.0	390000.0	388333.0	393067.0	416400.0	446775.0	465375.0	487875.0	492500.0	497317.0
59	Albuquerque, NM	394312	59	Msa	NM	185500.0	188833.0	193000.0	197500.0	194500.0	188650.0	183317.0	178317.0	177667.0	175167.0	176949.0	177616.0	178433.0	178283.0	178250.0	179267.0	178967.0	177333.0	174333.0	172167.0	170500.0	169833.0	168333.0	168841.0	169841.0	172991.0	174150.0	177883.0	179067.0	180400.0	178750.0	176250.0	174917.0	171167.0	170000.0	164967.0	164967.0	161933.0	163633.0	166267.0	166967.0	166892.0	164259.0	161826.0	159600.0	159267.0	160667.0	161267.0	162350.0	165717.0	169083.0	169000.0	166500.0	166450.0	165783.0	165617.0	163333.0	160333.0	159667.0	163000.0	165583.0	168858.0	166525.0	170275.0	173633.0	176600.0	173283.0	168317.0	169047.0	170530.0	171447.0	167750.0	167917.0	172000.0	174833.0	179832.0	180196.0	178696.0	175364.0	172833.0	174500.0	171833.0	169417.0	168542.0	171209.0	175126.0	180817.0	182150.0	184383.0	180567.0	180233.0	178167.0	176833.0	175000.0	171467.0	172883.0	176017.0	182350.0	186600.0	187633.0	187000.0	185725.0	185725.0	183725.0	183000.0	182167.0	182833.0	182833.0	185333.0	189100.0	192267.0	193933.0	194500.0	194667.0	192333.0	192667.0	189333.0	187333.0	185667.0	188417.0	196000.0	199333.0	203250.0	203333.0	205000.0	201667.0	198333.0	196650.0	198317.0	199383.0	199400.0	200425.0	205421.0	212504.0	219812.0	222083.0	221667.0	218333.0	218500.0	217833.0	219467.0	218300.0	219967.0	223000.0	227300.0	227967.0	229967.0	235833.0	244167.0	247500.0	249167.0
