	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Published_Value	Published_UOM	Estimated_Real_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type	Measure_Hierarchy_Level	GeoFIPS_Type	County_FIPS	County_Name	PZ_Name	WDB_Name	State_FIPS	State_Name	Region_FIPS	Region_Name	Nation_FIPS	Nation_Name
3650	" ""37027"""	Caldwell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1086238	N$	1086238	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37027"""	Caldwell, NC	Northwest	Western Piedmont	37000	North Carolina	95000	Southeast	0	USA
3651	" ""37029"""	Camden, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	66356	N$	66356	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37029"""	Camden, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3652	" ""37031"""	Carteret, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	736263	N$	736263	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37031"""	Carteret, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3653	" ""37033"""	Caswell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	77527	N$	77527	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37033"""	Caswell, NC	Piedmont-Triad	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
3654	" ""37035"""	Catawba, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	3543400	N$	3543400	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37035"""	Catawba, NC	Northwest	Western Piedmont	37000	North Carolina	95000	Southeast	0	USA
3655	" ""37037"""	Chatham, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	660364	N$	660364	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37037"""	Chatham, NC	North Central	Triangle South	37000	North Carolina	95000	Southeast	0	USA
3656	" ""37039"""	Cherokee, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	286527	N$	286527	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37039"""	Cherokee, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3657	" ""37041"""	Chowan, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	187362	N$	187362	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37041"""	Chowan, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3658	" ""37043"""	Clay, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	77320	N$	77320	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37043"""	Clay, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3659	" ""37045"""	Cleveland, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1311011	N$	1311011	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37045"""	Cleveland, NC	Southwest	Region C	37000	North Carolina	95000	Southeast	0	USA
3660	" ""37047"""	Columbus, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	554059	N$	554059	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37047"""	Columbus, NC	South Central	Cape Fear	37000	North Carolina	95000	Southeast	0	USA
3661	" ""37049"""	Craven, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1221070	N$	1221070	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37049"""	Craven, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3662	" ""37051"""	Cumberland, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	3506204	N$	3506204	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37051"""	Cumberland, NC	South Central	Cumberland County	37000	North Carolina	95000	Southeast	0	USA
3663	" ""37053"""	Currituck, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	199448	N$	199448	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37053"""	Currituck, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3664	" ""37055"""	Dare, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	787804	N$	787804	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37055"""	Dare, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3665	" ""37057"""	Davidson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1753119	N$	1753119	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37057"""	Davidson, NC	Piedmont-Triad	DavidsonWorks, Inc.	37000	North Carolina	95000	Southeast	0	USA
3666	" ""37059"""	Davie, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	394353	N$	394353	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37059"""	Davie, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
3667	" ""37061"""	Duplin, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	498193	N$	498193	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37061"""	Duplin, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3668	" ""37063"""	Durham, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	10868448	N$	10868448	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37063"""	Durham, NC	North Central	Durham	37000	North Carolina	95000	Southeast	0	USA
3669	" ""37065"""	Edgecombe, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	752222	N$	752222	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37065"""	Edgecombe, NC	North Central	Turning Point	37000	North Carolina	95000	Southeast	0	USA
3670	" ""37067"""	Forsyth, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	9278036	N$	9278036	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37067"""	Forsyth, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
3671	" ""37069"""	Franklin, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	444192	N$	444192	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37069"""	Franklin, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
3672	" ""37071"""	Gaston, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	2774242	N$	2774242	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37071"""	Gaston, NC	Southwest	Gaston County	37000	North Carolina	95000	Southeast	0	USA
3673	" ""37073"""	Gates, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	43565	N$	43565	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37073"""	Gates, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3674	" ""37075"""	Graham, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	76842	N$	76842	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37075"""	Graham, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3675	" ""37077"""	Granville, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	554633	N$	554633	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37077"""	Granville, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
3676	" ""37079"""	Greene, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	82619	N$	82619	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37079"""	Greene, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3677	" ""37081"""	Guilford, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	12535090	N$	12535090	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37081"""	Guilford, NC	Piedmont-Triad	Greensboro/High Point/Guilford	37000	North Carolina	95000	Southeast	0	USA
3678	" ""37083"""	Halifax, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	486132	N$	486132	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37083"""	Halifax, NC	Northeast	Turning Point	37000	North Carolina	95000	Southeast	0	USA
3679	" ""37085"""	Harnett, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	796240	N$	796240	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37085"""	Harnett, NC	North Central	Triangle South	37000	North Carolina	95000	Southeast	0	USA
3680	" ""37087"""	Haywood, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	594876	N$	594876	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37087"""	Haywood, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3681	" ""37089"""	Henderson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1433934	N$	1433934	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37089"""	Henderson, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	0	USA
3682	" ""37091"""	Hertford, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	294547	N$	294547	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37091"""	Hertford, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	0	USA
3683	" ""37093"""	Hoke, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	200405	N$	200405	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37093"""	Hoke, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	0	USA
3684	" ""37095"""	Hyde, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	41670	N$	41670	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37095"""	Hyde, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3685	" ""37097"""	Iredell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	2934388	N$	2934388	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37097"""	Iredell, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	0	USA
3686	" ""37099"""	Jackson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	429052	N$	429052	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37099"""	Jackson, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3687	" ""37101"""	Johnston, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1571663	N$	1571663	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37101"""	Johnston, NC	North Central		37000	North Carolina	95000	Southeast	0	USA
3688	" ""37103"""	Jones, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	53617	N$	53617	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37103"""	Jones, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3689	" ""37105"""	Lee, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1191817	N$	1191817	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37105"""	Lee, NC	North Central	Triangle South	37000	North Carolina	95000	Southeast	0	USA
3690	" ""37107"""	Lenoir, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	902223	N$	902223	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37107"""	Lenoir, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3691	" ""37109"""	Lincoln, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	725600	N$	725600	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37109"""	Lincoln, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	0	USA
3692	" ""37111"""	McDowell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	575787	N$	575787	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37111"""	McDowell, NC	Northwest	Region C	37000	North Carolina	95000	Southeast	0	USA
3693	" ""37113"""	Macon, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	437666	N$	437666	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37113"""	Macon, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3694	" ""37115"""	Madison, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	146646	N$	146646	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37115"""	Madison, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	0	USA
3695	" ""37117"""	Martin, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	308892	N$	308892	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37117"""	Martin, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	0	USA
3696	" ""37119"""	Mecklenburg, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	34225789	N$	34225789	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37119"""	Mecklenburg, NC	Southwest		37000	North Carolina	95000	Southeast	0	USA
3697	" ""37121"""	Mitchell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	183029	N$	183029	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37121"""	Mitchell, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	0	USA
3698	" ""37123"""	Montgomery, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	360094	N$	360094	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37123"""	Montgomery, NC	South Central	Regional Partnership	37000	North Carolina	95000	Southeast	0	USA
3699	" ""37125"""	Moore, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1253954	N$	1253954	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37125"""	Moore, NC	South Central	Regional Partnership	37000	North Carolina	95000	Southeast	0	USA
3700	" ""37127"""	Nash, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1578912	N$	1578912	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37127"""	Nash, NC	North Central	Turning Point	37000	North Carolina	95000	Southeast	0	USA
3701	" ""37129"""	New Hanover, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	3929402	N$	3929402	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37129"""	New Hanover, NC	Southeast	Cape Fear	37000	North Carolina	95000	Southeast	0	USA
3702	" ""37131"""	Northampton, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	167450	N$	167450	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37131"""	Northampton, NC	Northeast	Turning Point	37000	North Carolina	95000	Southeast	0	USA
3703	" ""37133"""	Onslow, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1069647	N$	1069647	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37133"""	Onslow, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3704	" ""37135"""	Orange, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1824197	N$	1824197	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37135"""	Orange, NC	North Central	Regional Partnership	37000	North Carolina	95000	Southeast	0	USA
3705	" ""37137"""	Pamlico, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	83676	N$	83676	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37137"""	Pamlico, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3706	" ""37139"""	Pasquotank, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	449589	N$	449589	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37139"""	Pasquotank, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3707	" ""37141"""	Pender, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	334958	N$	334958	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37141"""	Pender, NC	Southeast	Cape Fear	37000	North Carolina	95000	Southeast	0	USA
3708	" ""37143"""	Perquimans, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	62886	N$	62886	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37143"""	Perquimans, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3709	" ""37145"""	Person, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	437340	N$	437340	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37145"""	Person, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
3710	" ""37147"""	Pitt, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	2057857	N$	2057857	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37147"""	Pitt, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	0	USA
3711	" ""37149"""	Polk, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	183152	N$	183152	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37149"""	Polk, NC	Western	Region C	37000	North Carolina	95000	Southeast	0	USA
3712	" ""37151"""	Randolph, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1893124	N$	1893124	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37151"""	Randolph, NC	Piedmont-Triad	Regional Partnership	37000	North Carolina	95000	Southeast	0	USA
3713	" ""37153"""	Richmond, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	478776	N$	478776	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37153"""	Richmond, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	0	USA
3714	" ""37155"""	Robeson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1175264	N$	1175264	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37155"""	Robeson, NC			37000	North Carolina	95000	Southeast	0	USA
3715	" ""37157"""	Rockingham, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1160260	N$	1160260	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37157"""	Rockingham, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
3716	" ""37159"""	Rowan, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1987592	N$	1987592	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37159"""	Rowan, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	0	USA
3717	" ""37161"""	Rutherford, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	768071	N$	768071	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37161"""	Rutherford, NC	Western	Region C	37000	North Carolina	95000	Southeast	0	USA
3718	" ""37163"""	Sampson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	578364	N$	578364	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37163"""	Sampson, NC	South Central	Triangle South	37000	North Carolina	95000	Southeast	0	USA
3719	" ""37165"""	Scotland, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	525427	N$	525427	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37165"""	Scotland, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	0	USA
3720	" ""37167"""	Stanly, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	708934	N$	708934	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37167"""	Stanly, NC	Southwest		37000	North Carolina	95000	Southeast	0	USA
3721	" ""37169"""	Stokes, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	240662	N$	240662	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37169"""	Stokes, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
3722	" ""37171"""	Surry, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1056875	N$	1056875	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37171"""	Surry, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
3723	" ""37173"""	Swain, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	135193	N$	135193	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37173"""	Swain, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	0	USA
3724	" ""37175"""	Transylvania, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	339040	N$	339040	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37175"""	Transylvania, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	0	USA
3725	" ""37177"""	Tyrrell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	16679	N$	16679	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37177"""	Tyrrell, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3726	" ""37179"""	Union, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	2155990	N$	2155990	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37179"""	Union, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	0	USA
3727	" ""37181"""	Vance, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	544885	N$	544885	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37181"""	Vance, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
3728	" ""37183"""	Wake, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	19072784	N$	19072784	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37183"""	Wake, NC	North Central	Capital Area	37000	North Carolina	95000	Southeast	0	USA
3729	" ""37185"""	Warren, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	87151	N$	87151	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37185"""	Warren, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	0	USA
3730	" ""37187"""	Washington, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	71872	N$	71872	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37187"""	Washington, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	0	USA
3731	" ""37189"""	Watauga, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	676549	N$	676549	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37189"""	Watauga, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	0	USA
3732	" ""37191"""	Wayne, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1397224	N$	1397224	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37191"""	Wayne, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	0	USA
3733	" ""37193"""	Wilkes, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	870959	N$	870959	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37193"""	Wilkes, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	0	USA
3734	" ""37195"""	Wilson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	1582191	N$	1582191	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37195"""	Wilson, NC	North Central	Turning Point	37000	North Carolina	95000	Southeast	0	USA
3735	" ""37197"""	Yadkin, NC	BEA_CA5N_0082	  Private nonfarm earnings	2005.0	330093	N$	330093	Real 2012 Chained Dollars	R$	-3	YR	The Year 2005	01/1/2005 0:00	Level	2	CNTY	" ""37197"""	Yadkin, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	0	USA
