RegionName	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	SizeRank	2008-03	2008-04	2008-05	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11	2019-12	2020-01
Guilford County	NC	Greensboro-High Point	37	081	128	140100.0	135700.0	128900.0	125700.0	128300.0	127800.0	128100.0	125100.0	125500.0	128300.0	132300.0	131600.0	128100.0	124100.0	126100.0	127100.0	131000.0	131500.0	134200.0	132000.0	130600.0	127300.0	125200.0	122200.0	120400.0	123800.0	126600.0	128500.0	125500.0	124700.0	124000.0	124500.0	125500.0	130400.0	126500.0	129300.0	119800.0	119700.0	113200.0	112200.0	114600.0	118100.0	118500.0	115600.0	112100.0	113000.0	111800.0	104500.0	106600.0	106300.0	116800.0	121200.0	126000.0	123000.0	118400.0	121000.0	124200.0	122000.0	122700.0	119400.0	123800.0	122000.0	125100.0	126000.0	126100.0	125700.0	123900.0	122700.0	121700.0	121600.0	121400.0	120600.0	119500.0	121400.0	122100.0	123300.0	124400.0	126200.0	128500.0	131100.0	131200.0	131100.0	131300.0	137200.0	137500.0	137700.0	139600.0	141300.0	139800.0	131600.0	129700.0	129300.0	130400.0	132900.0	138800.0	140800.0	140300.0	136200.0	136700.0	138600.0	137300.0	137900.0	136800.0	136800.0	136200.0	134700.0	134600.0	134200.0	136000.0	136500.0	136800.0	134400.0	137100.0	138900.0	142300.0	141500.0	141300.0	146400.0	148200	151900	150100	147300	145200	144500	148700	148600	150300	154200	159500	160700	158100	160900	159800.0	163800.0	162600.0	162400.0	164100.0	160300.0	160300.0	159000.0	162300.0	166500.0	168600.0
Harnett County	NC	Dunn	37	085	474																																																			120600.0	126500.0	131600.0	136300.0	133400.0	135300.0	131000.0	140300.0	137900.0	131100.0	119900.0	114400.0	119600.0	120700.0	121900.0	121600.0	120300.0	124700.0	121100.0	122400.0	120300.0	122700.0	124900.0	124900.0	125700.0	124800.0	127200.0	124700.0	127400.0	126900.0	130200.0	132100.0	133200.0	137200.0	133100.0	138300.0	137600.0	142400.0	144400.0	142500.0	143100.0	143400.0	140700.0	145000.0	145400.0	153600.0	152300.0	151800.0	146800.0	146800.0	143900.0	147000.0	148200.0	150400.0	161300.0	159100.0	160000.0	147200.0	150300.0	149800.0	151700.0	152000.0	156600.0	161800.0	161900.0	158000.0	156800.0	150600.0	149000	149500	156500	162600	164200	166400	164600	166800	167200	167600	169400	170100	173500	169200	166900.0	167600.0	172900.0	172700.0	174700.0	175700.0	182500.0	182800.0	179700.0	177500.0	177700.0
Haywood County	NC	Asheville	37	087	745	172800.0	176100.0	167700.0	163600.0	155100.0	160500.0	169300.0	168700.0	163500.0	159600.0	161300.0	152800.0	142100.0	141000.0	150300.0	156600.0	156400.0	155800.0	161600.0	159700.0	149300.0	138600.0	142700.0	147400.0	146400.0	137900.0	147300.0	154500.0	159500.0	145000.0	142300.0	149600.0	157200.0	155300.0	148600.0	139300.0	149000.0	139400.0	138000.0	129400.0	138200.0	145400.0	149200.0	142700.0	142000.0	143100.0	154800.0	154700.0	148500.0	143700.0	140600.0	139300.0	136700.0	144800.0	147400.0	157200.0	145600.0	151000.0	147700.0	140200.0	131900.0	129800.0	149500.0	155400.0	154600.0	154100.0	149700.0	151000.0	148800.0	153900.0	143300.0	143800.0	144400.0	144300.0	142000.0	136800.0	148900.0	148600.0	139700.0	142600.0	147000.0	152400.0	151600.0	147100.0	154800.0	150600.0	155000.0	154800.0	158800.0	157000.0	153300.0	150700.0	152400.0	155500.0	156900.0	156000.0	152300.0	156400.0	151800.0	157600.0	160400.0	173700.0	172700.0	174800.0	171400.0	175400.0	171000.0	176800.0	177100.0	178200.0	174900.0	173600.0	175400.0	177600.0	187300.0	190300.0	186300.0	182100.0	181700	187700	190200	199600	200400	198800	189900	184200	193500	191000	198200	204900	210500	211900	197900.0	205700.0	209900.0	210200.0	209000.0	200400.0	210700.0	207100.0	216900.0	209800.0	224500.0
Henderson County	NC	Asheville	37	089	503																																																																182400.0	186100.0	182200.0	179600.0	179500.0	169900.0	176200.0	171600.0	185500.0	180000.0	187000.0	179600.0	182100.0	174800.0	178300.0	183000.0	187400.0	185700.0	181300.0	186600.0	193400.0	197100.0	194000.0	188700.0	191300.0	188400.0	197400.0	196000.0	197700.0	194400.0	194000.0	192900.0	194600.0	195900.0	201300.0	202000.0	208800.0	208200.0	209000.0	203300.0	207200.0	207600.0	217800.0	217700.0	217300.0	216400.0	212300.0	223600.0	224800.0	233100.0	226300.0	229100.0	226800.0	234800.0	237300.0	245800	239700	242800	241500	247400	240900	248900	251500	259400	254600	258600	250100	246500	251600	262800.0	273100.0	266400.0	261100.0	259700.0	263800.0	264600.0	263600.0	262400.0	266900.0	
Hoke County	NC	Fayetteville	37	093	844	126900.0	134200.0	134100.0	137700.0	133500.0	133600.0	133500.0	131300.0	130900.0	131800.0	137900.0	142300.0	141400.0	141300.0	143500.0	144300.0	141800.0	132300.0	135000.0	128700.0	134300.0	128100.0	135500.0	132000.0	139400.0	144000.0	149500.0	147100.0	143700.0	142500.0	143900.0	140300.0	141500.0	140700.0	144900.0	143700.0	145500.0	143700.0	147500.0	146900.0	146500.0	149700.0	140700.0	140800.0	143800.0	145800.0	142800.0	127200.0	127100.0	127900.0	137400.0	142100.0	142400.0	132200.0	125000.0	124700.0	139500.0	155200.0	156700.0	147400.0	134300.0	134200.0	133500.0	136500.0	137400.0	137200.0	133700.0	129300.0	126000.0	133800.0	136000.0	140800.0	127200.0	124200.0	120600.0	132900.0	135000.0	134700.0	134000.0	129000.0	127800.0	126000.0	133200.0	125800.0	127600.0	129400.0	142000.0	137600.0	137700.0	141900.0	145900.0	135600.0	130500.0	127900.0	134200.0	133600.0	134100.0	139700.0	145700.0	147800.0	146200.0	144000.0	146600.0	148000.0	151600.0	146500.0	148400.0	144600.0	147600.0	145900.0	144000.0	145000.0	145500.0	144800.0	142900.0	145700.0	149700.0	152300.0	150800	145500	149000	148000	147400	143700	144700	151700	152500	154700	157800	161900	157600	152800	149000.0	153600.0	158300.0	164900.0	168300.0	170900.0	166800.0	161800.0	162200.0	168700.0	175300.0
Iredell County	NC	Charlotte-Concord-Gastonia	37	097	366	163400.0	157300.0	148300.0	145100.0	147100.0	158100.0	155700.0	160300.0	161500.0	168600.0	166600.0	168200.0	159300.0	167200.0	163500.0	167800.0	159700.0	152100.0	150600.0	155500.0	161600.0	167000.0	164300.0	163100.0	160000.0	156700.0	154300.0	154700.0	157700.0	174100.0	179600.0	177500.0	171000.0	165800.0	166600.0	159300.0	149800.0	149900.0	145200.0	163800.0	160600.0	177600.0	161800.0	168700.0	166400.0	171100.0	166900.0	166400.0	169000.0	172700.0	165500.0	166400.0	164500.0	159600.0	159600.0	160200.0	170900.0	172900.0	170400.0	155900.0	157900.0	163600.0	172800.0	164100.0	160300.0	159100.0	167400.0	166300.0	165600.0	168500.0	175100.0	177100.0	172700.0	174600.0	175400.0	180600.0	172900.0	169100.0	166500.0	168500.0	173000.0	174400.0	175500.0	185000.0	193300.0	197400.0	190300.0	183200.0	179900.0	181100.0	180700.0	183000.0	185800.0	191600.0	184700.0	183500.0	178500.0	183600.0	183100.0	189200.0	195500.0	202700.0	201600.0	207300.0	201600.0	195300.0	189700.0	187600.0	193800.0	188900.0	179100.0	174100.0	181600.0	191900.0	199300.0	198700.0	201400.0	202100.0	202800	208600	206500	204300	206900	213100	219700	226600	224200	222600	222200	219400	217000	211600	215600.0	227900.0	221600.0	224900.0	218900.0	232000.0	238400.0	244400.0	248300.0	250900.0	251200.0
Jackson County	NC	Cullowhee	37	099	929																																																																																										194700.0	195700.0	187200.0	185100.0	168900.0	173900.0	181000.0	188400.0	195200.0	198800.0	203000.0	224600.0	224200.0	220300.0	195600.0	194700.0	202200.0	198000.0	203700.0	201900.0	201600.0	190200.0	196700.0	203200.0	204800.0	202900.0	216700.0	237600.0	256700.0	255500	222800	234900	242600	270000	251100	240700	249900	253100	261900	270800	267700	248400	216200	214600.0	224200.0	238600.0	237900.0	249800.0	261500.0	268800.0	247600.0	246200.0	263500.0	277000.0
Johnston County	NC	Raleigh	37	101	341	138000.0	137600.0	137000.0	133400.0	134400.0	134700.0	135700.0	135100.0	133900.0	136000.0	144700.0	154900.0	153900.0	146200.0	130700.0	129600.0	126600.0	131700.0	131800.0	132800.0	134700.0	138500.0	137100.0	133000.0	131600.0	134300.0	141100.0	138900.0	133800.0	131600.0	137100.0	141400.0	144800.0	140500.0	142700.0	139900.0	139300.0	133600.0	130200.0	130600.0	134800.0	137200.0	138300.0	136900.0	133700.0	129200.0	128000.0	126700.0	128900.0	125000.0	124500.0	123800.0	126800.0	127900.0	126600.0	127400.0	130600.0	132800.0	131300.0	128600.0	127200.0	139000.0	142700.0	148600.0	141600.0	142300.0	144600.0	142800.0	138200.0	131500.0	130800.0	131900.0	130700.0	129600.0	131100.0	132000.0	136600.0	136000.0	141000.0	139900.0	145100.0	145400.0	150700.0	153300.0	154600.0	154200.0	154700.0	157200.0	155000.0	157800.0	154900.0	154400.0	152100.0	154400.0	156900.0	155300.0	160900.0	162100.0	164900.0	160500.0	158400.0	157800.0	160000.0	164500.0	163300.0	166200.0	170500.0	174700.0	176000.0	175000.0	173900.0	172700.0	175500.0	177700.0	176200.0	178000.0	182800.0	186300.0	183400	185800	187200	191000	186100	186400	185600	189600	192500	198000	201700	203400	202500	203000	201700.0	205100.0	200600.0	203600.0	202600.0	211600.0	217500.0	220300.0	218900.0	220000.0	218100.0
Lenoir County	NC	Kinston	37	107	742																																																																																																																			71300.0	76200.0	78700.0	80300.0	80600	93100	91800	87600	87200	85200	84000	77600	81400	84000	82300	82400	78100	76000	77700.0	83000.0	86000.0	83700.0	82900.0	77000.0	80400.0	79300.0	77400.0	74600.0	
Lincoln County	NC	Charlotte-Concord-Gastonia	37	109	619																																																																																																	183600.0	188700.0	186300.0	180900.0	180400.0	173500.0	178900.0	183100.0	182300.0	179800.0	175300.0	180700.0	186200.0	196400.0	197400.0	193300.0	187300.0	198800.0	209800.0	209600.0	200600.0	196400.0	201000	201800	203800	209300	214200	216800	221100	222700	227400	222600	226100	225800	231300	244500	253700.0	250700.0	253200.0	252100.0	266500.0	267800.0	271500.0	265100.0	242400.0	260300.0	
Macon County	NC		37	113	1010																																																																																	152600.0	166400.0	181600.0	181200.0	171900.0	144500.0	149700.0	147000.0	161800.0	155200.0	161100.0	157000.0	158000.0	175800.0	183400.0	185600.0	157700.0	153100.0	150000.0	152200.0	147700.0	147300.0	161700.0	172100.0	168800.0	164300.0	157400.0	170000.0	174800.0	182100.0	176000.0	171800.0	172200.0	164600.0	175800.0	181500.0	183500.0	170700.0	166600	168000	183500	191100	195200	183900	172800	175200	176100	182900	190900	193100	190300	183800	188100.0	187500.0	194200.0	185800.0	187700.0	188900.0	195800.0	203800.0	211300.0	217100.0	221900.0
McDowell County	NC	Marion	37	111	867																																																																																																																			94500.0	102900.0	102900.0	105200.0	100400	92700	100600	96100	114100	120400	116600	103800	97000	104100	102800	119000	121800	127300	106900.0	103800.0	110300.0	120200.0	117800.0	125600.0	118400.0	133700.0	147200.0	156800.0	
Mecklenburg County	NC	Charlotte-Concord-Gastonia	37	119	45	164100.0	160200.0	156300.0	153600.0	153200.0	151500.0	153800.0	154000.0	153400.0	152100.0	147500.0	150700.0	148100.0	147900.0	143300.0	144600.0	149700.0	152600.0	154400.0	154700.0	155300.0	153100.0	153800.0	152700.0	151100.0	149500.0	148600.0	149700.0	150900.0	151400.0	157300.0	154400.0	158200.0	152700.0	155300.0	148300.0	146700.0	146600.0	147400.0	145700.0	143000.0	147300.0	147500.0	146900.0	141000.0	148100.0	149300.0	151400.0	144100.0	142300.0	146800.0	153100.0	155200.0	156500.0	156600.0	158600.0	154100.0	152600.0	155200.0	160300.0	163400.0	164700.0	164800.0	167200.0	169700.0	173200.0	175300.0	176500.0	178200.0	178600.0	178400.0	179300.0	178000.0	175300.0	176300.0	177700.0	182800.0	181000.0	182400.0	181300.0	181600.0	183300.0	186200.0	190500.0	190900.0	191300.0	191000.0	191100.0	191000.0	189500.0	192200.0	192600.0	195800.0	195600.0	196800.0	194300.0	194300.0	195200.0	195900.0	195600.0	195900.0	201100.0	201100.0	202800.0	199900.0	199000.0	197100.0	195000.0	196800.0	196900.0	197700.0	199600.0	202200.0	200000.0	198500.0	198800.0	204400.0	208500.0	215400	226900	233900	234200	230300	229200	227000	226800	226300	231200	232000	234500	237500	242900	243000.0	241200.0	241300.0	241700.0	243400.0	241100.0	246700.0	248900.0	254900.0	260600.0	267900.0
