RegionName	RegionID	SizeRank	RegionType	StateName	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	1996-01-31	1996-02-29	1996-03-31	1996-04-30	1996-05-31	1996-06-30	1996-07-31	1996-08-31	1996-09-30	1996-10-31	1996-11-30	1996-12-31	1997-01-31	1997-02-28	1997-03-31	1997-04-30	1997-05-31	1997-06-30	1997-07-31	1997-08-31	1997-09-30	1997-10-31	1997-11-30	1997-12-31	1998-01-31	1998-02-28	1998-03-31	1998-04-30	1998-05-31	1998-06-30	1998-07-31	1998-08-31	1998-09-30	1998-10-31	1998-11-30	1998-12-31	1999-01-31	1999-02-28	1999-03-31	1999-04-30	1999-05-31	1999-06-30	1999-07-31	1999-08-31	1999-09-30	1999-10-31	1999-11-30	1999-12-31	2000-01-31	2000-02-29	2000-03-31	2000-04-30	2000-05-31	2000-06-30	2000-07-31	2000-08-31	2000-09-30	2000-10-31	2000-11-30	2000-12-31	2001-01-31	2001-02-28	2001-03-31	2001-04-30	2001-05-31	2001-06-30	2001-07-31	2001-08-31	2001-09-30	2001-10-31	2001-11-30	2001-12-31	2002-01-31	2002-02-28	2002-03-31	2002-04-30	2002-05-31	2002-06-30	2002-07-31	2002-08-31	2002-09-30	2002-10-31	2002-11-30	2002-12-31	2003-01-31	2003-02-28	2003-03-31	2003-04-30	2003-05-31	2003-06-30	2003-07-31	2003-08-31	2003-09-30	2003-10-31	2003-11-30	2003-12-31	2004-01-31	2004-02-29	2004-03-31	2004-04-30	2004-05-31	2004-06-30	2004-07-31	2004-08-31	2004-09-30	2004-10-31	2004-11-30	2004-12-31	2005-01-31	2005-02-28	2005-03-31	2005-04-30	2005-05-31	2005-06-30	2005-07-31	2005-08-31	2005-09-30	2005-10-31	2005-11-30	2005-12-31	2006-01-31	2006-02-28	2006-03-31	2006-04-30	2006-05-31	2006-06-30	2006-07-31	2006-08-31	2006-09-30	2006-10-31	2006-11-30	2006-12-31	2007-01-31	2007-02-28	2007-03-31	2007-04-30	2007-05-31	2007-06-30	2007-07-31	2007-08-31	2007-09-30	2007-10-31	2007-11-30	2007-12-31	2008-01-31	2008-02-29	2008-03-31	2008-04-30	2008-05-31	2008-06-30	2008-07-31	2008-08-31	2008-09-30	2008-10-31	2008-11-30	2008-12-31	2009-01-31	2009-02-28	2009-03-31	2009-04-30	2009-05-31	2009-06-30	2009-07-31	2009-08-31	2009-09-30	2009-10-31	2009-11-30	2009-12-31	2010-01-31	2010-02-28	2010-03-31	2010-04-30	2010-05-31	2010-06-30	2010-07-31	2010-08-31	2010-09-30	2010-10-31	2010-11-30	2010-12-31	2011-01-31	2011-02-28	2011-03-31	2011-04-30	2011-05-31	2011-06-30	2011-07-31	2011-08-31	2011-09-30	2011-10-31	2011-11-30	2011-12-31	2012-01-31	2012-02-29	2012-03-31	2012-04-30	2012-05-31	2012-06-30	2012-07-31	2012-08-31	2012-09-30	2012-10-31	2012-11-30	2012-12-31	2013-01-31	2013-02-28	2013-03-31	2013-04-30	2013-05-31	2013-06-30	2013-07-31	2013-08-31	2013-09-30	2013-10-31	2013-11-30	2013-12-31	2014-01-31	2014-02-28	2014-03-31	2014-04-30	2014-05-31	2014-06-30	2014-07-31	2014-08-31	2014-09-30	2014-10-31	2014-11-30	2014-12-31	2015-01-31	2015-02-28	2015-03-31	2015-04-30	2015-05-31	2015-06-30	2015-07-31	2015-08-31	2015-09-30	2015-10-31	2015-11-30	2015-12-31	2016-01-31	2016-02-29	2016-03-31	2016-04-30	2016-05-31	2016-06-30	2016-07-31	2016-08-31	2016-09-30	2016-10-31	2016-11-30	2016-12-31	2017-01-31	2017-02-28	2017-03-31	2017-04-30	2017-05-31	2017-06-30	2017-07-31	2017-08-31	2017-09-30	2017-10-31	2017-11-30	2017-12-31	2018-01-31	2018-02-28	2018-03-31	2018-04-30	2018-05-31	2018-06-30	2018-07-31	2018-08-31	2018-09-30	2018-10-31	2018-11-30	2018-12-31	2019-01-31	2019-02-28	2019-03-31	2019-04-30	2019-05-31	2019-06-30	2019-07-31	2019-08-31	2019-09-30	2019-10-31	2019-11-30	2019-12-31	2020-01-31	2020-02-29	2020-03-31	2020-04-30	2020-05-31	2020-06-30	2020-07-31	2020-08-31	2020-09-30	2020-10-31	2020-11-30
Mecklenburg County	3102	48	County	NC	NC	Charlotte-Concord-Gastonia	37	119	236799.0	237127.0	237469.0	238307.0	239122.0	240064.0	240960.0	241839.0	242792.0	243870.0	245192.0	246565.0	247955.0	249402.0	250862.0	252130.0	253421.0	254535.0	255687.0	257011.0	258209.0	259190.0	259777.0	260242.0	260814.0	261341.0	262015.0	262704.0	263574.0	264544.0	265510.0	266452.0	267358.0	268423.0	269346.0	270337.0	271184.0	272082.0	272898.0	273786.0	274503.0	275189.0	276170.0	276696.0	277502.0	278163.0	279546.0	281070.0	282467.0	283764.0	284795.0	285779.0	286866.0	287801.0	288650.0	289559.0	290463.0	291417.0	292137.0	292730.0	293330.0	293922.0	294665.0	295374.0	296154.0	296877.0	297443.0	298108.0	298627.0	299157.0	299458.0	299699.0	299994.0	300293.0	300656.0	301090.0	301080.0	301115.0	301051.0	301238.0	301573.0	301849.0	302271.0	302612.0	303011.0	303394.0	303681.0	303808.0	304221.0	304501.0	305033.0	305483.0	305943.0	306488.0	306859.0	307545.0	308050.0	308655.0	309256.0	309992.0	310797.0	311741.0	312542.0	313109.0	313654.0	314282.0	315243.0	315947.0	317084.0	318308.0	319650.0	320542.0	321205.0	321960.0	322867.0	324154.0	325615.0	327384.0	328942.0	330557.0	331854.0	333433.0	334645.0	336351.0	338150.0	340542.0	342924.0	345159.0	347070.0	348942.0	350976.0	353557.0	355665.0	356653.0	357932.0	360103.0	363012.0	365226.0	367218.0	368736.0	370027.0	370126.0	370603.0	370832.0	372356.0	373248.0	373382.0	371674.0	369723.0	367682.0	365717.0	364323.0	363078.0	361908.0	358820.0	354682.0	349162.0	346354.0	344794.0	343489.0	340897.0	338479.0	336845.0	334488.0	332089.0	330382.0	330438.0	330175.0	330271.0	328076.0	325608.0	323705.0	322944.0	321537.0	318949.0	316704.0	314747.0	312803.0	310321.0	308270.0	306425.0	304779.0	302849.0	300664.0	298402.0	297366.0	296388.0	295657.0	294531.0	293170.0	291848.0	292059.0	292233.0	293649.0	293679.0	294456.0	294084.0	293634.0	293538.0	294205.0	295619.0	297494.0	299363.0	299535.0	300092.0	299578.0	301953.0	304191.0	308441.0	311952.0	315775.0	318265.0	320020.0	321434.0	322897.0	325506.0	327650.0	330638.0	332034.0	332688.0	332728.0	332647.0	332274.0	331951.0	332407.0	333408.0	334740.0	336133.0	337497.0	338949.0	340610.0	342629.0	343575.0	344673.0	346439.0	349484.0	351834.0	353569.0	354749.0	355330.0	356452.0	358049.0	359837.0	362171.0	365213.0	368883.0	371957.0	373576.0	375598.0	377540.0	380277.0	383050.0	385664.0	387163.0	389370.0	391296.0	393538.0	395404.0	396939.0	399739.0	402183.0	405658.0	407993.0	410683.0	413463.0	417036.0	419822.0	421626.0	423297.0	425003.0	427667.0	429456.0	431348.0	431721.0	433518.0	435227.0	437908.0	438118.0	439168.0	440698.0	442357.0	443319.0	443613.0	444580.0	445099.0	446526.0	448737.0	451218.0	452946.0	455989.0	458793.0	461924.0	465078.0	468980.0	473194.0	477322.0	482071.0	486920.0	490934.0
Wake County	324	55	County	NC	NC	Raleigh	37	183	285864.0	285866.0	285002.0	284065.0	283370.0	283128.0	282636.0	282089.0	281621.0	283362.0	285074.0	287352.0	288113.0	288725.0	290050.0	291163.0	291987.0	292497.0	293243.0	294326.0	295408.0	293363.0	291499.0	289025.0	289351.0	289292.0	289616.0	289966.0	290739.0	291397.0	292363.0	293092.0	293892.0	295237.0	296691.0	298028.0	298531.0	299260.0	300060.0	300985.0	301533.0	301945.0	302748.0	303787.0	304991.0	305587.0	306200.0	307248.0	308557.0	309875.0	310811.0	311994.0	313464.0	314822.0	315621.0	316058.0	316373.0	317430.0	318626.0	319788.0	320561.0	321477.0	322259.0	323006.0	323322.0	323953.0	324567.0	325399.0	326276.0	327045.0	327569.0	327758.0	327915.0	327980.0	328630.0	328848.0	329421.0	329299.0	329479.0	329556.0	329563.0	329772.0	330153.0	330882.0	331460.0	331530.0	331490.0	331598.0	332191.0	333052.0	333795.0	334513.0	335126.0	335856.0	336429.0	336969.0	337604.0	338570.0	339342.0	340186.0	340664.0	341265.0	342206.0	342995.0	344045.0	344761.0	346133.0	347449.0	349062.0	350663.0	352214.0	353587.0	354933.0	356713.0	358371.0	360430.0	362510.0	364606.0	366323.0	368240.0	369879.0	371767.0	373754.0	376456.0	378871.0	380761.0	382452.0	384200.0	386292.0	388398.0	390281.0	391700.0	393620.0	395036.0	397735.0	399648.0	402150.0	403663.0	405183.0	406372.0	406799.0	407113.0	407350.0	407556.0	406870.0	405992.0	402782.0	399951.0	396940.0	396063.0	395280.0	394491.0	393068.0	391214.0	389096.0	387381.0	385558.0	384658.0	384053.0	382993.0	381315.0	379307.0	377920.0	376323.0	375706.0	375373.0	375147.0	374255.0	373883.0	372935.0	372819.0	373240.0	374115.0	373562.0	371445.0	369697.0	367627.0	366360.0	365125.0	364351.0	363322.0	361912.0	359775.0	356654.0	353784.0	352518.0	352333.0	351407.0	350799.0	349462.0	348806.0	348032.0	347101.0	346600.0	346591.0	348204.0	349195.0	349296.0	348899.0	349540.0	349887.0	350508.0	350565.0	351666.0	353112.0	354919.0	356531.0	358102.0	360285.0	362316.0	364263.0	366163.0	368547.0	370776.0	372554.0	372932.0	373845.0	374835.0	376643.0	377044.0	377356.0	377816.0	379185.0	379681.0	379771.0	380121.0	382081.0	384423.0	386086.0	386863.0	388139.0	390025.0	391790.0	393293.0	394318.0	396382.0	398670.0	401196.0	402049.0	402998.0	403870.0	405847.0	405683.0	406253.0	407040.0	409843.0	412764.0	415023.0	416732.0	417324.0	418697.0	420572.0	423119.0	425264.0	428497.0	430978.0	432723.0	433082.0	433227.0	433615.0	434552.0	436790.0	439070.0	440696.0	441859.0	442606.0	443983.0	445279.0	448332.0	450202.0	452099.0	453977.0	455824.0	456867.0	457523.0	459081.0	461862.0	464672.0	465896.0	466100.0	465812.0	467216.0	468708.0	469408.0	469575.0	470513.0	471705.0	472864.0	473089.0	473594.0	474969.0	477473.0	479796.0	481813.0	483959.0	486894.0	490383.0	493698.0	497263.0
Guilford County	2312	134	County	NC	NC	Greensboro-High Point	37	081	190990.0	191068.0	191270.0	191670.0	192080.0	192559.0	192971.0	193518.0	193998.0	194484.0	195102.0	195788.0	197312.0	198456.0	199566.0	199874.0	200372.0	200797.0	201480.0	202252.0	203196.0	204082.0	204909.0	205641.0	205081.0	205318.0	205463.0	206891.0	208112.0	209466.0	210576.0	211155.0	211632.0	212142.0	212587.0	213148.0	214072.0	214735.0	215476.0	215952.0	216460.0	216765.0	217176.0	217883.0	218646.0	219719.0	220637.0	221489.0	222067.0	222829.0	223589.0	224257.0	224872.0	225695.0	226344.0	226950.0	227417.0	227852.0	228351.0	228821.0	229513.0	230083.0	230633.0	231128.0	231519.0	231879.0	232104.0	232511.0	232855.0	233168.0	233511.0	233896.0	234213.0	234471.0	234729.0	234685.0	234895.0	234855.0	235347.0	235382.0	235764.0	235873.0	235989.0	236143.0	236650.0	237123.0	237568.0	237912.0	238175.0	238515.0	238632.0	239109.0	239329.0	239707.0	240181.0	240739.0	241201.0	241726.0	242224.0	243089.0	243895.0	244818.0	245583.0	246244.0	247026.0	247639.0	248254.0	248666.0	249021.0	249438.0	249867.0	250425.0	250783.0	251212.0	251906.0	252899.0	253920.0	255098.0	255936.0	256914.0	257714.0	258414.0	259261.0	259914.0	261097.0	262042.0	262909.0	263444.0	263903.0	264371.0	265024.0	265738.0	266498.0	267301.0	267950.0	268338.0	268522.0	268981.0	269700.0	270145.0	270463.0	270769.0	271067.0	270900.0	270350.0	269949.0	269589.0	269529.0	269072.0	268767.0	267686.0	267118.0	265894.0	264516.0	263318.0	262535.0	262517.0	261974.0	261210.0	260006.0	259000.0	257235.0	255874.0	254200.0	253901.0	253650.0	253032.0	252122.0	251283.0	250565.0	249967.0	249387.0	248997.0	249060.0	249121.0	249022.0	247998.0	246986.0	246522.0	246131.0	245002.0	243546.0	242068.0	240877.0	239691.0	238604.0	237156.0	236101.0	235164.0	234338.0	232744.0	231327.0	230129.0	229834.0	229363.0	229149.0	228830.0	228422.0	228497.0	228231.0	228297.0	228435.0	229021.0	229627.0	230152.0	230749.0	231949.0	233248.0	234093.0	234869.0	235373.0	236374.0	237226.0	238002.0	238966.0	239763.0	240306.0	239864.0	239122.0	238751.0	239114.0	239327.0	239376.0	239080.0	238844.0	238521.0	238144.0	238084.0	239368.0	241102.0	242765.0	242519.0	242170.0	241805.0	242147.0	242549.0	243007.0	243591.0	243743.0	243614.0	242860.0	242414.0	242138.0	242989.0	243593.0	244662.0	245354.0	246873.0	247949.0	249056.0	250017.0	251272.0	252201.0	252888.0	253544.0	254769.0	256412.0	257847.0	259047.0	259454.0	260481.0	261629.0	263033.0	264206.0	265090.0	266388.0	267388.0	268022.0	268479.0	269453.0	271235.0	272096.0	272624.0	272797.0	274179.0	275571.0	276937.0	277765.0	278476.0	279429.0	280502.0	281762.0	283190.0	284695.0	286259.0	287177.0	287913.0	288503.0	289852.0	291494.0	293541.0	295616.0	297817.0	299854.0	301636.0	304232.0	307109.0	310963.0	314602.0
Forsyth County	1712	183	County	NC	NC	Winston-Salem	37	067	170333.0	171026.0	171607.0	172730.0	173501.0	174644.0	175665.0	176797.0	177525.0	178200.0	178964.0	179681.0	180441.0	181098.0	181742.0	182475.0	183456.0	183761.0	184123.0	184322.0	185050.0	185786.0	186327.0	186796.0	187161.0	187371.0	187596.0	187692.0	188091.0	188657.0	189274.0	189723.0	190079.0	190437.0	190772.0	191362.0	191922.0	192518.0	192965.0	193416.0	193858.0	194168.0	194551.0	195078.0	195698.0	196263.0	196893.0	197165.0	197424.0	198032.0	198848.0	199973.0	200722.0	201614.0	202163.0	202665.0	203172.0	203753.0	204347.0	205067.0	205931.0	206621.0	207350.0	207838.0	208496.0	209052.0	209761.0	210389.0	211023.0	211599.0	212138.0	212634.0	212985.0	213309.0	213513.0	213746.0	213911.0	214010.0	214200.0	214535.0	214845.0	215149.0	215380.0	215675.0	215937.0	216166.0	216285.0	216501.0	216795.0	217301.0	217744.0	218144.0	218578.0	218992.0	219540.0	219974.0	220574.0	221202.0	222114.0	222856.0	223582.0	224045.0	224462.0	224878.0	225380.0	226025.0	226635.0	227375.0	228017.0	228722.0	229267.0	229902.0	230555.0	231278.0	232135.0	233003.0	233777.0	234517.0	235199.0	235908.0	236607.0	237104.0	237675.0	238400.0	239338.0	240389.0	241403.0	242278.0	243170.0	243832.0	244615.0	245213.0	245681.0	246060.0	245997.0	246355.0	246844.0	247762.0	248227.0	248458.0	248539.0	248748.0	249040.0	249393.0	249281.0	249360.0	249886.0	249751.0	249080.0	247511.0	246686.0	246364.0	246273.0	246233.0	245659.0	245210.0	245592.0	246005.0	246133.0	245445.0	244504.0	243905.0	243227.0	242624.0	241716.0	240905.0	240227.0	239324.0	238389.0	237584.0	236813.0	236609.0	236857.0	237368.0	237328.0	236863.0	236190.0	235232.0	234311.0	233678.0	232950.0	231915.0	230916.0	230102.0	229066.0	227513.0	226272.0	225126.0	224742.0	224218.0	223945.0	223228.0	222583.0	222063.0	221745.0	221311.0	221005.0	220722.0	220324.0	220087.0	219713.0	219575.0	219309.0	218997.0	218222.0	217569.0	217324.0	217768.0	218215.0	219060.0	220006.0	220847.0	220968.0	221229.0	221706.0	222869.0	224241.0	225409.0	225620.0	225190.0	224804.0	224300.0	223874.0	223390.0	223432.0	223504.0	223230.0	222860.0	222374.0	222138.0	222418.0	222889.0	223164.0	223415.0	223648.0	224023.0	224399.0	224588.0	225088.0	225112.0	225761.0	226127.0	226465.0	226536.0	227164.0	227889.0	228747.0	229505.0	230377.0	231054.0	231606.0	232415.0	233049.0	233591.0	234279.0	235209.0	236222.0	237125.0	237806.0	238680.0	239446.0	240659.0	242131.0	243545.0	244900.0	246392.0	247915.0	249253.0	250086.0	251139.0	252219.0	253216.0	254180.0	255168.0	255643.0	256050.0	256212.0	257421.0	258679.0	260573.0	261477.0	262341.0	262860.0	263663.0	264389.0	264994.0	266435.0	267992.0	270000.0	271038.0	272129.0	272901.0	274807.0	276790.0	279214.0	281568.0	284161.0	286899.0	289356.0
Cumberland County	2912	198	County	NC	NC	Fayetteville	37	051	158532.0	158803.0	159108.0	159565.0	159857.0	160145.0	160567.0	161086.0	161497.0	162003.0	162443.0	162943.0	163075.0	163168.0	162993.0	163089.0	163195.0	163319.0	163168.0	163086.0	163164.0	162972.0	162809.0	162584.0	163177.0	163718.0	164415.0	164668.0	165226.0	165692.0	166209.0	166306.0	166309.0	166557.0	166859.0	167172.0	166896.0	166757.0	166695.0	166889.0	166926.0	166909.0	166914.0	166974.0	167091.0	167081.0	167118.0	167020.0	166983.0	166999.0	167361.0	167951.0	168494.0	168931.0	169276.0	169532.0	169703.0	169895.0	170204.0	170587.0	171090.0	171305.0	170835.0	170188.0	169658.0	169575.0	169476.0	169589.0	169730.0	169867.0	169856.0	169974.0	170046.0	170209.0	170485.0	170669.0	170799.0	170871.0	171129.0	171436.0	171755.0	172067.0	172373.0	172537.0	172743.0	172977.0	173353.0	173653.0	173908.0	174104.0	174354.0	174606.0	174884.0	175313.0	175719.0	176265.0	176682.0	177267.0	177808.0	178767.0	179757.0	180731.0	181457.0	182097.0	182709.0	183246.0	183704.0	184272.0	184863.0	185592.0	186263.0	186838.0	187449.0	188092.0	188845.0	189602.0	190315.0	191140.0	192349.0	193423.0	194231.0	194662.0	195440.0	196331.0	197122.0	197789.0	198659.0	199784.0	201273.0	202311.0	203138.0	203567.0	204800.0	205855.0	206886.0	207435.0	208490.0	209517.0	210422.0	211053.0	211564.0	212221.0	212725.0	213476.0	213920.0	215048.0	215738.0	216432.0	216444.0	216667.0	216855.0	216657.0	216277.0	216141.0	215947.0	215761.0	215227.0	214609.0	214070.0	213993.0	214120.0	214182.0	214057.0	214401.0	214636.0	214792.0	215173.0	215557.0	215903.0	215663.0	215636.0	215618.0	215616.0	215666.0	215703.0	215855.0	215947.0	216158.0	216121.0	216438.0	216798.0	217131.0	217140.0	216585.0	216217.0	215398.0	214889.0	214098.0	213456.0	212370.0	211315.0	209832.0	208258.0	207111.0	206382.0	206059.0	205395.0	205287.0	205094.0	204743.0	203972.0	203183.0	202616.0	201788.0	201525.0	201114.0	200715.0	199856.0	199314.0	198781.0	198147.0	198016.0	198247.0	199057.0	199372.0	200359.0	200887.0	201679.0	201766.0	202167.0	202029.0	201397.0	200920.0	200284.0	199983.0	199015.0	198227.0	197315.0	196497.0	195459.0	194979.0	195104.0	195777.0	196678.0	197305.0	196678.0	195635.0	194898.0	195499.0	195814.0	196062.0	195955.0	195818.0	194662.0	193480.0	192421.0	191862.0	193291.0	194798.0	196575.0	196990.0	197669.0	198244.0	198743.0	199134.0	200401.0	201544.0	202383.0	202318.0	201501.0	200763.0	200018.0	199255.0	198634.0	198414.0	198986.0	199895.0	200172.0	200866.0	201835.0	203627.0	204660.0	205751.0	206371.0	207125.0	207451.0	207736.0	208356.0	208938.0	210339.0	210985.0	211244.0	210850.0	211041.0	211085.0	211069.0	211875.0	213180.0	214803.0	215496.0	216217.0	216615.0	217553.0	218853.0	220555.0	222419.0	224485.0	226970.0	228925.0
Durham County	999	243	County	NC	NC	Durham-Chapel Hill	37	063														203262.0	203692.0	204537.0	205717.0	207193.0	208468.0	210118.0	211477.0	211882.0	211745.0	211443.0	211770.0	212187.0	212965.0	213519.0	214453.0	215018.0	215745.0	216065.0	216578.0	218070.0	219932.0	221863.0	222993.0	223855.0	224511.0	224847.0	225220.0	225362.0	225605.0	225631.0	225920.0	226721.0	228052.0	229497.0	230616.0	231736.0	232701.0	233689.0	234489.0	235317.0	236264.0	237048.0	237859.0	238396.0	238849.0	239200.0	239645.0	240286.0	240759.0	241381.0	241685.0	242604.0	243179.0	244141.0	244846.0	245894.0	246779.0	247628.0	248357.0	248425.0	249131.0	249877.0	251276.0	251707.0	252169.0	252615.0	253243.0	253638.0	254116.0	254658.0	255247.0	255998.0	256469.0	256754.0	256786.0	257089.0	257602.0	258037.0	258391.0	258764.0	259146.0	259616.0	260223.0	261084.0	261879.0	262635.0	263326.0	264062.0	264642.0	265229.0	265944.0	266789.0	267732.0	268602.0	269447.0	270209.0	270871.0	271651.0	272348.0	273300.0	274244.0	275213.0	276118.0	277137.0	278039.0	278833.0	279448.0	279947.0	280658.0	281247.0	282133.0	282703.0	283394.0	283967.0	284759.0	285270.0	285955.0	286673.0	287496.0	288390.0	289002.0	289946.0	290752.0	291867.0	292879.0	294211.0	295202.0	296072.0	296338.0	296696.0	296697.0	296730.0	296668.0	296470.0	295812.0	295088.0	294354.0	293302.0	291674.0	290088.0	288625.0	287367.0	286069.0	284811.0	283437.0	281641.0	280483.0	279419.0	278867.0	277977.0	277760.0	277701.0	277857.0	277489.0	277543.0	277584.0	278085.0	278551.0	278875.0	278755.0	277840.0	277236.0	276656.0	276152.0	275591.0	274958.0	274172.0	273119.0	271668.0	269826.0	267671.0	265663.0	264189.0	262665.0	261252.0	259611.0	258036.0	256541.0	255418.0	253936.0	252822.0	252670.0	253254.0	253984.0	254410.0	254502.0	254180.0	253895.0	254516.0	256079.0	257271.0	259816.0	262090.0	264329.0	265196.0	266145.0	267344.0	269341.0	272032.0	274897.0	276363.0	276569.0	277079.0	276834.0	277428.0	277713.0	279262.0	280144.0	280765.0	280998.0	281035.0	281102.0	281885.0	283184.0	284399.0	285416.0	285841.0	285925.0	285809.0	286433.0	287928.0	289597.0	290843.0	291713.0	292385.0	293477.0	294305.0	295345.0	296318.0	298191.0	300267.0	302345.0	303407.0	304493.0	305939.0	307821.0	309837.0	311327.0	313130.0	314797.0	316604.0	318399.0	320025.0	321436.0	322774.0	324374.0	325897.0	327678.0	329360.0	331420.0	333722.0	336335.0	339049.0	340886.0	342640.0	344828.0	348093.0	350378.0	352793.0	355025.0	357570.0	359471.0	361105.0	362717.0	364151.0	365983.0	367592.0	369124.0	369542.0	371068.0	372544.0	374244.0	374597.0	375204.0	375489.0	376596.0	377843.0	379345.0	381268.0	383270.0	385839.0	388200.0	390769.0	393444.0	397324.0
Buncombe County	2156	268	County	NC	NC	Asheville	37	021																									213363.0	212640.0	213670.0	214584.0	216597.0	217932.0	219697.0	221466.0	222932.0	223884.0	224334.0	224905.0	225800.0	227797.0	228629.0	229784.0	229788.0	230726.0	230838.0	231122.0	231720.0	233460.0	235712.0	237731.0	239144.0	240995.0	242548.0	244192.0	244822.0	245672.0	246958.0	247988.0	249165.0	249548.0	250490.0	251530.0	252701.0	253363.0	254302.0	255205.0	256917.0	258330.0	259739.0	261162.0	262873.0	264879.0	266331.0	267774.0	269245.0	270865.0	272054.0	273157.0	274138.0	275567.0	276712.0	277947.0	279004.0	280154.0	281571.0	282704.0	284207.0	285698.0	287482.0	288951.0	290370.0	291502.0	292929.0	294251.0	295396.0	296611.0	297757.0	299435.0	300801.0	302366.0	303668.0	305421.0	307057.0	308761.0	310283.0	312360.0	315166.0	317952.0	320544.0	322733.0	325195.0	327645.0	330633.0	333771.0	337207.0	340730.0	344095.0	346586.0	348915.0	351900.0	355887.0	360216.0	364017.0	368181.0	371912.0	375825.0	378947.0	382197.0	386376.0	391747.0	396251.0	399102.0	400964.0	403050.0	405824.0	408225.0	410569.0	411176.0	412360.0	414569.0	417179.0	419566.0	421411.0	424005.0	426022.0	427423.0	428168.0	427818.0	427152.0	427155.0	427167.0	424541.0	420815.0	418484.0	417249.0	415458.0	411373.0	407189.0	403596.0	401490.0	399569.0	397921.0	395041.0	394199.0	392064.0	387700.0	382642.0	378633.0	377910.0	377138.0	375398.0	372268.0	369014.0	365799.0	364106.0	361268.0	360182.0	358180.0	356737.0	354449.0	352914.0	351670.0	350589.0	350028.0	349684.0	349368.0	348406.0	347344.0	345322.0	343872.0	342183.0	341201.0	339129.0	337114.0	335390.0	333902.0	332914.0	331922.0	331268.0	330874.0	331072.0	332029.0	333370.0	334629.0	336172.0	336892.0	337401.0	338063.0	338365.0	338941.0	339673.0	341408.0	343366.0	345311.0	347108.0	348445.0	348982.0	350894.0	353236.0	355794.0	358272.0	361507.0	364191.0	365416.0	365277.0	365551.0	366581.0	368313.0	370110.0	370742.0	373186.0	375356.0	377353.0	376689.0	376848.0	378150.0	380297.0	381764.0	381781.0	381544.0	381708.0	383357.0	382932.0	383079.0	383929.0	387205.0	390078.0	392441.0	394646.0	396893.0	400241.0	404132.0	408797.0	412359.0	415839.0	417804.0	419483.0	420755.0	422308.0	423989.0	426515.0	429770.0	432608.0	435021.0	436529.0	439156.0	440945.0	443979.0	446070.0	449107.0	451916.0	454555.0	456261.0	457268.0	457985.0	458627.0	459349.0	459556.0	460111.0	460188.0	460737.0	461036.0	462155.0	463422.0	465235.0	465488.0	466549.0	466502.0	467404.0	468006.0	469509.0	471171.0	473156.0	475107.0	476777.0	478702.0	480798.0	484613.0	488344.0	493432.0	498326.0
