Region Code	Region Name	Measure Name	Date	Estimated Value
18007	Benton County, IN	Homeownership Rate	2015-01-01	73.65554010199351
05007	Benton County, AR	Homeownership Rate	2015-01-01	67.30485821190281
41003	Benton County, OR	Homeownership Rate	2015-01-01	59.3269159752825
27009	Benton County, MN	Homeownership Rate	2015-01-01	75.7722940331636
53005	Benton County, WA	Homeownership Rate	2015-01-01	69.00043143701292
26019	Benzie County, MI	Homeownership Rate	2015-01-01	84.82919708029198
34003	Bergen County, NJ	Homeownership Rate	2015-01-01	69.21705851625354
45015	Berkeley County, SC	Homeownership Rate	2015-01-01	69.88923251704115
54003	Berkeley County, WV	Homeownership Rate	2015-01-01	73.15732389013006
42011	Berks County, PA	Homeownership Rate	2015-01-01	73.28915400922372
25003	Berkshire County, MA	Homeownership Rate	2015-01-01	72.23252432339703
35001	Bernalillo County, NM	Homeownership Rate	2015-01-01	64.43916561726127
26021	Berrien County, MI	Homeownership Rate	2015-01-01	72.32529416451963
13019	Berrien County, GA	Homeownership Rate	2015-01-01	72.14054455708295
37015	Bertie County, NC	Homeownership Rate	2015-01-01	74.72264180426063
02050	Bethel CA, AK	Homeownership Rate	2015-01-01	69.30944813637677
48029	Bexar County, TX	Homeownership Rate	2015-01-01	61.63804044807419
13021	Bibb County, GA	Homeownership Rate	2015-01-01	54.41688718474915
01007	Bibb County, AL	Homeownership Rate	2015-01-01	72.38669238187077
22013	Bienville Parish, LA	Homeownership Rate	2015-01-01	69.30743862220594
30003	Big Horn County, MT	Homeownership Rate	2015-01-01	56.901993994918776
56003	Big Horn County, WY	Homeownership Rate	2015-01-01	76.3241479955361
27011	Big Stone County, MN	Homeownership Rate	2015-01-01	83.55421686746988
38007	Billings County, ND	Homeownership Rate	2015-01-01	81.4410480349345
16011	Bingham County, ID	Homeownership Rate	2015-01-01	73.7526874570561
19013	Black Hawk County, IA	Homeownership Rate	2015-01-01	69.36979598279468
18009	Blackford County, IN	Homeownership Rate	2015-01-01	76.09720416124837
37017	Bladen County, NC	Homeownership Rate	2015-01-01	66.93739920832722
40011	Blaine County, OK	Homeownership Rate	2015-01-01	75.56134474630939
31009	Blaine County, NE	Homeownership Rate	2015-01-01	50.45372050816697
30005	Blaine County, MT	Homeownership Rate	2015-01-01	58.3995017904406
16013	Blaine County, ID	Homeownership Rate	2015-01-01	65.98405651821089
42013	Blair County, PA	Homeownership Rate	2015-01-01	75.33798588006168
48031	Blanco County, TX	Homeownership Rate	2015-01-01	75.24042994531396
51021	Bland County, VA	Homeownership Rate	2015-01-01	79.40355772584583
13023	Bleckley County, GA	Homeownership Rate	2015-01-01	73.63652673125223
47007	Bledsoe County, TN	Homeownership Rate	2015-01-01	78.41894060995185
47009	Blount County, TN	Homeownership Rate	2015-01-01	74.01805575852046
01009	Blount County, AL	Homeownership Rate	2015-01-01	80.4571948679351
27013	Blue Earth County, MN	Homeownership Rate	2015-01-01	67.31462072579588
16015	Boise County, ID	Homeownership Rate	2015-01-01	82.09722426200616
28011	Bolivar County, MS	Homeownership Rate	2015-01-01	53.88109386180506
29017	Bollinger County, MO	Homeownership Rate	2015-01-01	80.26315789473685
46009	Bon Homme County, SD	Homeownership Rate	2015-01-01	82.36679956505981
17005	Bond County, IL	Homeownership Rate	2015-01-01	75.42958594889355
16017	Bonner County, ID	Homeownership Rate	2015-01-01	72.87409522871633
16019	Bonneville County, ID	Homeownership Rate	2015-01-01	74.21607378129117
31011	Boone County, NE	Homeownership Rate	2015-01-01	80.1707779886148
05009	Boone County, AR	Homeownership Rate	2015-01-01	70.29390134284859
21015	Boone County, KY	Homeownership Rate	2015-01-01	76.28271489113908
29019	Boone County, MO	Homeownership Rate	2015-01-01	59.26288525646587
54005	Boone County, WV	Homeownership Rate	2015-01-01	75.63243424359189
18011	Boone County, IN	Homeownership Rate	2015-01-01	80.51781123760559
17007	Boone County, IL	Homeownership Rate	2015-01-01	81.72918846211329
19015	Boone County, IA	Homeownership Rate	2015-01-01	76.76589402674824
48033	Borden County, TX	Homeownership Rate	2015-01-01	54.751773049645394
48035	Bosque County, TX	Homeownership Rate	2015-01-01	76.94753577106518
22015	Bossier Parish, LA	Homeownership Rate	2015-01-01	64.99023922178473
51023	Botetourt County, VA	Homeownership Rate	2015-01-01	88.37449811412581
38009	Bottineau County, ND	Homeownership Rate	2015-01-01	78.53196527229677
08013	Boulder County, CO	Homeownership Rate	2015-01-01	64.14957796549689
16021	Boundary County, ID	Homeownership Rate	2015-01-01	76.3649756007734
21017	Bourbon County, KY	Homeownership Rate	2015-01-01	61.30958405019735
20011	Bourbon County, KS	Homeownership Rate	2015-01-01	71.92104531554074
48037	Bowie County, TX	Homeownership Rate	2015-01-01	67.15593614065453
38011	Bowman County, ND	Homeownership Rate	2015-01-01	78.05343511450383
31013	Box Butte County, NE	Homeownership Rate	2015-01-01	71.11991357580122
49003	Box Elder County, UT	Homeownership Rate	2015-01-01	78.88908663067767
31015	Boyd County, NE	Homeownership Rate	2015-01-01	80.11928429423459
21019	Boyd County, KY	Homeownership Rate	2015-01-01	70.18216066956354
21021	Boyle County, KY	Homeownership Rate	2015-01-01	66.71901877196919
21023	Bracken County, KY	Homeownership Rate	2015-01-01	76.42286123374299
42015	Bradford County, PA	Homeownership Rate	2015-01-01	76.74286179126332
12007	Bradford County, FL	Homeownership Rate	2015-01-01	74.19368368074487
47011	Bradley County, TN	Homeownership Rate	2015-01-01	67.48648757663761
05011	Bradley County, AR	Homeownership Rate	2015-01-01	66.57579062159215
26023	Branch County, MI	Homeownership Rate	2015-01-01	77.82343840649779
13025	Brantley County, GA	Homeownership Rate	2015-01-01	81.70738342673704
54007	Braxton County, WV	Homeownership Rate	2015-01-01	74.83152443782365
48039	Brazoria County, TX	Homeownership Rate	2015-01-01	75.29758661381774
48041	Brazos County, TX	Homeownership Rate	2015-01-01	48.2104434531619
21025	Breathitt County, KY	Homeownership Rate	2015-01-01	74.60580912863071
21027	Breckinridge County, KY	Homeownership Rate	2015-01-01	79.85021758931282
19017	Bremer County, IA	Homeownership Rate	2015-01-01	83.87462400279001
12009	Brevard County, FL	Homeownership Rate	2015-01-01	71.22372107559228
48043	Brewster County, TX	Homeownership Rate	2015-01-01	59.97371015445284
48045	Briscoe County, TX	Homeownership Rate	2015-01-01	66.7065868263473
51520	Bristol City, VA	Homeownership Rate	2015-01-01	52.61405455926164
25005	Bristol County, MA	Homeownership Rate	2015-01-01	67.0176224193744
44001	Bristol County, RI	Homeownership Rate	2015-01-01	75.5763987348675
02060	Bristol Bay Borough, AK	Homeownership Rate	2015-01-01	56.415694591728524
30007	Broadwater County, MT	Homeownership Rate	2015-01-01	81.6377171215881
36005	Bronx County, NY	Homeownership Rate	2015-01-01	20.36708154017281
54009	Brooke County, WV	Homeownership Rate	2015-01-01	75.30226811402348
46011	Brookings County, SD	Homeownership Rate	2015-01-01	63.889078614848714
48047	Brooks County, TX	Homeownership Rate	2015-01-01	68.79360465116278
13027	Brooks County, GA	Homeownership Rate	2015-01-01	69.02410874583227
36007	Broome County, NY	Homeownership Rate	2015-01-01	68.94865525672371
08014	Broomfield County, CO	Homeownership Rate	2015-01-01	71.94354250878007
12011	Broward County, FL	Homeownership Rate	2015-01-01	63.75291056319603
46013	Brown County, SD	Homeownership Rate	2015-01-01	73.94581603670527
31017	Brown County, NE	Homeownership Rate	2015-01-01	70.87603305785125
55009	Brown County, WI	Homeownership Rate	2015-01-01	69.7741037482374
48049	Brown County, TX	Homeownership Rate	2015-01-01	70.98494528081774
39015	Brown County, OH	Homeownership Rate	2015-01-01	76.95002977144689
27015	Brown County, MN	Homeownership Rate	2015-01-01	81.94352708058125
17009	Brown County, IL	Homeownership Rate	2015-01-01	76.82832948421863
20013	Brown County, KS	Homeownership Rate	2015-01-01	69.48145111703218
18013	Brown County, IN	Homeownership Rate	2015-01-01	76.70790747713825
46015	Brule County, SD	Homeownership Rate	2015-01-01	73.3346394984326
51025	Brunswick County, VA	Homeownership Rate	2015-01-01	70.94276094276094
37019	Brunswick County, NC	Homeownership Rate	2015-01-01	74.60932746962402
13029	Bryan County, GA	Homeownership Rate	2015-01-01	67.27063734535224
40013	Bryan County, OK	Homeownership Rate	2015-01-01	64.58940690813256
29021	Buchanan County, MO	Homeownership Rate	2015-01-01	64.5692542922838
19019	Buchanan County, IA	Homeownership Rate	2015-01-01	82.24674507526257
51027	Buchanan County, VA	Homeownership Rate	2015-01-01	78.73650397073257
51029	Buckingham County, VA	Homeownership Rate	2015-01-01	76.30404370128574
42017	Bucks County, PA	Homeownership Rate	2015-01-01	80.47284044674264
51530	Buena Vista City, VA	Homeownership Rate	2015-01-01	57.05263157894736
19021	Buena Vista County, IA	Homeownership Rate	2015-01-01	70.36903967561464
31019	Buffalo County, NE	Homeownership Rate	2015-01-01	67.21095890410959
46017	Buffalo County, SD	Homeownership Rate	2015-01-01	41.88790560471977
55011	Buffalo County, WI	Homeownership Rate	2015-01-01	77.06707086017431
21029	Bullitt County, KY	Homeownership Rate	2015-01-01	82.1562308364756
13031	Bulloch County, GA	Homeownership Rate	2015-01-01	51.62281891329897
01011	Bullock County, AL	Homeownership Rate	2015-01-01	68.35506020499552
37021	Buncombe County, NC	Homeownership Rate	2015-01-01	66.17905475744327
17011	Bureau County, IL	Homeownership Rate	2015-01-01	77.94733248226107
38013	Burke County, ND	Homeownership Rate	2015-01-01	69.72310485701317
13033	Burke County, GA	Homeownership Rate	2015-01-01	70.58099674782456
37023	Burke County, NC	Homeownership Rate	2015-01-01	72.16503183020808
38015	Burleigh County, ND	Homeownership Rate	2015-01-01	74.87488545851836
48051	Burleson County, TX	Homeownership Rate	2015-01-01	76.1214953271028
34005	Burlington County, NJ	Homeownership Rate	2015-01-01	79.27790653114108
48053	Burnet County, TX	Homeownership Rate	2015-01-01	71.32369757123908
55013	Burnett County, WI	Homeownership Rate	2015-01-01	80.37641484601211
31021	Burt County, NE	Homeownership Rate	2015-01-01	82.87115060517849
21031	Butler County, KY	Homeownership Rate	2015-01-01	72.56735340729001
42019	Butler County, PA	Homeownership Rate	2015-01-01	81.06771050220705
39017	Butler County, OH	Homeownership Rate	2015-01-01	70.98853947514118
20015	Butler County, KS	Homeownership Rate	2015-01-01	74.59021531325415
31023	Butler County, NE	Homeownership Rate	2015-01-01	79.88605400049542
01013	Butler County, AL	Homeownership Rate	2015-01-01	69.69349613755296
29023	Butler County, MO	Homeownership Rate	2015-01-01	66.95809610024537
19023	Butler County, IA	Homeownership Rate	2015-01-01	83.65031925010189
16023	Butte County, ID	Homeownership Rate	2015-01-01	79.47932618683001
46019	Butte County, SD	Homeownership Rate	2015-01-01	77.79744346116027
06007	Butte County, CA	Homeownership Rate	2015-01-01	57.2231202479472
13035	Butts County, GA	Homeownership Rate	2015-01-01	72.18091697645602
37025	Cabarrus County, NC	Homeownership Rate	2015-01-01	71.71633406452304
54011	Cabell County, WV	Homeownership Rate	2015-01-01	64.65624865469887
49005	Cache County, UT	Homeownership Rate	2015-01-01	68.4499169457115
40015	Caddo County, OK	Homeownership Rate	2015-01-01	69.21388101983003
22017	Caddo Parish, LA	Homeownership Rate	2015-01-01	61.62515279642506
06009	Calaveras County, CA	Homeownership Rate	2015-01-01	78.03064545290182
22019	Calcasieu Parish, LA	Homeownership Rate	2015-01-01	70.05791415384456
48055	Caldwell County, TX	Homeownership Rate	2015-01-01	67.97678415462204
37027	Caldwell County, NC	Homeownership Rate	2015-01-01	71.02994723935498
21033	Caldwell County, KY	Homeownership Rate	2015-01-01	69.70630033159641
29025	Caldwell County, MO	Homeownership Rate	2015-01-01	76.1304836895388
22021	Caldwell Parish, LA	Homeownership Rate	2015-01-01	75.2447110830439
50005	Caledonia County, VT	Homeownership Rate	2015-01-01	77.00438171053952
48057	Calhoun County, TX	Homeownership Rate	2015-01-01	71.15088079996262
26025	Calhoun County, MI	Homeownership Rate	2015-01-01	72.11780070723194
28013	Calhoun County, MS	Homeownership Rate	2015-01-01	71.95163838703029
05013	Calhoun County, AR	Homeownership Rate	2015-01-01	77.65166340508807
13037	Calhoun County, GA	Homeownership Rate	2015-01-01	65.29411764705883
19025	Calhoun County, IA	Homeownership Rate	2015-01-01	78.46946441987764
45017	Calhoun County, SC	Homeownership Rate	2015-01-01	77.6560492324339
01015	Calhoun County, AL	Homeownership Rate	2015-01-01	68.55862977602108
12013	Calhoun County, FL	Homeownership Rate	2015-01-01	78.7340366463076
54013	Calhoun County, WV	Homeownership Rate	2015-01-01	82.33342182107778
17013	Calhoun County, IL	Homeownership Rate	2015-01-01	78.16021307109199
48059	Callahan County, TX	Homeownership Rate	2015-01-01	80.02675983052107
29027	Callaway County, MO	Homeownership Rate	2015-01-01	76.58852180758161
21035	Calloway County, KY	Homeownership Rate	2015-01-01	67.01546599206577
55015	Calumet County, WI	Homeownership Rate	2015-01-01	84.55143117224638
24009	Calvert County, MD	Homeownership Rate	2015-01-01	82.88361799159438
16025	Camas County, ID	Homeownership Rate	2015-01-01	55.13307984790875
42021	Cambria County, PA	Homeownership Rate	2015-01-01	76.71047914012618
13039	Camden County, GA	Homeownership Rate	2015-01-01	59.475604377981796
37029	Camden County, NC	Homeownership Rate	2015-01-01	81.66288140614199
34007	Camden County, NJ	Homeownership Rate	2015-01-01	71.31983616427937
29029	Camden County, MO	Homeownership Rate	2015-01-01	77.93627056252157
48061	Cameron County, TX	Homeownership Rate	2015-01-01	67.03396991718776
22023	Cameron Parish, LA	Homeownership Rate	2015-01-01	91.80597014925374
42023	Cameron County, PA	Homeownership Rate	2015-01-01	73.9321608040201
48063	Camp County, TX	Homeownership Rate	2015-01-01	65.37255847600674
46021	Campbell County, SD	Homeownership Rate	2015-01-01	84.88372093023256
47013	Campbell County, TN	Homeownership Rate	2015-01-01	71.4628055394395
21037	Campbell County, KY	Homeownership Rate	2015-01-01	71.75218556677713
51031	Campbell County, VA	Homeownership Rate	2015-01-01	76.58751260658293
56005	Campbell County, WY	Homeownership Rate	2015-01-01	73.94689222741236
40017	Canadian County, OK	Homeownership Rate	2015-01-01	78.0195961516768
13043	Candler County, GA	Homeownership Rate	2015-01-01	58.86841615484831
47015	Cannon County, TN	Homeownership Rate	2015-01-01	76.53241217110099
16027	Canyon County, ID	Homeownership Rate	2015-01-01	69.15867803206349
29031	Cape Girardeau County, MO	Homeownership Rate	2015-01-01	66.94631777717831
34009	Cape May County, NJ	Homeownership Rate	2015-01-01	77.1458362446119
42025	Carbon County, PA	Homeownership Rate	2015-01-01	79.81238332784288
56007	Carbon County, WY	Homeownership Rate	2015-01-01	69.8252193129311
30009	Carbon County, MT	Homeownership Rate	2015-01-01	76.77273620113927
49007	Carbon County, UT	Homeownership Rate	2015-01-01	71.04330708661418
16029	Caribou County, ID	Homeownership Rate	2015-01-01	79.19964163058086
21039	Carlisle County, KY	Homeownership Rate	2015-01-01	77.49339833434897
27017	Carlton County, MN	Homeownership Rate	2015-01-01	81.43830116289445
51033	Caroline County, VA	Homeownership Rate	2015-01-01	79.26032025855737
24011	Caroline County, MD	Homeownership Rate	2015-01-01	71.02585643610566
29033	Carroll County, MO	Homeownership Rate	2015-01-01	74.88864142538975
51035	Carroll County, VA	Homeownership Rate	2015-01-01	81.07379837650308
39019	Carroll County, OH	Homeownership Rate	2015-01-01	78.32861697173766
17015	Carroll County, IL	Homeownership Rate	2015-01-01	77.19967311359302
21041	Carroll County, KY	Homeownership Rate	2015-01-01	60.480411781527025
33003	Carroll County, NH	Homeownership Rate	2015-01-01	80.80917720171966
18015	Carroll County, IN	Homeownership Rate	2015-01-01	80.99738588377237
47017	Carroll County, TN	Homeownership Rate	2015-01-01	75.61509819668541
19027	Carroll County, IA	Homeownership Rate	2015-01-01	80.32502601199029
13045	Carroll County, GA	Homeownership Rate	2015-01-01	63.35012131460922
24013	Carroll County, MD	Homeownership Rate	2015-01-01	85.31760800990867
28015	Carroll County, MS	Homeownership Rate	2015-01-01	84.33497536945814
05015	Carroll County, AR	Homeownership Rate	2015-01-01	72.39992688722354
48065	Carson County, TX	Homeownership Rate	2015-01-01	89.3982330388398
32510	Carson City, NV	Homeownership Rate	2015-01-01	56.56398239698234
29035	Carter County, MO	Homeownership Rate	2015-01-01	71.98717948717949
30011	Carter County, MT	Homeownership Rate	2015-01-01	83.51373855120733
47019	Carter County, TN	Homeownership Rate	2015-01-01	71.253120138914
40019	Carter County, OK	Homeownership Rate	2015-01-01	70.16785564414604
21043	Carter County, KY	Homeownership Rate	2015-01-01	79.56629585087191
37031	Carteret County, NC	Homeownership Rate	2015-01-01	71.38813574471888
27019	Carver County, MN	Homeownership Rate	2015-01-01	84.02593979016186
30013	Cascade County, MT	Homeownership Rate	2015-01-01	65.69388114970904
21045	Casey County, KY	Homeownership Rate	2015-01-01	80.57142857142857
31025	Cass County, NE	Homeownership Rate	2015-01-01	82.37194830062231
29037	Cass County, MO	Homeownership Rate	2015-01-01	76.91806303460585
48067	Cass County, TX	Homeownership Rate	2015-01-01	75.21230357739887
27021	Cass County, MN	Homeownership Rate	2015-01-01	81.00493240126326
38017	Cass County, ND	Homeownership Rate	2015-01-01	59.89434518140374
18017	Cass County, IN	Homeownership Rate	2015-01-01	76.0803912660021
17017	Cass County, IL	Homeownership Rate	2015-01-01	73.78782075833014
19029	Cass County, IA	Homeownership Rate	2015-01-01	72.89247473985824
26027	Cass County, MI	Homeownership Rate	2015-01-01	81.21932768219115
16031	Cassia County, ID	Homeownership Rate	2015-01-01	71.33696837513631
48069	Castro County, TX	Homeownership Rate	2015-01-01	61.78416899974548
37033	Caswell County, NC	Homeownership Rate	2015-01-01	76.86979355306049
22025	Catahoula Parish, LA	Homeownership Rate	2015-01-01	74.75226195605342
37035	Catawba County, NC	Homeownership Rate	2015-01-01	71.00534942102703
13047	Catoosa County, GA	Homeownership Rate	2015-01-01	76.65535328602283
35003	Catron County, NM	Homeownership Rate	2015-01-01	83.14606741573034
36009	Cattaraugus County, NY	Homeownership Rate	2015-01-01	72.74336747406659
38019	Cavalier County, ND	Homeownership Rate	2015-01-01	88.95624670532419
36011	Cayuga County, NY	Homeownership Rate	2015-01-01	74.24375332270068
24015	Cecil County, MD	Homeownership Rate	2015-01-01	75.11777301927195
29039	Cedar County, MO	Homeownership Rate	2015-01-01	70.59209088922876
19031	Cedar County, IA	Homeownership Rate	2015-01-01	80.9012400354296
31027	Cedar County, NE	Homeownership Rate	2015-01-01	83.68711152808726
42027	Centre County, PA	Homeownership Rate	2015-01-01	62.986322726950604
19033	Cerro Gordo County, IA	Homeownership Rate	2015-01-01	75.52303728044254
08015	Chaffee County, CO	Homeownership Rate	2015-01-01	73.92013039934801
01017	Chambers County, AL	Homeownership Rate	2015-01-01	66.20271234832262
48071	Chambers County, TX	Homeownership Rate	2015-01-01	81.83687271743541
17019	Champaign County, IL	Homeownership Rate	2015-01-01	57.80619395357169
39021	Champaign County, OH	Homeownership Rate	2015-01-01	72.85091362126246
29041	Chariton County, MO	Homeownership Rate	2015-01-01	77.48888589519063
24017	Charles County, MD	Homeownership Rate	2015-01-01	79.29683616043907
51036	Charles City County, VA	Homeownership Rate	2015-01-01	81.25878055633605
46023	Charles Mix County, SD	Homeownership Rate	2015-01-01	65.68705321683876
45019	Charleston County, SC	Homeownership Rate	2015-01-01	61.968423415558824
26029	Charlevoix County, MI	Homeownership Rate	2015-01-01	82.9215397722872
12015	Charlotte County, FL	Homeownership Rate	2015-01-01	75.47809157671644
51037	Charlotte County, VA	Homeownership Rate	2015-01-01	68.65327625946658
51540	Charlottesville City, VA	Homeownership Rate	2015-01-01	42.62507662564248
13049	Charlton County, GA	Homeownership Rate	2015-01-01	79.28797063092291
31029	Chase County, NE	Homeownership Rate	2015-01-01	78.30065359477125
20017	Chase County, KS	Homeownership Rate	2015-01-01	79.20830130668716
37037	Chatham County, NC	Homeownership Rate	2015-01-01	77.11002628614345
13051	Chatham County, GA	Homeownership Rate	2015-01-01	56.271917690426875
13053	Chattahoochee County, GA	Homeownership Rate	2015-01-01	22.980997624703086
13055	Chattooga County, GA	Homeownership Rate	2015-01-01	66.19078242229368
36013	Chautauqua County, NY	Homeownership Rate	2015-01-01	72.0809729429941
20019	Chautauqua County, KS	Homeownership Rate	2015-01-01	77.27800348229832
35005	Chaves County, NM	Homeownership Rate	2015-01-01	67.35635068785393
47021	Cheatham County, TN	Homeownership Rate	2015-01-01	78.81236733754443
26031	Cheboygan County, MI	Homeownership Rate	2015-01-01	81.96217494089835
53007	Chelan County, WA	Homeownership Rate	2015-01-01	61.849165069805636
36015	Chemung County, NY	Homeownership Rate	2015-01-01	71.82669279338123
36017	Chenango County, NY	Homeownership Rate	2015-01-01	76.76263700310813
19035	Cherokee County, IA	Homeownership Rate	2015-01-01	76.68566418237614
37039	Cherokee County, NC	Homeownership Rate	2015-01-01	78.80063124671226
01019	Cherokee County, AL	Homeownership Rate	2015-01-01	77.61455735660849
45021	Cherokee County, SC	Homeownership Rate	2015-01-01	66.96287412091806
20021	Cherokee County, KS	Homeownership Rate	2015-01-01	76.98140545761893
40021	Cherokee County, OK	Homeownership Rate	2015-01-01	68.28006287660466
13057	Cherokee County, GA	Homeownership Rate	2015-01-01	77.05421040209129
48073	Cherokee County, TX	Homeownership Rate	2015-01-01	72.00783343640487
31031	Cherry County, NE	Homeownership Rate	2015-01-01	69.32080156056038
51550	Chesapeake City, VA	Homeownership Rate	2015-01-01	71.68887400959714
33005	Cheshire County, NH	Homeownership Rate	2015-01-01	74.34949940039601
45023	Chester County, SC	Homeownership Rate	2015-01-01	72.495519436376
42029	Chester County, PA	Homeownership Rate	2015-01-01	78.01346678945923
47023	Chester County, TN	Homeownership Rate	2015-01-01	70.70932539682539
51041	Chesterfield County, VA	Homeownership Rate	2015-01-01	77.31100992151636
45025	Chesterfield County, SC	Homeownership Rate	2015-01-01	69.8375972323219
20023	Cheyenne County, KS	Homeownership Rate	2015-01-01	78.72018174933737
08017	Cheyenne County, CO	Homeownership Rate	2015-01-01	75.26826775677057
31033	Cheyenne County, NE	Homeownership Rate	2015-01-01	73.03911735205617
19037	Chickasaw County, IA	Homeownership Rate	2015-01-01	80.94724618447246
28017	Chickasaw County, MS	Homeownership Rate	2015-01-01	75.51833196673304
05017	Chicot County, AR	Homeownership Rate	2015-01-01	63.77287658376349
48075	Childress County, TX	Homeownership Rate	2015-01-01	63.88459556929418
01021	Chilton County, AL	Homeownership Rate	2015-01-01	74.97582539024728
55017	Chippewa County, WI	Homeownership Rate	2015-01-01	77.25970090256276
27023	Chippewa County, MN	Homeownership Rate	2015-01-01	71.29995793016407
26033	Chippewa County, MI	Homeownership Rate	2015-01-01	71.25454281145515
27025	Chisago County, MN	Homeownership Rate	2015-01-01	87.67497308106445
50007	Chittenden County, VT	Homeownership Rate	2015-01-01	68.49277605090784
01023	Choctaw County, AL	Homeownership Rate	2015-01-01	83.52522345099227
28019	Choctaw County, MS	Homeownership Rate	2015-01-01	71.53818048958715
40023	Choctaw County, OK	Homeownership Rate	2015-01-01	73.27395700796893
30015	Chouteau County, MT	Homeownership Rate	2015-01-01	57.74869109947643
37041	Chowan County, NC	Homeownership Rate	2015-01-01	64.87368128817323
29043	Christian County, MO	Homeownership Rate	2015-01-01	72.80169459846738
17021	Christian County, IL	Homeownership Rate	2015-01-01	77.05333415734503
21047	Christian County, KY	Homeownership Rate	2015-01-01	47.575953458306394
32001	Churchill County, NV	Homeownership Rate	2015-01-01	59.61142184280247
35006	Cibola County, NM	Homeownership Rate	2015-01-01	70.94275829532945
40025	Cimarron County, OK	Homeownership Rate	2015-01-01	71.44089732528042
12017	Citrus County, FL	Homeownership Rate	2015-01-01	79.5340746994265
41005	Clackamas County, OR	Homeownership Rate	2015-01-01	70.68031945030127
22027	Claiborne Parish, LA	Homeownership Rate	2015-01-01	69.26162632580908
28021	Claiborne County, MS	Homeownership Rate	2015-01-01	74.32324386065106
47025	Claiborne County, TN	Homeownership Rate	2015-01-01	74.3556954554397
53009	Clallam County, WA	Homeownership Rate	2015-01-01	69.15302770837427
26035	Clare County, MI	Homeownership Rate	2015-01-01	80.79743657505286
45027	Clarendon County, SC	Homeownership Rate	2015-01-01	74.3112778256057
42031	Clarion County, PA	Homeownership Rate	2015-01-01	72.12819970382907
53011	Clark County, WA	Homeownership Rate	2015-01-01	65.33331820399641
46025	Clark County, SD	Homeownership Rate	2015-01-01	77.8419452887538
05019	Clark County, AR	Homeownership Rate	2015-01-01	66.59605588339133
17023	Clark County, IL	Homeownership Rate	2015-01-01	74.66097438473129
16033	Clark County, ID	Homeownership Rate	2015-01-01	54.59704880817253
29045	Clark County, MO	Homeownership Rate	2015-01-01	79.38385165717622
18019	Clark County, IN	Homeownership Rate	2015-01-01	72.9924191450231
39023	Clark County, OH	Homeownership Rate	2015-01-01	66.41436616979425
32003	Clark County, NV	Homeownership Rate	2015-01-01	52.650564064421665
21049	Clark County, KY	Homeownership Rate	2015-01-01	64.87637323643796
20025	Clark County, KS	Homeownership Rate	2015-01-01	71.41486810551558
55019	Clark County, WI	Homeownership Rate	2015-01-01	79.87855205754039
28023	Clarke County, MS	Homeownership Rate	2015-01-01	81.93303078621366
51043	Clarke County, VA	Homeownership Rate	2015-01-01	79.17021881216255
19039	Clarke County, IA	Homeownership Rate	2015-01-01	70.79529204707953
01025	Clarke County, AL	Homeownership Rate	2015-01-01	71.06082036775106
13059	Clarke County, GA	Homeownership Rate	2015-01-01	40.27986323425657
41007	Clatsop County, OR	Homeownership Rate	2015-01-01	61.1146104340682
20027	Clay County, KS	Homeownership Rate	2015-01-01	85.99951597289449
12019	Clay County, FL	Homeownership Rate	2015-01-01	74.89354758104407
17025	Clay County, IL	Homeownership Rate	2015-01-01	79.02811366384522
01027	Clay County, AL	Homeownership Rate	2015-01-01	74.50640542577241
31035	Clay County, NE	Homeownership Rate	2015-01-01	79.41410603407101
29047	Clay County, MO	Homeownership Rate	2015-01-01	72.9834671539259
13061	Clay County, GA	Homeownership Rate	2015-01-01	60.99803020354564
21051	Clay County, KY	Homeownership Rate	2015-01-01	74.63909081601311
05021	Clay County, AR	Homeownership Rate	2015-01-01	73.50320974715054
19041	Clay County, IA	Homeownership Rate	2015-01-01	75.36392795460152
37043	Clay County, NC	Homeownership Rate	2015-01-01	75.52678824529906
18021	Clay County, IN	Homeownership Rate	2015-01-01	75.6252375522615
48077	Clay County, TX	Homeownership Rate	2015-01-01	81.53520991449706
28025	Clay County, MS	Homeownership Rate	2015-01-01	66.28685657171415
47027	Clay County, TN	Homeownership Rate	2015-01-01	75.58654848800835
27027	Clay County, MN	Homeownership Rate	2015-01-01	75.14804336748142
54015	Clay County, WV	Homeownership Rate	2015-01-01	81.24724061810154
46027	Clay County, SD	Homeownership Rate	2015-01-01	56.40960380079749
13063	Clayton County, GA	Homeownership Rate	2015-01-01	52.81044361835835
19043	Clayton County, IA	Homeownership Rate	2015-01-01	79.6406500343328
08019	Clear Creek County, CO	Homeownership Rate	2015-01-01	78.37867851193782
42033	Clearfield County, PA	Homeownership Rate	2015-01-01	78.94320518905236
16035	Clearwater County, ID	Homeownership Rate	2015-01-01	77.875751503006
27029	Clearwater County, MN	Homeownership Rate	2015-01-01	80.64142642121107
05023	Cleburne County, AR	Homeownership Rate	2015-01-01	75.07496843434343
01029	Cleburne County, AL	Homeownership Rate	2015-01-01	76.69385828895031
39025	Clermont County, OH	Homeownership Rate	2015-01-01	76.64295358819855
37045	Cleveland County, NC	Homeownership Rate	2015-01-01	67.41754327144713
40027	Cleveland County, OK	Homeownership Rate	2015-01-01	68.98434825901609
05025	Cleveland County, AR	Homeownership Rate	2015-01-01	76.80265654648957
13065	Clinch County, GA	Homeownership Rate	2015-01-01	66.72365557973266
42035	Clinton County, PA	Homeownership Rate	2015-01-01	73.36749476847132
