Region Code	Region Name	Measure Name	Date	Estimated Value
48133	Eastland County, TX	Homeownership Rate	2012-01-01	73.93305677104051
26045	Eaton County, MI	Homeownership Rate	2012-01-01	77.80686472997787
55035	Eau Claire County, WI	Homeownership Rate	2012-01-01	67.791655593941
13101	Echols County, GA	Homeownership Rate	2012-01-01	71.86878727634195
48135	Ector County, TX	Homeownership Rate	2012-01-01	70.7252727925604
38027	Eddy County, ND	Homeownership Rate	2012-01-01	82.55004351610096
35015	Eddy County, NM	Homeownership Rate	2012-01-01	73.22602584447971
17045	Edgar County, IL	Homeownership Rate	2012-01-01	76.97636063771303
37065	Edgecombe County, NC	Homeownership Rate	2012-01-01	65.16702488069652
45037	Edgefield County, SC	Homeownership Rate	2012-01-01	80.1427021613953
21061	Edmonson County, KY	Homeownership Rate	2012-01-01	77.14261517615176
46045	Edmunds County, SD	Homeownership Rate	2012-01-01	84.06107688186445
48137	Edwards County, TX	Homeownership Rate	2012-01-01	90.20489755122438
20047	Edwards County, KS	Homeownership Rate	2012-01-01	79.51848084096304
17047	Edwards County, IL	Homeownership Rate	2012-01-01	81.11161319475825
13103	Effingham County, GA	Homeownership Rate	2012-01-01	75.15153847634075
17049	Effingham County, IL	Homeownership Rate	2012-01-01	81.99686232720599
06017	El Dorado County, CA	Homeownership Rate	2012-01-01	75.26923162857206
48141	El Paso County, TX	Homeownership Rate	2012-01-01	65.31580484212932
08041	El Paso County, CO	Homeownership Rate	2012-01-01	66.42853599245919
08039	Elbert County, CO	Homeownership Rate	2012-01-01	89.58941089389123
13105	Elbert County, GA	Homeownership Rate	2012-01-01	69.77271581918056
20049	Elk County, KS	Homeownership Rate	2012-01-01	79.32398417835311
42047	Elk County, PA	Homeownership Rate	2012-01-01	81.78336287667763
18039	Elkhart County, IN	Homeownership Rate	2012-01-01	73.86690499671269
32007	Elko County, NV	Homeownership Rate	2012-01-01	74.27738493983377
21063	Elliott County, KY	Homeownership Rate	2012-01-01	81.01769911504425
40045	Ellis County, OK	Homeownership Rate	2012-01-01	76.82682682682682
20051	Ellis County, KS	Homeownership Rate	2012-01-01	70.47671636296705
48139	Ellis County, TX	Homeownership Rate	2012-01-01	75.4890227658438
20053	Ellsworth County, KS	Homeownership Rate	2012-01-01	81.06822754710079
01051	Elmore County, AL	Homeownership Rate	2012-01-01	78.78191200434547
16039	Elmore County, ID	Homeownership Rate	2012-01-01	64.7822558831485
13107	Emanuel County, GA	Homeownership Rate	2012-01-01	65.71019975088804
49015	Emery County, UT	Homeownership Rate	2012-01-01	80.36390505218436
26047	Emmet County, MI	Homeownership Rate	2012-01-01	79.57042493268547
19063	Emmet County, IA	Homeownership Rate	2012-01-01	78.89936781013577
38029	Emmons County, ND	Homeownership Rate	2012-01-01	84.2741935483871
51595	Emporia City, VA	Homeownership Rate	2012-01-01	46.8677494199536
48143	Erath County, TX	Homeownership Rate	2012-01-01	62.7702051493873
42049	Erie County, PA	Homeownership Rate	2012-01-01	72.40447977526411
39043	Erie County, OH	Homeownership Rate	2012-01-01	71.90049751243781
36029	Erie County, NY	Homeownership Rate	2012-01-01	70.24411497513259
12033	Escambia County, FL	Homeownership Rate	2012-01-01	66.54327997757477
01053	Escambia County, AL	Homeownership Rate	2012-01-01	72.91099000908265
32009	Esmeralda County, NV	Homeownership Rate	2012-01-01	59.014557670772675
51057	Essex County, VA	Homeownership Rate	2012-01-01	78.47177897328349
34013	Essex County, NJ	Homeownership Rate	2012-01-01	51.024901236074314
36031	Essex County, NY	Homeownership Rate	2012-01-01	75.88713007570543
25009	Essex County, MA	Homeownership Rate	2012-01-01	68.70540573225298
50009	Essex County, VT	Homeownership Rate	2012-01-01	83.66957903097698
21065	Estill County, KY	Homeownership Rate	2012-01-01	71.72955108785459
01055	Etowah County, AL	Homeownership Rate	2012-01-01	73.34210782879984
32011	Eureka County, NV	Homeownership Rate	2012-01-01	68.22272215973003
22039	Evangeline Parish, LA	Homeownership Rate	2012-01-01	71.38444080191653
13109	Evans County, GA	Homeownership Rate	2012-01-01	62.54569944198576
02090	Fairbanks North Star Borough, AK	Homeownership Rate	2012-01-01	62.839570542355204
51600	Fairfax City, VA	Homeownership Rate	2012-01-01	69.18094724058832
51059	Fairfax County, VA	Homeownership Rate	2012-01-01	71.10697254069895
45039	Fairfield County, SC	Homeownership Rate	2012-01-01	72.73970845979566
39045	Fairfield County, OH	Homeownership Rate	2012-01-01	75.98871630563488
09001	Fairfield County, CT	Homeownership Rate	2012-01-01	72.24842513864449
46047	Fall River County, SD	Homeownership Rate	2012-01-01	73.05770104497955
30025	Fallon County, MT	Homeownership Rate	2012-01-01	76.71552298467688
48145	Falls County, TX	Homeownership Rate	2012-01-01	70.3353504790721
51610	Falls Church City, VA	Homeownership Rate	2012-01-01	66.13967891777361
13111	Fannin County, GA	Homeownership Rate	2012-01-01	83.28914735311726
48147	Fannin County, TX	Homeownership Rate	2012-01-01	74.97364469859119
27043	Faribault County, MN	Homeownership Rate	2012-01-01	82.05817821501876
46049	Faulk County, SD	Homeownership Rate	2012-01-01	82.17550274223035
05045	Faulkner County, AR	Homeownership Rate	2012-01-01	67.73001057519886
51061	Fauquier County, VA	Homeownership Rate	2012-01-01	80.64064925682842
01057	Fayette County, AL	Homeownership Rate	2012-01-01	76.5925925925926
21067	Fayette County, KY	Homeownership Rate	2012-01-01	59.4013560443195
54019	Fayette County, WV	Homeownership Rate	2012-01-01	76.54343471134584
47047	Fayette County, TN	Homeownership Rate	2012-01-01	83.56435121745547
39047	Fayette County, OH	Homeownership Rate	2012-01-01	61.17576527013683
48149	Fayette County, TX	Homeownership Rate	2012-01-01	74.90479976566095
17051	Fayette County, IL	Homeownership Rate	2012-01-01	81.94496974281392
19065	Fayette County, IA	Homeownership Rate	2012-01-01	78.91458187979667
18041	Fayette County, IN	Homeownership Rate	2012-01-01	73.02009456264776
42051	Fayette County, PA	Homeownership Rate	2012-01-01	75.17348657036494
13113	Fayette County, GA	Homeownership Rate	2012-01-01	84.8162694965822
47049	Fentress County, TN	Homeownership Rate	2012-01-01	79.0326209223847
30027	Fergus County, MT	Homeownership Rate	2012-01-01	74.77338651196519
53019	Ferry County, WA	Homeownership Rate	2012-01-01	69.91758241758241
31059	Fillmore County, NE	Homeownership Rate	2012-01-01	82.46301906968455
27045	Fillmore County, MN	Homeownership Rate	2012-01-01	82.81977171410377
20055	Finney County, KS	Homeownership Rate	2012-01-01	68.24635350230159
48151	Fisher County, TX	Homeownership Rate	2012-01-01	75.94217862674239
12035	Flagler County, FL	Homeownership Rate	2012-01-01	76.55071248952221
30029	Flathead County, MT	Homeownership Rate	2012-01-01	73.82975642896123
21069	Fleming County, KY	Homeownership Rate	2012-01-01	77.84907239503418
45041	Florence County, SC	Homeownership Rate	2012-01-01	67.05883234542553
55037	Florence County, WI	Homeownership Rate	2012-01-01	86.51152281970175
51063	Floyd County, VA	Homeownership Rate	2012-01-01	78.08715113217482
21071	Floyd County, KY	Homeownership Rate	2012-01-01	70.98201504385622
18043	Floyd County, IN	Homeownership Rate	2012-01-01	74.39679925969271
13115	Floyd County, GA	Homeownership Rate	2012-01-01	64.94528970969387
19067	Floyd County, IA	Homeownership Rate	2012-01-01	77.44114119800543
48153	Floyd County, TX	Homeownership Rate	2012-01-01	66.01680139483278
51065	Fluvanna County, VA	Homeownership Rate	2012-01-01	87.82530538873227
48155	Foard County, TX	Homeownership Rate	2012-01-01	64.82534524776604
55039	Fond du Lac County, WI	Homeownership Rate	2012-01-01	75.60127646992852
17053	Ford County, IL	Homeownership Rate	2012-01-01	83.09228397327657
20057	Ford County, KS	Homeownership Rate	2012-01-01	67.44129677321618
42053	Forest County, PA	Homeownership Rate	2012-01-01	86.7730013616028
55041	Forest County, WI	Homeownership Rate	2012-01-01	80.8585970347422
28035	Forrest County, MS	Homeownership Rate	2012-01-01	58.755357545680134
13117	Forsyth County, GA	Homeownership Rate	2012-01-01	86.67456238276844
37067	Forsyth County, NC	Homeownership Rate	2012-01-01	65.65507335590438
48157	Fort Bend County, TX	Homeownership Rate	2012-01-01	80.54526249875279
38031	Foster County, ND	Homeownership Rate	2012-01-01	82.97742525930445
18045	Fountain County, IN	Homeownership Rate	2012-01-01	79.42265859250985
13119	Franklin County, GA	Homeownership Rate	2012-01-01	71.07677902621722
22041	Franklin Parish, LA	Homeownership Rate	2012-01-01	71.19318181818181
37069	Franklin County, NC	Homeownership Rate	2012-01-01	76.43480920180774
36033	Franklin County, NY	Homeownership Rate	2012-01-01	75.18175370156929
28037	Franklin County, MS	Homeownership Rate	2012-01-01	83.53206978787499
21073	Franklin County, KY	Homeownership Rate	2012-01-01	64.00042154073138
18047	Franklin County, IN	Homeownership Rate	2012-01-01	81.6459572978649
53021	Franklin County, WA	Homeownership Rate	2012-01-01	66.13339896628108
29071	Franklin County, MO	Homeownership Rate	2012-01-01	77.90303162963774
16041	Franklin County, ID	Homeownership Rate	2012-01-01	83.02006002211341
42055	Franklin County, PA	Homeownership Rate	2012-01-01	74.12139921902153
31061	Franklin County, NE	Homeownership Rate	2012-01-01	82.7963917525773
17055	Franklin County, IL	Homeownership Rate	2012-01-01	78.74227702720025
05047	Franklin County, AR	Homeownership Rate	2012-01-01	75.33743717173998
48159	Franklin County, TX	Homeownership Rate	2012-01-01	79.74647075770672
20059	Franklin County, KS	Homeownership Rate	2012-01-01	72.70727779741566
23007	Franklin County, ME	Homeownership Rate	2012-01-01	78.12119572568646
12037	Franklin County, FL	Homeownership Rate	2012-01-01	66.45450751252086
01059	Franklin County, AL	Homeownership Rate	2012-01-01	69.7597137014315
39049	Franklin County, OH	Homeownership Rate	2012-01-01	58.17932102866814
25011	Franklin County, MA	Homeownership Rate	2012-01-01	71.93683789726164
47051	Franklin County, TN	Homeownership Rate	2012-01-01	75.99917487494199
50011	Franklin County, VT	Homeownership Rate	2012-01-01	77.36527199306539
51620	Franklin City, VA	Homeownership Rate	2012-01-01	42.28155918464656
51067	Franklin County, VA	Homeownership Rate	2012-01-01	78.28408425980106
19069	Franklin County, IA	Homeownership Rate	2012-01-01	74.43523019731198
24021	Frederick County, MD	Homeownership Rate	2012-01-01	78.5480316058159
51069	Frederick County, VA	Homeownership Rate	2012-01-01	80.43185409704412
51630	Fredericksburg City, VA	Homeownership Rate	2012-01-01	40.92496418338109
27047	Freeborn County, MN	Homeownership Rate	2012-01-01	79.4033163598381
48161	Freestone County, TX	Homeownership Rate	2012-01-01	79.53329287802725
56013	Fremont County, WY	Homeownership Rate	2012-01-01	71.47616867592451
08043	Fremont County, CO	Homeownership Rate	2012-01-01	72.79549718574108
16043	Fremont County, ID	Homeownership Rate	2012-01-01	84.85256816740647
19071	Fremont County, IA	Homeownership Rate	2012-01-01	80.35267981116357
06019	Fresno County, CA	Homeownership Rate	2012-01-01	52.851116464771295
48163	Frio County, TX	Homeownership Rate	2012-01-01	64.72724780701753
31063	Frontier County, NE	Homeownership Rate	2012-01-01	75.11811023622047
17057	Fulton County, IL	Homeownership Rate	2012-01-01	74.75437231682369
42057	Fulton County, PA	Homeownership Rate	2012-01-01	78.26794063834113
39051	Fulton County, OH	Homeownership Rate	2012-01-01	82.7821173342197
36035	Fulton County, NY	Homeownership Rate	2012-01-01	70.48743193853957
21075	Fulton County, KY	Homeownership Rate	2012-01-01	63.84101847539202
18049	Fulton County, IN	Homeownership Rate	2012-01-01	72.53003842973197
05049	Fulton County, AR	Homeownership Rate	2012-01-01	75.33228762486584
13121	Fulton County, GA	Homeownership Rate	2012-01-01	57.357919870281435
31065	Furnas County, NE	Homeownership Rate	2012-01-01	72.80248190279214
12039	Gadsden County, FL	Homeownership Rate	2012-01-01	67.50245260203965
31067	Gage County, NE	Homeownership Rate	2012-01-01	74.49346104254927
48165	Gaines County, TX	Homeownership Rate	2012-01-01	78.62787767724201
51640	Galax City, VA	Homeownership Rate	2012-01-01	73.53204172876305
30031	Gallatin County, MT	Homeownership Rate	2012-01-01	64.55523564176391
21077	Gallatin County, KY	Homeownership Rate	2012-01-01	73.46405228758171
17059	Gallatin County, IL	Homeownership Rate	2012-01-01	79.85961123110151
39053	Gallia County, OH	Homeownership Rate	2012-01-01	74.99916830233873
48167	Galveston County, TX	Homeownership Rate	2012-01-01	71.45361146784215
31069	Garden County, NE	Homeownership Rate	2012-01-01	73.5204081632653
40047	Garfield County, OK	Homeownership Rate	2012-01-01	66.92297200531932
49017	Garfield County, UT	Homeownership Rate	2012-01-01	82.84323666599067
30033	Garfield County, MT	Homeownership Rate	2012-01-01	72.58509659613615
08045	Garfield County, CO	Homeownership Rate	2012-01-01	64.68917354175713
53023	Garfield County, WA	Homeownership Rate	2012-01-01	67.33576642335767
31071	Garfield County, NE	Homeownership Rate	2012-01-01	76.48202137998055
05051	Garland County, AR	Homeownership Rate	2012-01-01	69.7324965221362
21079	Garrard County, KY	Homeownership Rate	2012-01-01	79.17759237187127
24023	Garrett County, MD	Homeownership Rate	2012-01-01	78.00714164257779
40049	Garvin County, OK	Homeownership Rate	2012-01-01	74.61829232137563
48169	Garza County, TX	Homeownership Rate	2012-01-01	68.93203883495146
29073	Gasconade County, MO	Homeownership Rate	2012-01-01	78.16091954022988
37071	Gaston County, NC	Homeownership Rate	2012-01-01	68.93465077733458
37073	Gates County, NC	Homeownership Rate	2012-01-01	81.64186590871093
20061	Geary County, KS	Homeownership Rate	2012-01-01	46.476550317860145
39055	Geauga County, OH	Homeownership Rate	2012-01-01	88.74994600665198
16045	Gem County, ID	Homeownership Rate	2012-01-01	72.08699843354621
26049	Genesee County, MI	Homeownership Rate	2012-01-01	72.36642455895014
36037	Genesee County, NY	Homeownership Rate	2012-01-01	77.34375
01061	Geneva County, AL	Homeownership Rate	2012-01-01	69.57341681439294
29075	Gentry County, MO	Homeownership Rate	2012-01-01	77.8678494952585
28039	George County, MS	Homeownership Rate	2012-01-01	81.25625853436505
45043	Georgetown County, SC	Homeownership Rate	2012-01-01	77.37558834860387
47053	Gibson County, TN	Homeownership Rate	2012-01-01	72.82933360799258
18051	Gibson County, IN	Homeownership Rate	2012-01-01	80.04037191093711
04007	Gila County, AZ	Homeownership Rate	2012-01-01	74.8510085574572
12041	Gilchrist County, FL	Homeownership Rate	2012-01-01	78.99616368286445
47055	Giles County, TN	Homeownership Rate	2012-01-01	76.56515851244835
51071	Giles County, VA	Homeownership Rate	2012-01-01	76.04074662898192
48171	Gillespie County, TX	Homeownership Rate	2012-01-01	74.94543507803813
41021	Gilliam County, OR	Homeownership Rate	2012-01-01	64.7120972002113
13123	Gilmer County, GA	Homeownership Rate	2012-01-01	68.23294176455886
54021	Gilmer County, WV	Homeownership Rate	2012-01-01	69.5843137254902
08047	Gilpin County, CO	Homeownership Rate	2012-01-01	73.966396073249
30035	Glacier County, MT	Homeownership Rate	2012-01-01	57.92701625268323
12043	Glades County, FL	Homeownership Rate	2012-01-01	70.0997248968363
26051	Gladwin County, MI	Homeownership Rate	2012-01-01	86.11045551097475
13125	Glascock County, GA	Homeownership Rate	2012-01-01	68.71657754010695
48173	Glasscock County, TX	Homeownership Rate	2012-01-01	70.69805194805194
06021	Glenn County, CA	Homeownership Rate	2012-01-01	66.11573236889693
51073	Gloucester County, VA	Homeownership Rate	2012-01-01	85.2177485620378
34015	Gloucester County, NJ	Homeownership Rate	2012-01-01	84.09977526184116
13127	Glynn County, GA	Homeownership Rate	2012-01-01	62.505579716614164
26053	Gogebic County, MI	Homeownership Rate	2012-01-01	77.25848208202753
30037	Golden Valley County, MT	Homeownership Rate	2012-01-01	82.1236559139785
38033	Golden Valley County, ND	Homeownership Rate	2012-01-01	79.94891443167306
48175	Goliad County, TX	Homeownership Rate	2012-01-01	78.45846986750249
48177	Gonzales County, TX	Homeownership Rate	2012-01-01	68.43160437978717
51075	Goochland County, VA	Homeownership Rate	2012-01-01	89.96438632860256
27049	Goodhue County, MN	Homeownership Rate	2012-01-01	80.98566625376039
16047	Gooding County, ID	Homeownership Rate	2012-01-01	69.12016884316053
13129	Gordon County, GA	Homeownership Rate	2012-01-01	66.73375660988418
56015	Goshen County, WY	Homeownership Rate	2012-01-01	72.46423147630085
31073	Gosper County, NE	Homeownership Rate	2012-01-01	74.45843828715365
20063	Gove County, KS	Homeownership Rate	2012-01-01	82.49356381022434
13131	Grady County, GA	Homeownership Rate	2012-01-01	60.55267286110776
40051	Grady County, OK	Homeownership Rate	2012-01-01	76.87559262341081
33009	Grafton County, NH	Homeownership Rate	2012-01-01	72.88888348096954
37075	Graham County, NC	Homeownership Rate	2012-01-01	86.91826811761982
04009	Graham County, AZ	Homeownership Rate	2012-01-01	73.2840929562241
20065	Graham County, KS	Homeownership Rate	2012-01-01	82.96875
47057	Grainger County, TN	Homeownership Rate	2012-01-01	82.58562254727077
08049	Grand County, CO	Homeownership Rate	2012-01-01	74.07795473595976
49019	Grand County, UT	Homeownership Rate	2012-01-01	66.75528968649607
38035	Grand Forks County, ND	Homeownership Rate	2012-01-01	59.11747282130106
50013	Grand Isle County, VT	Homeownership Rate	2012-01-01	82.84006829823562
26055	Grand Traverse County, MI	Homeownership Rate	2012-01-01	79.4753709198813
30039	Granite County, MT	Homeownership Rate	2012-01-01	75.75957727873184
55043	Grant County, WI	Homeownership Rate	2012-01-01	74.60559796437659
27051	Grant County, MN	Homeownership Rate	2012-01-01	82.04297407912688
54023	Grant County, WV	Homeownership Rate	2012-01-01	78.21295354357409
22043	Grant Parish, LA	Homeownership Rate	2012-01-01	78.89369592088998
38037	Grant County, ND	Homeownership Rate	2012-01-01	76.15951452102297
40053	Grant County, OK	Homeownership Rate	2012-01-01	74.85353762956287
41023	Grant County, OR	Homeownership Rate	2012-01-01	72.81795511221945
35017	Grant County, NM	Homeownership Rate	2012-01-01	76.1644782308224
46051	Grant County, SD	Homeownership Rate	2012-01-01	81.61993769470405
21081	Grant County, KY	Homeownership Rate	2012-01-01	73.7161359072093
05053	Grant County, AR	Homeownership Rate	2012-01-01	81.00113122171946
18053	Grant County, IN	Homeownership Rate	2012-01-01	70.51898088778333
53025	Grant County, WA	Homeownership Rate	2012-01-01	58.41071387830531
20067	Grant County, KS	Homeownership Rate	2012-01-01	78.75145405195812
31075	Grant County, NE	Homeownership Rate	2012-01-01	62.56410256410256
37077	Granville County, NC	Homeownership Rate	2012-01-01	76.38419500970734
26057	Gratiot County, MI	Homeownership Rate	2012-01-01	78.20834469593674
21083	Graves County, KY	Homeownership Rate	2012-01-01	75.35731887629375
48179	Gray County, TX	Homeownership Rate	2012-01-01	76.04400861038029
20069	Gray County, KS	Homeownership Rate	2012-01-01	76.60190865712339
53027	Grays Harbor County, WA	Homeownership Rate	2012-01-01	68.05154281751994
51077	Grayson County, VA	Homeownership Rate	2012-01-01	78.4182479854432
21085	Grayson County, KY	Homeownership Rate	2012-01-01	73.6295713723948
48181	Grayson County, TX	Homeownership Rate	2012-01-01	70.48173870275679
31077	Greeley County, NE	Homeownership Rate	2012-01-01	79.3284789644013
20071	Greeley County, KS	Homeownership Rate	2012-01-01	74.75165562913907
21087	Green County, KY	Homeownership Rate	2012-01-01	76.62756335631772
55045	Green County, WI	Homeownership Rate	2012-01-01	79.96312907575049
55047	Green Lake County, WI	Homeownership Rate	2012-01-01	80.36910966918413
54025	Greenbrier County, WV	Homeownership Rate	2012-01-01	75.89840506256623
01063	Greene County, AL	Homeownership Rate	2012-01-01	75.69813829787235
19073	Greene County, IA	Homeownership Rate	2012-01-01	76.2645062404204
47059	Greene County, TN	Homeownership Rate	2012-01-01	72.97652077925953
37079	Greene County, NC	Homeownership Rate	2012-01-01	68.12911313068004
18055	Greene County, IN	Homeownership Rate	2012-01-01	78.2639314145744
51079	Greene County, VA	Homeownership Rate	2012-01-01	77.98917500410037
39057	Greene County, OH	Homeownership Rate	2012-01-01	70.31933408511665
36039	Greene County, NY	Homeownership Rate	2012-01-01	73.68351386529595
05055	Greene County, AR	Homeownership Rate	2012-01-01	64.63514358555005
17061	Greene County, IL	Homeownership Rate	2012-01-01	75.46597633136095
13133	Greene County, GA	Homeownership Rate	2012-01-01	71.37513472389526
42059	Greene County, PA	Homeownership Rate	2012-01-01	74.2944428280477
28041	Greene County, MS	Homeownership Rate	2012-01-01	81.7735286378388
29077	Greene County, MO	Homeownership Rate	2012-01-01	62.58174029939164
04011	Greenlee County, AZ	Homeownership Rate	2012-01-01	41.71060339777387
51081	Greensville County, VA	Homeownership Rate	2012-01-01	69.32191459408729
21089	Greenup County, KY	Homeownership Rate	2012-01-01	79.02832232062073
45045	Greenville County, SC	Homeownership Rate	2012-01-01	69.53108894562408
45047	Greenwood County, SC	Homeownership Rate	2012-01-01	67.28450200982581
20073	Greenwood County, KS	Homeownership Rate	2012-01-01	74.48044009779952
40055	Greer County, OK	Homeownership Rate	2012-01-01	64.88826253271593
48183	Gregg County, TX	Homeownership Rate	2012-01-01	65.55493034596826
46053	Gregory County, SD	Homeownership Rate	2012-01-01	74.57667541139995
28043	Grenada County, MS	Homeownership Rate	2012-01-01	71.43189863983604
38039	Griggs County, ND	Homeownership Rate	2012-01-01	81.01374570446735
48185	Grimes County, TX	Homeownership Rate	2012-01-01	77.49240186635846
19075	Grundy County, IA	Homeownership Rate	2012-01-01	83.14478717343535
47061	Grundy County, TN	Homeownership Rate	2012-01-01	79.49115044247787
17063	Grundy County, IL	Homeownership Rate	2012-01-01	78.89386421396587
29079	Grundy County, MO	Homeownership Rate	2012-01-01	72.79411764705883
48187	Guadalupe County, TX	Homeownership Rate	2012-01-01	78.91955011984513
35019	Guadalupe County, NM	Homeownership Rate	2012-01-01	79.68551864062896
39059	Guernsey County, OH	Homeownership Rate	2012-01-01	75.07140871059882
37081	Guilford County, NC	Homeownership Rate	2012-01-01	64.47372299969257
12045	Gulf County, FL	Homeownership Rate	2012-01-01	73.46617724174097
08051	Gunnison County, CO	Homeownership Rate	2012-01-01	62.11779625193744
19077	Guthrie County, IA	Homeownership Rate	2012-01-01	81.50294420039256
13135	Gwinnett County, GA	Homeownership Rate	2012-01-01	70.15474132792943
46055	Haakon County, SD	Homeownership Rate	2012-01-01	83.3798103736754
13137	Habersham County, GA	Homeownership Rate	2012-01-01	74.48491309845537
02100	Haines Borough, AK	Homeownership Rate	2012-01-01	70.29220779220779
48189	Hale County, TX	Homeownership Rate	2012-01-01	66.49361754107372
01065	Hale County, AL	Homeownership Rate	2012-01-01	77.68321205821206
51083	Halifax County, VA	Homeownership Rate	2012-01-01	74.89230246003854
37083	Halifax County, NC	Homeownership Rate	2012-01-01	62.42202664756987
13139	Hall County, GA	Homeownership Rate	2012-01-01	67.6954023313237
31079	Hall County, NE	Homeownership Rate	2012-01-01	68.49497748527884
48191	Hall County, TX	Homeownership Rate	2012-01-01	63.46682971568328
47063	Hamblen County, TN	Homeownership Rate	2012-01-01	70.44722487496156
20075	Hamilton County, KS	Homeownership Rate	2012-01-01	77.9847908745247
19079	Hamilton County, IA	Homeownership Rate	2012-01-01	75.9297654528962
31081	Hamilton County, NE	Homeownership Rate	2012-01-01	79.11498491451559
39061	Hamilton County, OH	Homeownership Rate	2012-01-01	64.35412528243344
36041	Hamilton County, NY	Homeownership Rate	2012-01-01	83.7351945854484
18057	Hamilton County, IN	Homeownership Rate	2012-01-01	83.231127781217
48193	Hamilton County, TX	Homeownership Rate	2012-01-01	78.66585067319461
17065	Hamilton County, IL	Homeownership Rate	2012-01-01	83.78802510864317
12047	Hamilton County, FL	Homeownership Rate	2012-01-01	70.84778085991678
47065	Hamilton County, TN	Homeownership Rate	2012-01-01	67.3590368929201
46057	Hamlin County, SD	Homeownership Rate	2012-01-01	78.9762663832802
25013	Hampden County, MA	Homeownership Rate	2012-01-01	65.39050604268336
54027	Hampshire County, WV	Homeownership Rate	2012-01-01	69.59958755799966
25015	Hampshire County, MA	Homeownership Rate	2012-01-01	70.8494852390729
45049	Hampton County, SC	Homeownership Rate	2012-01-01	73.26181353767561
51650	Hampton City, VA	Homeownership Rate	2012-01-01	61.39978471798809
18059	Hancock County, IN	Homeownership Rate	2012-01-01	83.23929398148148
13141	Hancock County, GA	Homeownership Rate	2012-01-01	70.12054372916133
28045	Hancock County, MS	Homeownership Rate	2012-01-01	77.2564584958473
17067	Hancock County, IL	Homeownership Rate	2012-01-01	80.2475062676695
39063	Hancock County, OH	Homeownership Rate	2012-01-01	73.38333948163024
23009	Hancock County, ME	Homeownership Rate	2012-01-01	77.14967700380775
21091	Hancock County, KY	Homeownership Rate	2012-01-01	83.15665488810366
54029	Hancock County, WV	Homeownership Rate	2012-01-01	76.52326196140629
19081	Hancock County, IA	Homeownership Rate	2012-01-01	83.16822766570606
47067	Hancock County, TN	Homeownership Rate	2012-01-01	77.15281989084293
46059	Hand County, SD	Homeownership Rate	2012-01-01	74.99249474632242
51085	Hanover County, VA	Homeownership Rate	2012-01-01	86.13531180412318
48195	Hansford County, TX	Homeownership Rate	2012-01-01	79.70856102003643
46061	Hanson County, SD	Homeownership Rate	2012-01-01	83.06426084203862
13143	Haralson County, GA	Homeownership Rate	2012-01-01	71.77261570203835
12049	Hardee County, FL	Homeownership Rate	2012-01-01	67.48692344270091
48197	Hardeman County, TX	Homeownership Rate	2012-01-01	70.35670356703567
47069	Hardeman County, TN	Homeownership Rate	2012-01-01	72.35500655696096
39065	Hardin County, OH	Homeownership Rate	2012-01-01	71.69773367305888
17069	Hardin County, IL	Homeownership Rate	2012-01-01	83.40860470644165
19083	Hardin County, IA	Homeownership Rate	2012-01-01	76.94943786448626
47071	Hardin County, TN	Homeownership Rate	2012-01-01	77.63183612837653
21093	Hardin County, KY	Homeownership Rate	2012-01-01	63.511929594532845
48199	Hardin County, TX	Homeownership Rate	2012-01-01	78.5744669046254
35021	Harding County, NM	Homeownership Rate	2012-01-01	86.60130718954248
46063	Harding County, SD	Homeownership Rate	2012-01-01	73.59507313317937
54031	Hardy County, WV	Homeownership Rate	2012-01-01	79.09379968203497
24025	Harford County, MD	Homeownership Rate	2012-01-01	82.69013581276155
31083	Harlan County, NE	Homeownership Rate	2012-01-01	80.58858501783591
21095	Harlan County, KY	Homeownership Rate	2012-01-01	69.82407246124367
40057	Harmon County, OK	Homeownership Rate	2012-01-01	65.37759941627144
37085	Harnett County, NC	Homeownership Rate	2012-01-01	69.03773179637717
41025	Harney County, OR	Homeownership Rate	2012-01-01	64.9867374005305
20077	Harper County, KS	Homeownership Rate	2012-01-01	72.9808851386258
40059	Harper County, OK	Homeownership Rate	2012-01-01	78.90085611709472
48201	Harris County, TX	Homeownership Rate	2012-01-01	60.335942748720925
13145	Harris County, GA	Homeownership Rate	2012-01-01	83.76627500793903
39067	Harrison County, OH	Homeownership Rate	2012-01-01	77.78776978417267
28047	Harrison County, MS	Homeownership Rate	2012-01-01	64.31148132358247
54033	Harrison County, WV	Homeownership Rate	2012-01-01	75.64749312429221
21097	Harrison County, KY	Homeownership Rate	2012-01-01	66.34428355305813
29081	Harrison County, MO	Homeownership Rate	2012-01-01	73.43497343497344
18061	Harrison County, IN	Homeownership Rate	2012-01-01	85.1049477207275
19085	Harrison County, IA	Homeownership Rate	2012-01-01	80.73432343234323
48203	Harrison County, TX	Homeownership Rate	2012-01-01	71.31265664160401
51660	Harrisonburg City, VA	Homeownership Rate	2012-01-01	35.20573838026462
13147	Hart County, GA	Homeownership Rate	2012-01-01	77.74372803791779
21099	Hart County, KY	Homeownership Rate	2012-01-01	76.15846205133904
09003	Hartford County, CT	Homeownership Rate	2012-01-01	69.09523049854457
48205	Hartley County, TX	Homeownership Rate	2012-01-01	70.01755926251097
20079	Harvey County, KS	Homeownership Rate	2012-01-01	76.70415146673099
48207	Haskell County, TX	Homeownership Rate	2012-01-01	70.68463219227968
20081	Haskell County, KS	Homeownership Rate	2012-01-01	73.0520258930712
