GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
" ""39047"""	Fayette, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	124630	126558	129426	129861	122845	124893	132366	126751	103037	86089	90689	94223	94416	100845	97332	105128	113928	116536	118756
" ""39049"""	Franklin, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	3079484	2920528	2780048	2718663	2691645	2757929	2766378	2709355	2417902	2400988	2494673	2606181	2700305	2747578	3051166	2893786	3062689	3143135	3124754
" ""39051"""	Fulton, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	392828	412780	420779	451438	459786	462055	438628	404038	313215	322458	341861	349140	360411	376992	413929	434297	456863	463251	445869
" ""39053"""	Gallia, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	45821	48042	43163	43914	37878	35590	35161	35016	31144	32494	31798	35634	36114	35617	37424	37754	38331	39947	37329
" ""39055"""	Geauga, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	421824	425994	434575	470714	514388	529940	511890	511351	437429	432783	433246	438023	452814	471848	486447	477098	500099	525724	531414
" ""39057"""	Greene, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	228645	226018	224927	220851	229590	231073	240536	239303	213324	215175	223043	222391	230178	243739	251942	260502	281085	290731	217523
" ""39059"""	Guernsey, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	126425	135837	141742	131932	147776	156156	165588	159996	141324	149369	163308	168924	178938	190959	198416	187805	194730	200183	198539
" ""39061"""	Hamilton, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	4569265	4461109	4420018	4437312	4348392	4379036	4546887	4522209	4169137	3908579	4053224	4117919	4192740	4349122	4718772	5048164	5180852	5374800	5947768
" ""39063"""	Hancock, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	612774	623955	637391	666422	680003	675871	674741	671163	583969	629486	636893	673400	768985	797659	835029	862560	905564	868973	864390
" ""39065"""	Hardin, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	106676	111898	109885	115013	120747	118912	118721	120028	97382	95226	104950	116343	123061	125076	128339	130129	123899	120542	121413
" ""39067"""	Harrison, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	24546	26034	24618	27468	29053	30524	(D)	29052	22332	21859	23427	26006	24624	20170	18263	18869	49985	55215	47600
" ""39069"""	Henry, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	168318	(D)	(D)	198705	201575	213396	211721	207476	177890	186822	189768	199862	214730	219622	221468	236037	240066	241527	239535
" ""39071"""	Highland, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	112018	124616	129234	130970	138438	126705	126026	115440	100126	91026	88333	100008	112483	116508	101420	100823	107367	112936	115151
" ""39073"""	Hocking, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	58780	56837	56326	57445	54130	54764	53355	49972	43519	47035	48668	48491	48481	49999	52349	52297	51098	52569	51037
" ""39075"""	Holmes, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	219481	218445	218667	226468	252143	260303	267267	258091	234446	238880	262411	279094	301745	329736	363969	376717	386980	416765	430694
" ""39077"""	Huron, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	424945	411315	386266	400568	412638	404729	380715	355195	292719	310869	326880	332706	340442	349495	350299	356279	361699	376374	375805
" ""39079"""	Jackson, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	125003	133390	147289	156639	174446	166570	159921	151116	133364	142413	145817	151302	164528	175099	165437	161422	155733	155892	156252
" ""39081"""	Jefferson, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	188168	184847	180792	177480	200703	219581	223720	232967	120296	100660	109790	105641	85224	89607	88046	100799	113458	125474	151380
" ""39083"""	Knox, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	216683	221221	219345	260563	277063	315717	308664	319068	299970	306551	321641	361566	379986	389372	386580	347184	371007	390638	404991
" ""39085"""	Lake, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	1366656	1273854	1251966	1314454	1334135	1403634	1483620	1476443	1317912	1418727	1715422	1639748	1626755	1673350	1696648	1704106	1768286	1807452	1887129
" ""39087"""	Lawrence, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	24054	23610	24697	26994	29395	32095	36435	37518	31513	(D)	(D)	(D)	33922	39139	(D)	(D)	(D)	(D)	60975
" ""39089"""	Licking, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	423437	406914	425820	459060	466208	479661	499026	461429	368710	357954	361421	377328	411261	436134	444514	474807	497188	539861	544069
" ""39091"""	Logan, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	413727	429573	444035	437941	459753	465712	473339	492968	414132	398983	400272	427388	431134	446037	428216	436185	454312	465236	470951
" ""39093"""	Lorain, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	1514363	1333146	1368198	1442034	1480481	1473888	1428332	1372221	1107095	1146158	1258070	1359838	1340890	1392393	1365753	1295575	1295025	1373218	1390966
" ""39095"""	Lucas, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	2047960	2079458	2075092	2002437	1990227	2012103	1890101	1654013	1462911	1531866	1645243	1850277	1908531	2071528	2197642	2212555	2143132	2416632	2584925
" ""39097"""	Madison, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	147253	156389	164366	164293	170070	175672	171291	171616	145121	149195	147283	176012	198544	235978	285407	289600	275064	281801	274344
" ""39099"""	Mahoning, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	494267	470071	484618	490408	511782	525442	530332	518738	439938	453849	497060	538301	562520	581908	561288	548170	579868	613798	636740
" ""39101"""	Marion, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	314276	326568	344895	359076	365252	373571	407269	402796	375903	370927	361094	368005	377556	389167	380512	382454	405368	423482	434565
" ""39103"""	Medina, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	492656	481768	491980	499204	536190	555203	578742	571342	493180	510921	544131	565429	569270	596875	609365	623555	659876	689289	679978
" ""39105"""	Meigs, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	5144	(D)	(D)	(D)	4991	4582	4365	4440	3894	4733	4952	5452	6215	7041	6636	6261	6498	(D)	7020
" ""39107"""	Mercer, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	162900	166284	179418	204289	224350	239635	248502	255714	231316	253364	274428	308611	329118	361423	385123	384174	410415	433649	412310
" ""39109"""	Miami, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	634065	604922	586875	592373	596666	597141	623098	619945	530370	568166	620779	676876	650805	659569	701367	717145	740290	772577	795055
" ""39111"""	Monroe, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	101732	98746	100695	79390	24162	29334	60782	77563	(D)	65823	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3039
" ""39113"""	Montgomery, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	3090087	2880663	2878744	2800619	2771079	2938001	2574048	2237101	1657418	1623575	1728117	1748814	1747259	1804997	1841589	1910941	1964948	2052523	2191477
